method,implementation_provenance,privacy_semantics,comparison_tier,seed,config_hash,lambda,H,B,C,q_user,q_record_given_handle,realized_q_user,realized_q_record_given_handle,overlap_probability,realized_overlap,gradient_correlation,mixed_local_slots,realized_pairwise_cosine_mean,realized_pairwise_cosine_p10,realized_pairwise_cosine_p50,realized_pairwise_cosine_p90,certified_sensitivity,structural_sensitivity_bound,certificate_type,noise_sensitivity,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,partial_handle_units,local_atom_units,local_mixed_units,active_units,clip_fraction,aggregate_snr,wall_time_seconds,deterministic_distortion,noisy_aggregate_mse,stage,cell_hash,target_epsilon,policy_lambda,achieved_epsilon,noise_multiplier,records_per_silo,handles_per_user,c_partial,c_local_atom,c_local_mixed
full-identity-reference,oracle,oracle-assumption,full-identity-reference,3,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,0.0,0,0,0,1000,1.0,5.7212359014939125,0.043801399995572865,0.0,3.144656992614111e-05,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
non-private-reference,oracle,non-private,diagnostic,3,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,,,non-private,0.0,1.0,0.0,0.0,0,0,0,0,0.0,inf,0.020136699997237884,0.0008784625742730087,0.0008784625742730087,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
naive-claimed-c,this-work,unsafe-diagnostic,diagnostic,3,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,,2.0,unsafe-diagnostic,1.0,1.0,0.3767949454336588,0.6232050545663412,1312,1550,0,2862,1.0,5.686907623668151,0.033373199999914505,0.00015793841693607873,0.00018965352726998318,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
stable-local-fallback,this-work,user-certified,primary,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1773,0,1773,1.0,2.029405459935351,0.02276249999704305,0.00035218264277563446,0.0003576906940324354,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
handle-only-drop-residual,this-work,user-certified,primary,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,1.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,0.3767625493513818,0.3767625493513818,0.0,1336,0,0,1336,1.0,3.924114635025336,0.031451500006369315,0.0003700013493819434,0.00036907935317597243,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
unitscope-equal,this-work,user-certified,primary,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,0.3333333333333333,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3767625493513818,0.6232374506486181,1336,1569,0,2905,1.0,2.307209327896205,0.03266240000084508,0.00032922794015073436,0.00033050512685260474,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
unitscope-tuned,this-work,user-certified,primary,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3767625493513818,0.6232374506486181,1336,1569,0,2905,1.0,3.2640680175190853,0.036217700006091036,0.0003213668534750342,0.00032126955085950374,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
naive-recalibrated-2c,this-work,user-certified,primary,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,2.0,2.0,plan-delta,2.0,1.0,0.3767625493513818,0.6232374506486181,1336,1569,0,2905,1.0,2.6587759962841617,0.03676019998965785,0.0001894373709243613,0.0002895195168183433,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
full-identity-reference,oracle,oracle-assumption,full-identity-reference,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,0.0,0,0,0,1000,1.0,5.1743518703122815,0.044250999999349006,0.0,3.450958520111424e-05,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
non-private-reference,oracle,non-private,diagnostic,4,6f271830c504d9e353b48199445cd74bef6f15cd4dae8e2a5bf88d1f12d6ed02,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,,,non-private,0.0,1.0,0.0,0.0,0,0,0,0,0.0,inf,0.04043850000016391,0.0007718421729248561,0.0007718421729248561,privacy_level,362c0a07687138bcd7533d1ab0cffb289832bb8eb057411cd604738291479ddc,8.0,0.75,8.0,0.7415653755729036,2,2,0.375,0.0625,0.03125
