method,implementation_provenance,privacy_semantics,comparison_tier,seed,config_hash,lambda,H,B,C,q_user,q_record_given_handle,realized_q_user,realized_q_record_given_handle,overlap_probability,realized_overlap,gradient_correlation,mixed_local_slots,realized_pairwise_cosine_mean,realized_pairwise_cosine_p10,realized_pairwise_cosine_p50,realized_pairwise_cosine_p90,certified_sensitivity,structural_sensitivity_bound,certificate_type,noise_sensitivity,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,partial_handle_units,local_atom_units,local_mixed_units,active_units,clip_fraction,aggregate_snr,wall_time_seconds,deterministic_distortion,noisy_aggregate_mse,stage,cell_hash,target_epsilon,policy_lambda,achieved_epsilon,noise_multiplier,records_per_silo,handles_per_user,c_partial,c_local_atom,c_local_mixed
handle-only-drop-residual,this-work,user-certified,primary,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,1.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,0.3767949454336588,0.3767949454336588,0.0,1312,0,0,1312,1.0,1.1118620944988755,0.0317122999986168,0.0003693225038897424,0.0007846963099345617,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
unitscope-equal,this-work,user-certified,primary,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,0.3333333333333333,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3767949454336588,0.6232050545663412,1312,1550,0,2862,1.0,0.6818116603224851,0.03300150000723079,0.0003622122011131044,0.000762465908712769,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
unitscope-tuned,this-work,user-certified,primary,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3767949454336588,0.6232050545663412,1312,1550,0,2862,1.0,0.9351032902041972,0.03474329999880865,0.00033589333043671513,0.0007455970995646014,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
naive-recalibrated-2c,this-work,user-certified,primary,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,2.0,2.0,plan-delta,2.0,1.0,0.3767949454336588,0.6232050545663412,1312,1550,0,2862,1.0,0.7743806650820917,0.0346412000071723,0.00015793841693607873,0.001855874518543139,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
full-identity-reference,oracle,oracle-assumption,full-identity-reference,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,0.0,0,0,0,1000,1.0,1.5581102263914408,0.04189429999678396,0.0,0.0004239909976955496,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
non-private-reference,oracle,non-private,diagnostic,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,,,non-private,0.0,1.0,0.0,0.0,0,0,0,0,0.0,inf,0.02096979999623727,0.0008784625742730087,0.0008784625742730087,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
naive-claimed-c,this-work,unsafe-diagnostic,diagnostic,3,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.741,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,,2.0,unsafe-diagnostic,1.0,1.0,0.3767949454336588,0.6232050545663412,1312,1550,0,2862,1.0,1.5487613301641834,0.03291059999901336,0.00015793841693607873,0.0005829154700440592,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
stable-local-fallback,this-work,user-certified,primary,4,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1773,0,1773,1.0,0.5526843246918438,0.02314549998845905,0.00035218264277563446,0.0007109810365079233,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
handle-only-drop-residual,this-work,user-certified,primary,4,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,1.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,0.3767625493513818,0.3767625493513818,0.0,1336,0,0,1336,1.0,1.068685725888137,0.05653610000445042,0.0003700013493819434,0.0007051892066007014,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
unitscope-equal,this-work,user-certified,primary,4,db976d9d7f7d6e943af0e3ee8f179087dd7a2bd9b44d5d0fd02952516be6a04e,0.3333333333333333,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.773,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3767625493513818,0.6232374506486181,1336,1569,0,2905,1.0,0.6283408882479594,0.03276899999764282,0.00032922794015073436,0.0006724909925599082,privacy_level,93a52d74b65180b689ce2065c1634321eeb3326491fa8d2d3403e46f2959e485,2.0,0.75,2.0,2.7229591194317955,2,2,0.375,0.0625,0.03125
