threshold,K,entity_id,deleted_atoms,touched_original_components,touched_original_nodes,deleted_group_tags,inserted_group_tags,d_w_empirical,changed_surviving_nodes
0.72,2,2828,1,1,1,1,0,1,0
0.72,2,848,3,1,3,3,0,3,0
0.72,2,3418,1,1,1,1,0,1,0
0.72,2,2837,1,1,1,1,0,1,0
0.72,2,2152,1,1,1,1,0,1,0
0.72,2,596,6,1,6,6,0,6,0
0.72,2,258,1,1,1,1,0,1,0
0.72,2,1478,1,1,1,1,0,1,0
0.72,2,3829,1,1,1,1,0,1,0
0.72,2,3272,6,1,6,6,0,6,0
0.72,2,2961,1,1,1,1,0,1,0
0.72,2,2640,1,1,1,1,0,1,0
0.72,2,242,3,1,3,3,0,3,0
0.72,2,3252,1,1,2,1,1,2,1
0.72,2,3752,2,1,2,1,0,1,0
0.72,2,3606,1,1,1,1,0,1,0
0.72,2,3542,5,1,5,5,0,5,0
0.72,2,88,3,1,5,5,1,6,2
0.72,2,1729,1,1,1,1,0,1,0
0.72,2,3267,1,1,1,1,0,1,0
0.72,2,1430,5,1,5,5,0,5,0
0.72,2,2993,1,1,1,1,0,1,0
0.72,2,3652,3,1,3,3,0,3,0
0.72,2,1855,1,1,1,1,0,1,0
0.72,2,1724,1,1,2,1,1,2,1
0.72,2,232,2,1,2,1,0,1,0
0.72,2,1985,1,1,1,1,0,1,0
0.72,2,858,1,1,1,1,0,1,0
0.72,2,3811,1,1,1,1,0,1,0
0.72,2,2260,1,1,1,1,0,1,0
0.72,2,3914,1,1,1,1,0,1,0
0.72,2,1065,1,1,1,1,0,1,0
0.72,2,1599,1,1,1,1,0,1,0
0.72,2,3833,1,1,1,1,0,1,0
0.72,2,3872,1,1,3,3,1,4,2
0.72,2,3680,1,1,1,1,0,1,0
0.72,2,1356,1,1,1,1,0,1,0
0.72,2,3513,1,1,6,1,0,1,0
0.72,2,3510,1,1,1,1,0,1,0
0.72,2,1662,1,1,1,1,0,1,0
0.72,2,2262,1,1,1,1,0,1,0
0.72,2,814,4,1,7,4,0,4,0
0.72,2,1274,1,1,1,1,0,1,0
0.72,2,704,1,1,1,1,0,1,0
0.72,2,619,1,1,1,1,0,1,0
0.72,2,3956,1,1,1,1,0,1,0
0.72,2,2050,6,2,6,6,0,6,0
0.72,2,2234,2,1,2,1,0,1,0
0.72,2,1781,4,1,4,4,0,4,0
0.72,2,402,1,1,1,1,0,1,0
0.72,2,3495,1,1,1,1,0,1,0
0.72,2,2413,1,1,1,1,0,1,0
0.72,2,3923,1,1,1,1,0,1,0
0.72,2,3029,1,1,1,1,0,1,0
0.72,2,1752,1,1,1,1,0,1,0
0.72,2,2265,1,1,1,1,0,1,0
0.72,2,1312,1,1,1,1,0,1,0
0.72,2,1445,1,1,1,1,0,1,0
0.72,2,2119,4,1,4,4,0,4,0
0.72,2,1785,1,1,1,1,0,1,0
0.72,2,155,1,1,1,1,0,1,0
0.72,2,2236,1,1,1,1,0,1,0
0.72,2,3248,1,1,1,1,0,1,0
0.72,2,2176,1,1,1,1,0,1,0
0.72,2,2645,1,1,1,1,0,1,0
0.72,2,899,1,1,1,1,0,1,0
0.72,2,3314,4,1,4,4,0,4,0
0.72,2,1282,4,1,4,4,0,4,0
0.72,2,3857,1,1,1,1,0,1,0
0.72,2,292,1,1,1,1,0,1,0
0.72,2,1423,1,1,1,1,0,1,0
0.72,2,3558,1,1,1,1,0,1,0
0.72,2,337,1,1,1,1,0,1,0
0.72,2,320,4,1,4,4,0,4,0
0.72,2,237,1,1,1,1,0,1,0
0.72,2,2273,1,1,1,1,0,1,0
0.72,2,1963,1,1,1,1,0,1,0
0.72,2,1854,1,1,1,1,0,1,0
0.72,2,1893,2,1,2,1,0,1,0
0.72,2,2416,1,1,3,3,1,4,2
0.72,2,976,1,1,1,1,0,1,0
0.72,2,2369,1,1,1,1,0,1,0
0.72,2,922,1,1,1,1,0,1,0
0.72,2,1600,1,1,1,1,0,1,0
0.72,2,1687,5,1,5,5,0,5,0
0.72,2,2058,1,1,1,1,0,1,0
0.72,2,3891,3,1,3,3,0,3,0
0.72,2,1433,1,1,1,1,0,1,0
0.72,2,3458,1,1,1,1,0,1,0
0.72,2,3860,1,1,1,1,0,1,0
0.72,2,54,1,1,1,1,0,1,0
0.72,2,1563,1,1,1,1,0,1,0
0.72,2,2276,1,1,1,1,0,1,0
0.72,2,1843,1,1,1,1,0,1,0
0.72,2,274,1,1,1,1,0,1,0
0.72,2,2483,1,1,2,1,1,2,1
0.72,2,633,4,1,4,4,0,4,0
0.72,2,2912,1,1,1,1,0,1,0
0.72,2,2753,1,1,1,1,0,1,0
0.72,2,3562,1,1,1,1,0,1,0
0.72,2,2738,1,1,1,1,0,1,0
0.72,2,2965,1,1,1,1,0,1,0
0.72,2,2733,6,1,6,6,0,6,0
0.72,2,2367,1,1,1,1,0,1,0
0.72,2,534,5,1,6,5,0,5,0
0.72,2,1557,1,1,1,1,0,1,0
0.72,2,623,2,1,2,1,0,1,0
0.72,2,3166,3,1,3,3,0,3,0
0.72,2,107,5,1,5,5,0,5,0
0.72,2,2093,1,1,2,1,1,2,1
0.72,2,3451,1,1,1,1,0,1,0
0.72,2,717,1,1,1,1,0,1,0
0.72,2,3072,1,1,1,1,0,1,0
0.72,2,3947,1,1,1,1,0,1,0
0.72,2,455,6,1,6,6,0,6,0
0.72,2,1080,1,1,1,1,0,1,0
0.72,2,626,3,1,3,3,0,3,0
0.72,2,1706,1,1,1,1,0,1,0
0.72,2,2351,1,1,1,1,0,1,0
0.72,2,2731,3,2,3,2,0,2,0
0.72,2,1592,1,1,1,1,0,1,0
0.72,2,3517,1,1,1,1,0,1,0
0.72,2,182,3,1,3,3,0,3,0
0.72,2,219,1,1,2,1,1,2,1
0.72,2,2745,1,1,1,1,0,1,0
0.72,2,2669,1,1,1,1,0,1,0
0.72,2,6,4,1,4,4,0,4,0
0.72,2,1934,1,1,1,1,0,1,0
0.72,2,859,1,1,1,1,0,1,0
0.72,2,1476,1,1,1,1,0,1,0
0.72,2,2306,1,1,1,1,0,1,0
0.72,2,2630,1,1,1,1,0,1,0
0.72,2,3733,1,1,1,1,0,1,0
0.72,2,2972,1,1,1,1,0,1,0
0.72,2,1908,1,1,1,1,0,1,0
0.72,2,79,1,1,1,1,0,1,0
0.72,2,1109,1,1,1,1,0,1,0
0.72,2,581,1,1,7,1,0,1,0
0.72,2,2406,1,1,1,1,0,1,0
0.72,2,2590,1,1,1,1,0,1,0
0.72,2,1235,1,1,1,1,0,1,0
0.72,2,207,1,1,1,1,0,1,0
0.72,2,201,6,2,6,6,0,6,0
0.72,2,3878,2,1,2,1,0,1,0
0.72,2,1860,1,1,1,1,0,1,0
0.72,2,2249,1,1,1,1,0,1,0
0.72,2,1903,1,1,1,1,0,1,0
0.72,2,985,1,1,1,1,0,1,0
0.72,2,1873,1,1,1,1,0,1,0
0.72,2,3329,1,1,1,1,0,1,0
0.72,2,3214,1,1,1,1,0,1,0
0.72,2,482,2,1,2,1,0,1,0
0.72,2,1152,1,1,1,1,0,1,0
0.72,2,2077,1,1,1,1,0,1,0
0.72,2,3796,1,1,1,1,0,1,0
0.72,2,1304,1,1,1,1,0,1,0
0.72,2,2875,1,1,2,1,1,2,1
0.72,2,2011,1,1,1,1,0,1,0
0.72,2,1200,1,1,1,1,0,1,0
0.72,2,151,3,1,3,3,0,3,0
0.72,2,2845,1,1,1,1,0,1,0
0.72,2,522,1,1,1,1,0,1,0
0.72,2,1383,1,1,1,1,0,1,0
0.72,2,765,1,1,1,1,0,1,0
0.72,2,1670,1,1,1,1,0,1,0
0.72,2,2822,4,1,4,4,0,4,0
0.72,2,698,1,1,1,1,0,1,0
0.72,2,488,1,1,1,1,0,1,0
0.72,2,2618,1,1,1,1,0,1,0
0.72,2,1319,3,1,3,3,0,3,0
0.72,2,1577,1,1,1,1,0,1,0
0.72,2,84,1,1,1,1,0,1,0
0.72,2,3876,1,1,1,1,0,1,0
0.72,2,1711,1,1,1,1,0,1,0
0.72,2,1215,1,1,1,1,0,1,0
0.72,2,3424,1,1,1,1,0,1,0
0.72,2,2800,1,1,1,1,0,1,0
0.72,2,2960,3,1,3,3,0,3,0
0.72,2,2232,1,1,1,1,0,1,0
0.72,2,805,1,1,1,1,0,1,0
0.72,2,1704,1,1,1,1,0,1,0
0.72,2,3367,1,1,1,1,0,1,0
0.72,2,2211,4,1,4,4,0,4,0
0.72,2,3236,3,1,3,3,0,3,0
0.72,2,3588,3,1,4,3,0,3,0
0.72,2,3074,1,1,1,1,0,1,0
0.72,2,3875,3,1,3,3,0,3,0
0.72,2,3932,3,1,3,3,0,3,0
0.72,2,2626,1,1,1,1,0,1,0
0.72,2,1198,1,1,1,1,0,1,0
0.72,2,21,1,1,2,1,1,2,1
0.72,2,1398,1,1,2,1,1,2,1
0.72,2,672,3,1,6,5,1,6,2
0.72,2,3041,1,1,1,1,0,1,0
0.72,2,2874,2,1,2,1,0,1,0
0.72,2,2129,1,1,1,1,0,1,0
0.72,2,582,1,1,2,1,1,2,1
0.72,2,1256,1,1,1,1,0,1,0
0.72,2,1556,1,1,1,1,0,1,0
0.72,2,2014,1,1,1,1,0,1,0
0.72,2,1695,1,1,1,1,0,1,0
0.72,2,1761,1,1,1,1,0,1,0
0.72,2,3639,1,1,1,1,0,1,0
0.72,2,3141,1,1,1,1,0,1,0
0.72,2,3630,1,1,1,1,0,1,0
0.72,2,1308,1,1,1,1,0,1,0
0.72,2,819,5,1,5,5,0,5,0
0.72,2,3251,1,1,1,1,0,1,0
0.72,2,2763,1,1,1,1,0,1,0
0.72,2,1204,1,1,1,1,0,1,0
0.72,2,2022,1,1,1,1,0,1,0
0.72,2,877,1,1,1,1,0,1,0
0.72,2,2151,6,1,6,6,0,6,0
0.72,2,3738,2,1,2,1,0,1,0
0.72,2,2540,1,1,1,1,0,1,0
0.72,2,1,1,1,1,1,0,1,0
0.72,2,451,1,1,1,1,0,1,0
0.72,2,1942,1,1,1,1,0,1,0
0.72,2,649,3,1,3,3,0,3,0
0.72,2,449,1,1,2,1,1,2,1
0.72,2,44,5,1,5,5,0,5,0
0.72,2,128,1,1,1,1,0,1,0
0.72,2,3710,3,1,3,3,0,3,0
0.72,2,2899,1,1,1,1,0,1,0
0.72,2,1298,3,1,3,3,0,3,0
0.72,2,3425,1,1,1,1,0,1,0
0.72,2,1114,1,1,1,1,0,1,0
0.72,2,2718,1,1,1,1,0,1,0
0.72,2,3322,4,1,4,4,0,4,0
0.72,2,1562,1,1,1,1,0,1,0
0.72,2,3280,1,1,1,1,0,1,0
0.72,2,2624,2,2,7,2,0,2,0
0.72,2,50,5,1,5,5,0,5,0
0.72,2,1377,1,1,1,1,0,1,0
0.72,2,1039,1,1,1,1,0,1,0
0.72,2,1015,1,1,1,1,0,1,0
0.72,2,412,1,1,1,1,0,1,0
0.72,2,3146,1,1,1,1,0,1,0
0.72,2,3066,1,1,1,1,0,1,0
0.72,2,1411,2,1,2,1,0,1,0
0.72,2,3031,1,1,3,3,1,4,2
0.72,2,578,1,1,1,1,0,1,0
0.72,2,822,1,1,1,1,0,1,0
0.72,2,1460,1,1,1,1,0,1,0
0.72,2,3910,1,1,7,1,0,1,0
0.72,2,2549,1,1,1,1,0,1,0
0.72,2,3977,1,1,1,1,0,1,0
0.72,2,3059,1,1,1,1,0,1,0
0.72,2,3084,4,1,5,4,0,4,0
0.72,2,417,1,1,1,1,0,1,0
0.72,2,832,1,1,1,1,0,1,0
0.72,2,552,3,1,3,3,0,3,0
0.72,2,895,1,1,1,1,0,1,0
0.72,2,3731,4,1,6,4,0,4,0
0.72,2,2943,1,1,1,1,0,1,0
0.72,2,428,1,1,1,1,0,1,0
0.72,2,2675,1,1,1,1,0,1,0
0.72,2,2353,4,1,4,4,0,4,0
0.72,2,1609,3,1,3,3,0,3,0
0.72,2,2136,1,1,1,1,0,1,0
0.72,2,2523,1,1,1,1,0,1,0
0.72,2,1268,1,1,1,1,0,1,0
0.72,2,549,1,1,1,1,0,1,0
0.72,2,2434,1,1,1,1,0,1,0
0.72,2,2175,1,1,1,1,0,1,0
0.72,2,856,1,1,1,1,0,1,0
0.72,2,3851,1,1,1,1,0,1,0
0.72,2,639,3,1,3,3,0,3,0
0.72,2,3149,1,1,1,1,0,1,0
0.72,2,3530,4,1,4,4,0,4,0
0.72,2,3051,1,1,1,1,0,1,0
0.72,2,2321,5,1,15,7,1,8,2
0.72,2,1151,4,1,4,4,0,4,0
0.72,2,3626,1,1,1,1,0,1,0
0.72,2,729,1,1,1,1,0,1,0
0.72,2,363,1,1,1,1,0,1,0
0.72,2,1523,1,1,1,1,0,1,0
0.72,2,3778,1,1,1,1,0,1,0
0.72,2,2046,1,1,1,1,0,1,0
0.72,2,297,1,1,1,1,0,1,0
0.72,2,2924,5,1,5,5,0,5,0
0.72,2,3817,1,1,1,1,0,1,0
0.72,2,3889,1,1,1,1,0,1,0
0.72,2,2165,2,1,2,1,0,1,0
0.72,2,3768,1,1,1,1,0,1,0
0.72,2,3584,2,1,2,1,0,1,0
0.72,2,3332,1,1,1,1,0,1,0
0.72,2,528,1,1,1,1,0,1,0
0.72,2,12,1,1,1,1,0,1,0
0.72,2,387,1,1,1,1,0,1,0
0.72,2,1652,1,1,1,1,0,1,0
0.72,2,2183,4,1,4,4,0,4,0
0.72,2,1416,1,1,1,1,0,1,0
0.72,2,3779,4,2,4,4,0,4,0
0.72,2,2168,1,1,1,1,0,1,0
0.72,2,1598,1,1,1,1,0,1,0
0.72,2,880,1,1,1,1,0,1,0
0.72,2,2883,3,1,3,3,0,3,0
0.72,2,3572,1,1,1,1,0,1,0
0.72,2,2818,1,1,1,1,0,1,0
0.72,2,1784,1,1,1,1,0,1,0
0.72,2,3460,1,1,1,1,0,1,0
0.72,2,3925,1,1,1,1,0,1,0
0.72,2,1316,4,1,4,4,0,4,0
0.72,2,3870,1,1,12,1,0,1,0
0.72,2,2134,1,1,1,1,0,1,0
0.72,2,1432,5,1,5,5,0,5,0
0.72,2,2991,3,1,3,3,0,3,0
0.72,2,677,1,1,1,1,0,1,0
0.72,2,1327,1,1,1,1,0,1,0
0.72,2,129,1,1,1,1,0,1,0
0.72,2,3608,2,1,2,1,0,1,0
0.72,2,1443,2,1,2,1,0,1,0
0.72,2,2676,1,1,1,1,0,1,0
0.72,2,3318,5,1,5,5,0,5,0
0.72,2,1158,1,1,1,1,0,1,0
0.72,2,3294,1,1,1,1,0,1,0
0.72,2,3772,1,1,1,1,0,1,0
0.72,2,1380,1,1,1,1,0,1,0
0.72,2,3525,1,1,1,1,0,1,0
0.72,2,641,5,1,5,5,0,5,0
0.72,2,567,4,1,4,4,0,4,0
0.72,2,3841,2,1,2,1,0,1,0
0.72,2,2366,1,1,1,1,0,1,0
0.72,2,2654,1,1,1,1,0,1,0
0.72,2,3643,1,1,1,1,0,1,0
0.72,2,2987,1,1,1,1,0,1,0
0.72,2,1385,1,1,1,1,0,1,0
0.72,2,2108,4,1,4,4,0,4,0
0.72,2,486,3,1,3,3,0,3,0
0.72,2,2169,5,1,5,5,0,5,0
0.72,2,1870,1,1,1,1,0,1,0
0.72,2,1177,1,1,1,1,0,1,0
0.72,2,1477,4,1,4,4,0,4,0
0.72,2,2368,4,1,4,4,0,4,0
0.72,2,2916,3,1,3,3,0,3,0
0.72,2,2023,1,1,1,1,0,1,0
0.72,2,1544,6,2,6,6,0,6,0
0.72,2,2407,1,1,1,1,0,1,0
0.72,2,3753,1,1,2,1,1,2,1
0.72,2,3563,5,1,5,5,0,5,0
0.72,2,2490,1,1,1,1,0,1,0
0.72,2,95,1,1,1,1,0,1,0
0.72,2,3370,1,1,1,1,0,1,0
0.72,2,3035,1,1,1,1,0,1,0
0.72,2,3428,2,1,3,2,0,2,0
0.72,2,218,5,1,5,5,0,5,0
0.72,2,2710,1,1,1,1,0,1,0
0.72,2,3193,6,1,6,6,0,6,0
0.72,2,3397,1,1,1,1,0,1,0
0.72,2,3911,1,1,2,1,1,2,1
0.72,2,2044,5,1,5,5,0,5,0
0.72,2,3514,1,1,1,1,0,1,0
0.72,2,597,1,1,1,1,0,1,0
0.72,2,3411,1,1,3,3,1,4,2
0.72,2,1302,1,1,1,1,0,1,0
0.72,2,299,1,1,1,1,0,1,0
0.72,2,3877,1,1,1,1,0,1,0
0.72,2,2126,4,1,4,4,0,4,0
0.72,2,3456,1,1,1,1,0,1,0
0.72,2,3551,1,1,1,1,0,1,0
0.72,2,948,1,1,1,1,0,1,0
0.72,2,2644,1,1,1,1,0,1,0
0.72,2,2272,1,1,1,1,0,1,0
0.72,2,760,1,1,1,1,0,1,0
0.72,2,504,1,1,1,1,0,1,0
0.72,2,370,3,1,7,3,0,3,0
0.72,2,3096,1,1,1,1,0,1,0
0.72,2,764,1,1,1,1,0,1,0
0.72,2,3219,1,1,1,1,0,1,0
0.72,2,3597,1,1,2,1,1,2,1
0.72,2,2029,4,1,4,4,0,4,0
0.72,2,3385,1,1,2,1,1,2,1
0.72,2,3157,1,1,1,1,0,1,0
0.72,2,2789,1,1,1,1,0,1,0
0.72,2,1490,1,1,1,1,0,1,0
0.72,2,740,1,1,1,1,0,1,0
0.72,2,194,3,1,3,3,0,3,0
0.72,2,3682,1,1,1,1,0,1,0
0.72,2,2162,1,1,1,1,0,1,0
0.72,2,1882,4,1,4,4,0,4,0
0.72,2,1341,1,1,1,1,0,1,0
0.72,2,3064,1,1,1,1,0,1,0
0.72,2,3645,1,1,1,1,0,1,0
0.72,2,134,4,2,4,4,0,4,0
0.72,2,2609,1,1,1,1,0,1,0
0.72,2,1888,2,1,2,1,0,1,0
0.72,2,102,1,1,2,1,1,2,1
0.72,2,3346,1,1,2,1,1,2,1
0.72,2,2756,2,1,2,1,0,1,0
0.72,2,620,4,1,4,4,0,4,0
0.72,2,815,1,1,1,1,0,1,0
0.72,2,1758,1,1,1,1,0,1,0
0.72,2,763,1,1,1,1,0,1,0
0.72,2,2927,2,1,2,1,0,1,0
0.72,2,3033,3,1,3,3,0,3,0
0.72,2,2339,1,1,1,1,0,1,0
0.72,2,1517,1,1,1,1,0,1,0
0.72,2,2895,1,1,1,1,0,1,0
0.72,2,1964,3,1,3,3,0,3,0
0.72,2,3675,1,1,1,1,0,1,0
0.72,2,3720,1,1,1,1,0,1,0
0.72,2,1565,1,1,1,1,0,1,0
0.72,2,2635,3,1,3,3,0,3,0
0.72,2,131,1,1,1,1,0,1,0
0.72,2,868,1,1,1,1,0,1,0
0.72,2,3709,1,1,1,1,0,1,0
0.72,2,1077,4,1,4,4,0,4,0
0.72,2,1848,1,1,1,1,0,1,0
0.72,2,705,6,1,7,6,0,6,0
0.72,2,481,1,1,1,1,0,1,0
0.72,2,1347,1,1,1,1,0,1,0
0.72,2,3978,1,1,4,3,1,4,2
0.72,2,3507,5,1,5,5,0,5,0
0.72,2,2657,3,1,3,3,0,3,0
0.72,2,3333,1,1,1,1,0,1,0
0.72,2,1880,1,1,1,1,0,1,0
0.72,2,1495,1,1,1,1,0,1,0
0.72,2,3593,1,1,1,1,0,1,0
0.72,2,1736,1,1,1,1,0,1,0
0.72,2,1471,1,1,1,1,0,1,0
0.72,2,2099,1,1,1,1,0,1,0
0.72,2,3262,1,1,1,1,0,1,0
0.72,2,2291,1,1,1,1,0,1,0
0.72,2,876,1,1,1,1,0,1,0
0.72,2,3919,1,1,1,1,0,1,0
0.72,2,1391,1,1,1,1,0,1,0
0.72,2,3902,1,1,1,1,0,1,0
0.72,2,229,1,1,1,1,0,1,0
0.72,2,324,1,1,1,1,0,1,0
0.72,2,148,1,1,1,1,0,1,0
0.72,2,1967,1,1,1,1,0,1,0
0.72,2,3999,1,1,1,1,0,1,0
0.72,2,3642,1,1,1,1,0,1,0
0.72,2,3114,1,1,1,1,0,1,0
0.72,2,1480,1,1,1,1,0,1,0
0.72,2,2155,1,1,1,1,0,1,0
0.72,2,1962,1,1,1,1,0,1,0
0.72,2,1622,1,1,1,1,0,1,0
0.72,2,1845,2,1,2,1,0,1,0
0.72,2,2893,1,1,1,1,0,1,0
0.72,2,3921,1,1,1,1,0,1,0
0.72,2,1404,1,1,1,1,0,1,0
0.72,2,343,1,1,1,1,0,1,0
0.72,2,109,1,1,1,1,0,1,0
0.72,2,3785,4,1,4,4,0,4,0
0.72,2,81,1,1,1,1,0,1,0
0.72,2,3994,1,1,1,1,0,1,0
0.72,2,675,1,1,2,1,1,2,1
0.72,2,2732,1,1,1,1,0,1,0
0.72,2,1179,1,1,1,1,0,1,0
0.72,2,2546,1,1,1,1,0,1,0
0.72,2,2930,1,1,1,1,0,1,0
0.72,2,1625,1,1,1,1,0,1,0
0.72,2,1042,1,1,1,1,0,1,0
0.72,2,2469,1,1,1,1,0,1,0
0.72,2,314,1,1,1,1,0,1,0
0.72,2,325,1,1,1,1,0,1,0
0.72,2,3099,4,1,4,4,0,4,0
0.72,2,1574,3,1,3,3,0,3,0
0.72,2,1012,1,1,1,1,0,1,0
0.72,2,3019,1,1,1,1,0,1,0
0.72,2,2497,1,1,1,1,0,1,0
0.72,2,3564,1,1,1,1,0,1,0
0.72,2,2106,1,1,1,1,0,1,0
0.72,2,1865,1,1,1,1,0,1,0
0.72,2,3995,1,1,1,1,0,1,0
0.72,2,1094,1,1,1,1,0,1,0
