seed,epsilon,route,reference_person_count,deterministic_count,sensitivity,standard_laplace,noise,release,error,squared_error,absolute_relative_error
42006,1.0,stable-local,1002,1154,1.0,0.5658609444265746,0.5658609444265746,1154.5658609444265,152.5658609444265,23276.341925714085,0.15226133826789073
42006,1.0,naive-2c,1002,1002,2.0,0.5658609444265746,1.1317218888531493,1003.1317218888531,1.1317218888531215,1.2807944337092771,0.001129462962927267
42006,1.0,unitscope,1002,1002,1.0,0.5658609444265746,0.5658609444265746,1002.5658609444266,0.5658609444266176,0.3201986084273836,0.0005647314814636903
42006,4.0,stable-local,1002,1154,1.0,0.5658609444265746,0.14146523610664366,1154.1414652361066,152.14146523610657,23147.025444189425,0.15183778965679298
42006,4.0,naive-2c,1002,1002,2.0,0.5658609444265746,0.2829304722132873,1002.2829304722133,0.28293047221325196,0.08004965210681374,0.0002823657407317884
42006,4.0,unitscope,1002,1002,1.0,0.5658609444265746,0.14146523610664366,1002.1414652361067,0.14146523610668282,0.02001241302671952,0.00014118287036595092
42006,16.0,stable-local,1002,1154,1.0,0.5658609444265746,0.035366309026660915,1154.0353663090266,152.03536630902659,23114.752608719897,0.15173190250401855
42006,16.0,naive-2c,1002,1002,2.0,0.5658609444265746,0.07073261805332183,1002.0707326180533,0.07073261805328457,0.005003103256671838,7.059143518291873e-05
42006,16.0,unitscope,1002,1002,1.0,0.5658609444265746,0.035366309026660915,1002.0353663090267,0.03536630902669913,0.0012507758141719802,3.5295717591516095e-05
42007,1.0,stable-local,1002,1154,1.0,-1.5147638247483377,-1.5147638247483377,1152.4852361752517,150.48523617525166,22645.80630672127,0.15018486644236692
42007,1.0,naive-2c,1002,1002,2.0,-1.5147638247483377,-3.0295276494966754,998.9704723505033,-3.0295276494966856,9.178037779064914,0.0030234806881204446
42007,1.0,unitscope,1002,1002,1.0,-1.5147638247483377,-1.5147638247483377,1000.4852361752517,-1.5147638247483428,2.2945094447662284,0.0015117403440602223
42007,4.0,stable-local,1002,1154,1.0,-1.5147638247483377,-0.3786909561870844,1153.621309043813,151.62130904381297,22989.021356159443,0.15131867170041216
42007,4.0,naive-2c,1002,1002,2.0,-1.5147638247483377,-0.7573819123741689,1001.2426180876258,-0.7573819123741714,0.5736273611915571,0.0007558701720301111
42007,4.0,unitscope,1002,1002,1.0,-1.5147638247483377,-0.3786909561870844,1001.621309043813,-0.37869095618702886,0.1434068402978462,0.00037793508601499887
42007,16.0,stable-local,1002,1154,1.0,-1.5147638247483377,-0.0946727390467711,1153.9053272609533,151.9053272609533,23075.22845025732,0.15160212301492346
42007,16.0,naive-2c,1002,1002,2.0,-1.5147638247483377,-0.1893454780935422,1001.8106545219065,-0.18934547809351443,0.03585171007446155,0.00018896754300749943
42007,16.0,unitscope,1002,1002,1.0,-1.5147638247483377,-0.0946727390467711,1001.9053272609532,-0.09467273904681406,0.008962927518626151,9.448377150380645e-05
42008,1.0,stable-local,1002,1154,1.0,2.7615729511416194,2.7615729511416194,1156.7615729511417,154.76157295114172,23951.14446231156,0.1544526676159099
42008,1.0,naive-2c,1002,1002,2.0,2.7615729511416194,5.523145902283239,1007.5231459022832,5.523145902283204,30.50514065790775,0.005512121658965274
42008,1.0,unitscope,1002,1002,1.0,2.7615729511416194,2.7615729511416194,1004.7615729511416,2.761572951141602,7.626285164476937,0.002756060829482637
42008,4.0,stable-local,1002,1154,1.0,2.7615729511416194,0.6903932377854048,1154.6903932377854,152.69039323778543,23314.35618710955,0.15238562199379782
42008,4.0,naive-2c,1002,1002,2.0,2.7615729511416194,1.3807864755708097,1003.3807864755709,1.3807864755708579,1.9065712911193913,0.001378030414741375
42008,4.0,unitscope,1002,1002,1.0,2.7615729511416194,0.6903932377854048,1002.6903932377854,0.6903932377854289,0.4766428227798478,0.0006890152073706875
42008,16.0,stable-local,1002,1154,1.0,2.7615729511416194,0.1725983094463512,1154.1725983094464,152.17259830944636,23156.499676248117,0.15186886058826982
42008,16.0,naive-2c,1002,1002,2.0,2.7615729511416194,0.3451966188927024,1002.3451966188927,0.34519661889271447,0.11916070569496195,0.00034450760368534377
42008,16.0,unitscope,1002,1002,1.0,2.7615729511416194,0.1725983094463512,1002.1725983094464,0.17259830944635723,0.02979017642374049,0.00017225380184267188
42009,1.0,stable-local,1002,1154,1.0,0.2341480113390977,0.2341480113390977,1154.2341480113391,152.23414801133913,23175.23582073831,0.1519302874364662
42009,1.0,naive-2c,1002,1002,2.0,0.2341480113390977,0.4682960226781954,1002.4682960226781,0.4682960226781461,0.2193011648561707,0.0004673613000779901
42009,1.0,unitscope,1002,1002,1.0,0.2341480113390977,0.2341480113390977,1002.2341480113391,0.23414801133912988,0.054825291214069295,0.00023368065003905177
42009,4.0,stable-local,1002,1154,1.0,0.2341480113390977,0.05853700283477443,1154.0585370028348,152.05853700283478,23121.798675442475,0.15175502694893692
42009,4.0,naive-2c,1002,1002,2.0,0.2341480113390977,0.11707400566954886,1002.1170740056696,0.11707400566956494,0.013706322803517324,0.00011684032501952589
42009,4.0,unitscope,1002,1002,1.0,0.2341480113390977,0.05853700283477443,1002.0585370028348,0.05853700283478247,0.003426580700879331,5.842016250976294e-05
42009,16.0,stable-local,1002,1154,1.0,0.2341480113390977,0.014634250708693607,1154.0146342507087,152.0146342507087,23108.449026376737,0.15171121182705458
42009,16.0,naive-2c,1002,1002,2.0,0.2341480113390977,0.029268501417387214,1002.0292685014174,0.029268501417391235,0.0008566451752198327,2.921008125488147e-05
42009,16.0,unitscope,1002,1002,1.0,0.2341480113390977,0.014634250708693607,1002.0146342507087,0.014634250708695618,0.00021416129380495818,1.4605040627440736e-05
42010,1.0,stable-local,1002,1154,1.0,-0.015233343656834578,-0.015233343656834578,1153.9847666563433,151.98476665634325,23099.369295583107,0.15168140384864595
42010,1.0,naive-2c,1002,1002,2.0,-0.015233343656834578,-0.030466687313669156,1001.9695333126863,-0.030466687313719376,0.0009282190358719492,3.040587556259419e-05
42010,1.0,unitscope,1002,1002,1.0,-0.015233343656834578,-0.015233343656834578,1001.9847666563431,-0.015233343656859688,0.0002320547589679873,1.5202937781297095e-05
42010,4.0,stable-local,1002,1154,1.0,-0.015233343656834578,-0.0038083359142086445,1153.9961916640857,151.9961916640857,23102.842280385474,0.15169280605198174
42010,4.0,naive-2c,1002,1002,2.0,-0.015233343656834578,-0.007616671828417289,1001.9923833281716,-0.007616671828373001,5.801368974113091e-05,7.601468890591817e-06
42010,4.0,unitscope,1002,1002,1.0,-0.015233343656834578,-0.0038083359142086445,1001.9961916640858,-0.0038083359141865003,1.4503422435282728e-05,3.8007344452959086e-06
42010,16.0,stable-local,1002,1154,1.0,-0.015233343656834578,-0.0009520839785521611,1153.9990479160215,151.99904791602148,23103.710567376995,0.15169565660281584
42010,16.0,naive-2c,1002,1002,2.0,-0.015233343656834578,-0.0019041679571043222,1001.9980958320428,-0.0019041679571500936,3.6258556090371607e-06,1.9003672227046841e-06
42010,16.0,unitscope,1002,1002,1.0,-0.015233343656834578,-0.0009520839785521611,1001.9990479160215,-0.0009520839785182034,9.064639021510507e-07,9.501836112956121e-07
