B,C,H,aggregate_snr,certificate_type,certified_sensitivity,clip_fraction,comparison_tier,complete_units,config_hash,contributing_record_gradient_evaluations,dataset,delta,diagnostic_gradient_seconds,diagnostic_record_gradient_evaluations,dropped_units,effective_record_utilization,epsilon,evidence_seed,evidence_view,gradient_distortion_l2,group_gradient_evaluations,handle_users_fully_covered_fraction,handle_users_with_residual_fraction,implementation_provenance,lambda,local_atom_units,local_mixed_units,manifest_hash,mean_residual_records_per_handle_user,method,metric_name,metric_value,noise_multiplier,noise_seed,noise_sensitivity,noisy_releases,non_dummy_record_gradient_evaluations,oracle_audit_seconds,overlap_probability,partial_clip_fraction,partial_gradient_distortion_l2,partial_handle_record_fraction,partial_handle_units,patient_or_user_auprc,plan_config_hash,privacy_semantics,public_normalizer,q_record_given_handle,q_record_given_handle_pooled,q_record_given_handle_requested,q_record_total,q_user,q_user_requested,realized_overlap_fraction,record_gradient_evaluations,residual_clip_fraction,residual_gradient_distortion_l2,residual_record_fraction,run_id,sample_accuracy,scenario,schedule_seed,seed,split_seed,structural_sensitivity_bound,topology_seed,user_macro_accuracy,validation_pass,wall_time_seconds,frontier_source
6,1.0,1,0.002548605429508858,plan-c,1.0,0.9999999952316284,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.9531199914216996,20660,0.0,1.0,this-work,0.0,1657,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,stable-local-fallback,user_macro_accuracy,0.17451704545454547,9.214933748786253,71005,1.0,50,25600,0.06475920004595537,0.5,0.0,0.0,0.0,0,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999952316284,0.9531199914216996,1.0,836315998ebb7ba2a9a8d23cd767e238fc66cc9c109f81e6694ebf19a107bb1f,0.1747922871923499,controlled-middle,31008,4,31001,1.0,31002,0.17451704545454547,True,16.839728099948843,lambda=0 endpoint
6,1.0,1,0.004831477436373265,plan-c,1.0,0.9999999868869781,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,6467,femnist,1e-05,11.210310400041635,25600,1655,0.2526171875,4.0,31003,controlled,0.7021256937086582,5430,0.0,1.0,this-work,1.0,0,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.13140625,9.214933748786253,111005,1.0,50,6467,0.06764650004333816,0.5,0.9999999868869781,0.19883274864405392,0.2526171875,325,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.0,0.5525777922570705,0.0,83e39356b95ecad11832eff5748cf3cbc31c6781860892c7b3d2070e2b8d6171,0.13183884621414016,controlled-middle,31012,8,31001,1.0,31002,0.13140625,True,23.376288599916734,lambda=1 endpoint
6,1.0,1,0.002622021773108548,plan-c,1.0,0.9999999952316284,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.8254044224321843,20651,0.0,1.0,this-work,0.0,1657,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,stable-local-fallback,user_macro_accuracy,0.1840056818181818,9.214933748786253,31005,1.0,50,25600,0.06128980006906204,0.5,0.0,0.0,0.0,0,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999952316284,0.8254044224321843,1.0,8b0d4e682901a4b653b100fb3fb4b2960348357ea130b9e6795fe2a3f771f5a8,0.1834143282646183,controlled-middle,31004,0,31001,1.0,31002,0.1840056818181818,True,16.697936199925607,lambda=0 endpoint
6,1.0,1,0.001948496621559621,plan-c,1.0,0.9999999845027924,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.5398656801879406,21273,0.0,1.0,this-work,0.14285714285714285,1655,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,unitscope-equal,user_macro_accuracy,0.1154403409090909,9.214933748786253,81005,1.0,50,25600,0.07334949995856732,0.5,0.9999999773502349,0.1698229629546404,0.254921875,325,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999940395355,0.41114694833755494,0.745078125,9359f2d5b94ce5ac304e32a6220f4ee7b34488e7e8f6ee8299be4fb741e5aa18,0.115221821602132,controlled-middle,31009,5,31001,1.0,31002,0.1154403409090909,True,23.64150150003843,equal-allocation ablation
6,1.0,1,0.00478251892583803,plan-c,1.0,0.9999999845027924,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,6452,femnist,1e-05,11.622942500005593,25600,1655,0.25203125,4.0,31003,controlled,0.7306448715925217,5399,0.0,1.0,this-work,1.0,0,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.1984090909090909,9.214933748786253,51005,1.0,50,6452,0.06895649997750297,0.5,0.9999999845027924,0.21741132512688638,0.25203125,325,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.0,0.5670008820295334,0.0,b560ddf72ea604d4991e644f269ee5734f6bdf36b7b840c276d5cf6ca14d7927,0.19846370904530491,controlled-middle,31006,2,31001,1.0,31002,0.1984090909090909,True,23.793750400014687,lambda=1 endpoint
6,1.0,1,0.002276077459864881,plan-c,1.0,0.9999999856948852,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,1.1138961543142796,21337,0.0,1.0,this-work,0.14285714285714285,1655,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,unitscope-equal,user_macro_accuracy,0.11514204545454546,9.214933748786253,61005,1.0,50,25600,0.06729140003153589,0.5,0.9999999856948852,0.32951286502182486,0.250546875,325,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999916553497,0.8348985689878464,0.749453125,bcfbc92efb514774615e4b84f8cb43616e74e84bd02a2171db979ab937aebe5e,0.115221821602132,controlled-middle,31007,3,31001,1.0,31002,0.11514204545454546,True,24.332945599977393,equal-allocation ablation
6,1.0,1,0.0026176381449460355,plan-c,1.0,0.9999999940395355,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.9371902233362198,20574,0.0,1.0,this-work,0.0,1657,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,stable-local-fallback,user_macro_accuracy,0.1613494318181818,9.214933748786253,41005,1.0,50,25600,0.06822249996184837,0.5,0.0,0.0,0.0,0,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999940395355,0.9371902233362198,1.0,c594770fa62bf018f0cd921dd3349bfdc1ec886a3f6a0c69f02738b39519a5ef,0.16068349271045618,controlled-middle,31005,1,31001,1.0,31002,0.1613494318181818,True,16.631178900046507,lambda=0 endpoint
6,1.0,1,0.002816345114123341,plan-c,1.0,0.9999999964237213,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,1.104190527498722,20629,0.0,1.0,this-work,0.0,1657,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,stable-local-fallback,user_macro_accuracy,0.069375,9.214933748786253,91005,1.0,50,25600,0.0627316000754945,0.5,0.0,0.0,0.0,0,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999964237213,1.104190527498722,1.0,db54cdb5c89470fb75e19a59a6f0fe7b4ab684f274932712843b06e2e04deada,0.06960338611067565,controlled-middle,31010,6,31001,1.0,31002,0.069375,True,15.54656949992932,lambda=0 endpoint
6,1.0,1,0.0022185718615646876,plan-c,1.0,0.9999999916553497,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.528625684529543,20540,0.0,1.0,this-work,0.0,1657,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,stable-local-fallback,user_macro_accuracy,0.1154403409090909,9.214933748786253,81005,1.0,50,25600,0.0664540999714518,0.5,0.0,0.0,0.0,0,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.9999999916553497,0.528625684529543,1.0,e460675285c101a08f9e2e5495759260e007837ddb67dd100565bfa84690a6fe,0.115221821602132,controlled-middle,31009,5,31001,1.0,31002,0.1154403409090909,True,16.42275450003217,lambda=0 endpoint
6,1.0,1,0.004750209180581386,plan-c,1.0,0.9999999856948852,primary,0,321be27adaa6b18de46f154b7b19f483da8cd90548babd6e4abfb57532665fdf,6490,femnist,1e-05,11.496270600007847,25600,1655,0.253515625,4.0,31003,controlled,0.7020629838109016,5424,0.0,1.0,this-work,1.0,0,0,807205a46345f70a8bce8ce6770ffa3d758f69cd83498477bad0f4cd949a3523,15.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.22511363636363638,9.214933748786253,31005,1.0,50,6490,0.06973099999595433,0.5,0.9999999856948852,0.19529069356620313,0.253515625,325,,1ff157e6e19bb70a469f3512054134ecba838394572619b67f17c7b6da38f8a7,user-certified,512.0,0.5000992555831265,0.5000961723408348,0.5,0.25002404077315127,0.5,0.5,0.5,25600,0.0,0.5514387610554695,0.0,ef769994663549362283443df3c29884a157ca2d3f8884a7bdfa7a719c5583fd,0.22495688979463865,controlled-middle,31004,0,31001,1.0,31002,0.22511363636363638,True,24.526900800003204,lambda=1 endpoint
6,1.0,1,0.09114740213782195,plan-c,1.0,0.6037904226779938,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.7592034827917814,23150,0.4861428105640691,0.5138571894359308,this-work,0.14285714285714285,5042,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,unitscope-equal,patient_or_user_auprc,0.18418831083877324,9.214933748786253,121005,1.0,50,25600,0.07155609996698331,,0.591208948791027,0.3021525353565812,0.4110546875,3067,0.18418831083877324,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.6124716365337372,0.4587082494050264,0.5889453125,01f3924807e2f1ad66ef2ae8406256992479ff9a9ab361bf77c2634f3d388e23,0.747184231697506,policy-grounded,31013,9,31001,1.0,31002,0.7797305213825425,True,14.640833800032851,equal-allocation ablation
6,1.0,1,0.08796770651922685,plan-c,1.0,0.2736949521303177,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,10523,synthea,1e-05,5.281383000066853,25600,5042,0.4110546875,4.0,31003,health-card,0.511683941707015,9396,0.4861428105640691,0.5138571894359308,this-work,1.0,0,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,handle-only-drop-residual,patient_or_user_auprc,0.21483532920470216,9.214933748786253,121005,1.0,50,10523,0.07370289998652879,,0.2736949521303177,0.20035833835601807,0.4110546875,3067,0.21483532920470216,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.0,0.31435818418860434,0.0,04f20f47e580901385d529c90bcbfc0bc8275899709f14fd31fd634c9497641f,0.747184231697506,policy-grounded,31013,9,31001,1.0,31002,0.7797305213825425,True,14.620713499956764,lambda=1 endpoint
6,1.0,1,0.09672218228575302,plan-c,1.0,0.5836229854822159,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.6869459435343742,22867,0.4861428105640691,0.5138571894359308,this-work,0.0,7837,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,stable-local-fallback,patient_or_user_auprc,0.22714588301237526,9.214933748786253,61005,1.0,50,25600,0.07440529992163647,,0.0,0.0,0.0,0,0.22714588301237526,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.5836229854822159,0.6869459435343742,1.0,0d3f3e0802d4cb124be3aec578b10a25c0dd8a9b8589d6b656b37d0cdbbea8e9,0.747184231697506,policy-grounded,31007,3,31001,1.0,31002,0.7797305213825425,True,15.304373400067561,lambda=0 endpoint
6,1.0,1,0.08818542303512461,plan-c,1.0,0.2735280206799507,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,10546,synthea,1e-05,5.213269599931664,25600,5042,0.411953125,4.0,31003,health-card,0.43156329303979873,9431,0.4861428105640691,0.5138571894359308,this-work,1.0,0,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,handle-only-drop-residual,patient_or_user_auprc,0.24818115277760716,9.214933748786253,111005,1.0,50,10546,0.07363509999413509,,0.2735280206799507,0.17262282613664864,0.411953125,3067,0.24818115277760716,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.0,0.2650814909487963,0.0,0d412345106afd0fb9c6cbfaeb006c830dd1fdd05caff7f6a5a50ac496d05f4e,0.747184231697506,policy-grounded,31012,8,31001,1.0,31002,0.7797305213825425,True,14.531815400070627,lambda=1 endpoint
6,1.0,1,0.10080809457081812,plan-c,1.0,0.583494873046875,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.6314016782492399,22856,0.4861428105640691,0.5138571894359308,this-work,0.0,7837,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,stable-local-fallback,patient_or_user_auprc,0.19505661113425993,9.214933748786253,101005,1.0,50,25600,0.06882230000337586,,0.0,0.0,0.0,0,0.19505661113425993,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.583494873046875,0.6314016782492399,1.0,1a825351813f06f84738515eb50102c9ce37d7ceae844dabb2bc887ba9a64db8,0.747184231697506,policy-grounded,31011,7,31001,1.0,31002,0.7797305213825425,True,15.542347099995823,lambda=0 endpoint
6,1.0,1,0.11478495628289809,plan-c,1.0,0.7024462509155274,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.6192429559677839,23136,0.4861428105640691,0.5138571894359308,this-work,0.14285714285714285,5042,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,unitscope-equal,patient_or_user_auprc,0.22238878642387597,9.214933748786253,41005,1.0,50,25600,0.20122390001779422,,0.6962703880667687,0.25573159620165825,0.411484375,3067,0.22238878642387597,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.7066916477680206,0.36548716336488724,0.588515625,24400b774369f86e1e8073a0e2b7cb201fc320f4953387c6d3478812c78c3793,0.747184231697506,policy-grounded,31005,1,31001,1.0,31002,0.7797305213825425,True,15.942624399976921,equal-allocation ablation
6,1.0,1,0.09185436416267095,plan-c,1.0,0.5350065645575524,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.7842510561645031,22820,0.4861428105640691,0.5138571894359308,this-work,0.0,7837,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,stable-local-fallback,patient_or_user_auprc,0.18408318390303308,9.214933748786253,121005,1.0,50,25600,0.06749689998105168,,0.0,0.0,0.0,0,0.18408318390303308,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.5350065645575524,0.7842510561645031,1.0,440df2e6a92471754d5d8c7aef1bd4142c79584839819968e7b64af9b542ae24,0.747184231697506,policy-grounded,31013,9,31001,1.0,31002,0.7797305213825425,True,14.778620300028706,lambda=0 endpoint
6,1.0,1,0.0893859969469482,plan-c,1.0,0.6204715862870216,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.7599488138407469,23195,0.4861428105640691,0.5138571894359308,this-work,0.14285714285714285,5042,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,unitscope-equal,patient_or_user_auprc,0.20415717698797894,9.214933748786253,31005,1.0,50,25600,0.08113360004790593,,0.6143778258562088,0.3138418935239315,0.40890625,3067,0.20415717698797894,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.6246963185071945,0.4485865881294012,0.59109375,4a538d6e218adc447ce421027837e64e1a28f7a93d831e9d662a333555d3c384,0.747184231697506,policy-grounded,31004,0,31001,1.0,31002,0.7797305213825425,True,15.34263269994699,equal-allocation ablation
6,1.0,1,0.08182677721846175,plan-c,1.0,0.2703926074504852,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,10468,synthea,1e-05,5.392270800075494,25600,5042,0.40890625,4.0,31003,health-card,0.5230295057594776,9352,0.4861428105640691,0.5138571894359308,this-work,1.0,0,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,handle-only-drop-residual,patient_or_user_auprc,0.26307697553534815,9.214933748786253,31005,1.0,50,10468,0.0804646000469802,,0.2703926074504852,0.21242792705073954,0.40890625,3067,0.26307697553534815,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.0,0.31419778771698476,0.0,4da73181cbf41ee883902e45299af9274fa90809105dca9bc79bde08600dbfd0,0.747184231697506,policy-grounded,31004,0,31001,1.0,31002,0.7797305213825425,True,15.049583699874347,lambda=1 endpoint
6,1.0,1,0.08661070483441287,plan-c,1.0,0.2703886657953262,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,10669,synthea,1e-05,5.825510799943004,25600,5042,0.4167578125,4.0,31003,health-card,0.4289875318109989,9526,0.4861428105640691,0.5138571894359308,this-work,1.0,0,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,handle-only-drop-residual,patient_or_user_auprc,0.2803548288996669,9.214933748786253,61005,1.0,50,10669,0.07224750002205838,,0.2703886657953262,0.1831647813692689,0.4167578125,3067,0.2803548288996669,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.0,0.2523384852334857,0.0,50b7f10561b0262e9e351e3bf82c7e8dc886a1ff6ed45afcadab6315d2839f5c,0.747184231697506,policy-grounded,31007,3,31001,1.0,31002,0.7797305213825425,True,15.372212400034186,lambda=1 endpoint
6,1.0,1,0.09117699623064661,plan-c,1.0,0.5554927784204483,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.7925397132337093,22912,0.4861428105640691,0.5138571894359308,this-work,0.0,7837,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,stable-local-fallback,patient_or_user_auprc,0.20884864708754955,9.214933748786253,31005,1.0,50,25600,0.07502989997738041,,0.0,0.0,0.0,0,0.20884864708754955,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.5554927784204483,0.7925397132337093,1.0,50bf321b0fcebb7f8c2552717b7aaa77394e8b98553066694706bfdf7a767f62,0.747184231697506,policy-grounded,31004,0,31001,1.0,31002,0.7797305213825425,True,16.92803350002214,lambda=0 endpoint
6,1.0,1,0.08761893106526995,plan-c,1.0,0.6068137508630752,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.7583267483115196,23166,0.4861428105640691,0.5138571894359308,this-work,0.14285714285714285,5042,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,unitscope-equal,patient_or_user_auprc,0.19492230386785797,9.214933748786253,91005,1.0,50,25600,0.17702709998411592,,0.604042593240738,0.3083310867846012,0.4101953125,3067,0.19492230386785797,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.6088261395692826,0.45225614614784715,0.5898046875,566c9fb941b36383c91ab1f756bc5027bd44f2160565bb932c0df4bab63c6ab3,0.747184231697506,policy-grounded,31010,6,31001,1.0,31002,0.7797305213825425,True,14.647600800017244,equal-allocation ablation
6,1.0,1,0.11059357050943162,plan-c,1.0,0.7060933607816696,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.5278072860836983,23174,0.4861428105640691,0.5138571894359308,this-work,0.14285714285714285,5042,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,unitscope-equal,patient_or_user_auprc,0.17658504151608287,9.214933748786253,51005,1.0,50,25600,0.07860980002442375,,0.7010039871931076,0.21509140703827143,0.4128515625,3067,0.17658504151608287,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.7099942645430565,0.31459410332143306,0.5871484375,59b4b481abd917b59fe8f857cfd9a93366f64b13c33f9c5b4b9f1445e10d8967,0.747184231697506,policy-grounded,31006,2,31001,1.0,31002,0.7797305213825425,True,15.935821199978818,equal-allocation ablation
6,1.0,1,0.096706310855363,plan-c,1.0,0.6142126274108887,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,25600,synthea,1e-05,0.0,0,0,1.0,4.0,31003,health-card,0.65709851115942,22885,0.4861428105640691,0.5138571894359308,this-work,0.0,7837,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,stable-local-fallback,patient_or_user_auprc,0.1968625240420397,9.214933748786253,111005,1.0,50,25600,0.06773819998488761,,0.0,0.0,0.0,0,0.1968625240420397,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.6142126274108887,0.65709851115942,1.0,695e4e2045ca4a8acc65e36e51d94e16f59b364f5af18fca78bff7a772c2321d,0.747184231697506,policy-grounded,31012,8,31001,1.0,31002,0.7797305213825425,True,14.649276200012537,lambda=0 endpoint
6,1.0,1,0.07854215307083322,plan-c,1.0,0.2677551022171974,primary,0,0e8db00258e39f392b348d4495a7b373f2ef9e93d66e9aca8cd18012aaa35481,10563,synthea,1e-05,5.154741800040938,25600,5042,0.4126171875,4.0,31003,health-card,0.4393336928635836,9470,0.4861428105640691,0.5138571894359308,this-work,1.0,0,0,0486d77617f184f7f0ca3bd4928e9c1d383df4ff0bf92884d178b5e38ce2c044,1.3707205738506685,handle-only-drop-residual,patient_or_user_auprc,0.27283625082826324,9.214933748786253,81005,1.0,50,10563,0.07333170001220424,,0.2677551022171974,0.1761640467867255,0.4126171875,3067,0.27283625082826324,0f0f9660174c872d0a0b4b2d3c0cb40ef8a7971d52e1720d84a9242f522a2266,user-certified,512.0,0.7464496079429256,0.6184771757872766,,0.4143864769548826,0.5528118240807498,,0.37022350396539294,25600,0.0,0.2683471166342497,0.0,775ec39878aa544789f6234085776cbea3eb1f0c03a9235cdd3c50e5e8a4f344,0.747184231697506,policy-grounded,31009,5,31001,1.0,31002,0.7797305213825425,True,14.359344899945427,lambda=1 endpoint
