B,C,H,aggregate_snr,certificate_type,certified_sensitivity,clip_fraction,comparison_tier,complete_units,config_hash,contributing_record_gradient_evaluations,dataset,delta,diagnostic_gradient_seconds,diagnostic_record_gradient_evaluations,dropped_units,effective_record_utilization,epsilon,evidence_seed,evidence_view,gradient_distortion_l2,group_gradient_evaluations,handle_users_fully_covered_fraction,handle_users_with_residual_fraction,implementation_provenance,lambda,local_atom_units,local_mixed_units,manifest_hash,mean_residual_records_per_handle_user,method,metric_name,metric_value,noise_multiplier,noise_seed,noise_sensitivity,noisy_releases,non_dummy_record_gradient_evaluations,oracle_audit_seconds,overlap_probability,partial_clip_fraction,partial_gradient_distortion_l2,partial_handle_record_fraction,partial_handle_units,patient_or_user_auprc,plan_config_hash,privacy_semantics,public_normalizer,q_record_given_handle,q_record_given_handle_pooled,q_record_given_handle_requested,q_record_total,q_user,q_user_requested,realized_overlap_fraction,record_gradient_evaluations,residual_clip_fraction,residual_gradient_distortion_l2,residual_record_fraction,run_id,sample_accuracy,scenario,schedule_seed,seed,split_seed,structural_sensitivity_bound,topology_seed,user_macro_accuracy,validation_pass,wall_time_seconds,replicate
6,1.0,1,0.004698346368957848,plan-c,1.0,0.9999999797344208,primary,0,fdabbf02ba53d26ae82af264523418cecad0114b6cf92fb0952c4473155d2077,6447,femnist,1e-05,10.970259900117526,25600,1607,0.2518359375,4.0,71006,controlled,0.5237206429243088,5395,0.0,1.0,this-work,1.0,0,0,c4f7fb6b8945781448ecfcea03fde91fe23419e8e7342f04ba7523036c57ea76,16.0,handle-only-drop-residual,user_macro_accuracy,0.17180803571428568,9.214933748786253,1141001,1.0,50,6447,0.0644958000339102,0.5,0.9999999797344208,0.14693277163431048,0.2518359375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.0,0.4163294862210751,0.0,0c90f5b48c19e22dd0040c80c600757a6f95eedf753dbe85c5b344b2d3d7f8af,0.17188968975242871,controlled-middle,81106,105,51006,1.0,61006,0.17180803571428568,True,15.783591499843169,5
6,1.0,1,0.005119493064427868,plan-delta,2.0,0.9996192240715027,primary,0,fdabbf02ba53d26ae82af264523418cecad0114b6cf92fb0952c4473155d2077,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71006,controlled,5.373957549482584,21305,0.0,1.0,this-work,,1607,0,c4f7fb6b8945781448ecfcea03fde91fe23419e8e7342f04ba7523036c57ea76,16.0,naive-recalibrated-2c,user_macro_accuracy,0.1791517857142857,9.214933748786253,1141001,2.0,50,25600,0.06657560003804974,0.5,0.9987163138389588,1.423199583310634,0.2518359375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.999935884475708,4.038691068887711,0.7481640625,522b44257f96a7fce91dffc8d1d9f34dec843d3f5c2e983cc7c175365daea01f,0.17925415230335318,controlled-middle,81106,105,51006,2.0,61006,0.1791517857142857,True,16.094021699973382,5
6,1.0,1,0.004340842831924702,plan-c,1.0,0.9999999833106995,diagnostic,0,fdabbf02ba53d26ae82af264523418cecad0114b6cf92fb0952c4473155d2077,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71006,controlled,0.5237568770349026,21305,0.0,1.0,this-work,0.9,1607,0,c4f7fb6b8945781448ecfcea03fde91fe23419e8e7342f04ba7523036c57ea76,16.0,unitscope-lambda-sweep,user_macro_accuracy,0.16560267857142857,9.214933748786253,1141001,1.0,50,25600,0.06521470000734553,0.5,0.9999999797344208,0.1494616463407874,0.2518359375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.9999999868869781,0.4140792167186737,0.7481640625,c134a983b5d32f2b3c22041bfd4f45c9fcccf131d0b1a1558fc7e746f9e6f0ca,0.1654653713569414,controlled-middle,81106,105,51006,1.0,61006,0.16560267857142857,True,15.930863499990664,5
6,1.0,1,0.0024070583162606536,plan-c,1.0,0.9999999952316284,primary,0,fdabbf02ba53d26ae82af264523418cecad0114b6cf92fb0952c4473155d2077,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71006,controlled,0.5642533122003078,20526,0.0,1.0,this-work,0.0,1612,0,c4f7fb6b8945781448ecfcea03fde91fe23419e8e7342f04ba7523036c57ea76,16.0,stable-local-fallback,user_macro_accuracy,0.12825892857142857,9.214933748786253,1141001,1.0,50,25600,0.06048670000745915,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.9999999952316284,0.5642533122003078,1.0,ec0e153348e6729958c883e7615f15a53333b78452c44d3d91c014cdde681ae5,0.1280162958320276,controlled-middle,81106,105,51006,1.0,61006,0.12825892857142857,True,15.844409499986796,5
6,1.0,1,0.004944355462160459,plan-c,1.0,0.9999999904632568,primary,0,b1b1309a33b1e34d0b618a5ca7f6d5da0c564696d660c2a71f16b95a403a7027,6359,femnist,1e-05,10.886255199991865,25600,1601,0.2483984375,4.0,71007,controlled,0.7582202799618244,5327,0.0,1.0,this-work,1.0,0,0,4877aad21fbf48f8f803732459aa7538e01a3bc1a4af70c1d08c54946ba291a3,16.0,handle-only-drop-residual,user_macro_accuracy,0.2424330357142857,9.214933748786253,1151001,1.0,50,6359,0.16264480003155768,0.5,0.9999999904632568,0.20996159370988607,0.2483984375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.0,0.5974790415167809,0.0,05e2e38a6ef9909d38552d66f41bacf75a7b13d9a3410fc5fa0463f932092c50,0.24298039215686273,controlled-middle,81107,106,51007,1.0,61007,0.2424330357142857,True,15.674814099969808,6
6,1.0,1,0.005734833797004881,plan-delta,2.0,0.9996238744258881,primary,0,b1b1309a33b1e34d0b618a5ca7f6d5da0c564696d660c2a71f16b95a403a7027,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71007,controlled,6.937300199121236,21277,0.0,1.0,this-work,,1601,0,4877aad21fbf48f8f803732459aa7538e01a3bc1a4af70c1d08c54946ba291a3,16.0,naive-recalibrated-2c,user_macro_accuracy,0.20062232142857142,9.214933748786253,1151001,2.0,50,25600,0.06643059983616695,0.5,0.9992560231685639,1.7654406924173236,0.2483984375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.9997492372989655,5.2590044683218,0.7516015625,3a028efe1b47c894b6c7282b2f40ea9d188cf3a5cfc1dbd09f05efb3f88e4ae9,0.20047058823529412,controlled-middle,81107,106,51007,2.0,61007,0.20062232142857142,True,15.91991730016889,6
6,1.0,1,0.0025573103125290015,plan-c,1.0,0.9999999976158143,primary,0,b1b1309a33b1e34d0b618a5ca7f6d5da0c564696d660c2a71f16b95a403a7027,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71007,controlled,0.7723749078810215,20468,0.0,1.0,this-work,0.0,1607,0,4877aad21fbf48f8f803732459aa7538e01a3bc1a4af70c1d08c54946ba291a3,16.0,stable-local-fallback,user_macro_accuracy,0.19903928571428572,9.214933748786253,1151001,1.0,50,25600,0.060420399968279526,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.9999999976158143,0.7723749078810215,1.0,cf2ce295130cfa881da79b264a2034bd0154729f2963453e971d8c10b7af2143,0.19937254901960785,controlled-middle,81107,106,51007,1.0,61007,0.19903928571428572,True,15.860575400030939,6
6,1.0,1,0.0045782041197626275,plan-c,1.0,0.9999999809265137,diagnostic,0,b1b1309a33b1e34d0b618a5ca7f6d5da0c564696d660c2a71f16b95a403a7027,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71007,controlled,0.7596053463220597,21277,0.0,1.0,this-work,0.9,1601,0,4877aad21fbf48f8f803732459aa7538e01a3bc1a4af70c1d08c54946ba291a3,16.0,unitscope-lambda-sweep,user_macro_accuracy,0.2375892857142857,9.214933748786253,1151001,1.0,50,25600,0.0665426999621559,0.5,0.9999999904632568,0.21236904956400393,0.2483984375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.9999999880790711,0.5969540509581566,0.7516015625,e586fb6252f7548ffc8c730928d9016f4a7103df7b7aeeca951d821e273926d9,0.23811764705882352,controlled-middle,81107,106,51007,1.0,61007,0.2375892857142857,True,15.837220200017327,6
6,1.0,1,0.00236699722159752,plan-c,1.0,0.9999999952316284,primary,0,47bc3a072f4f6debcc9399a2d5f308966d5bc60ad94c25c6e0db86cba685c7ff,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71008,controlled,0.7403012919425964,20520,0.0,1.0,this-work,0.0,1629,0,c7a3dcf7f246db13a3bedaf19e1d21ba6f4713a25c46dcd8355ace10c82c69df,16.0,stable-local-fallback,user_macro_accuracy,0.14399375,9.214933748786253,1161001,1.0,50,25600,0.062022100057220086,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.9999999952316284,0.7403012919425964,1.0,a9954cb576b77b5a9a1ae97f09c53767bac1bb19faec690c9595e74a13242d91,0.14406381980290944,controlled-middle,81108,107,51008,1.0,61008,0.14399375,True,15.729027999943355,7
6,1.0,1,0.005403675442987862,plan-delta,2.0,0.9999069535732269,primary,0,47bc3a072f4f6debcc9399a2d5f308966d5bc60ad94c25c6e0db86cba685c7ff,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71008,controlled,6.235311284959316,21353,0.0,1.0,this-work,,1625,0,c7a3dcf7f246db13a3bedaf19e1d21ba6f4713a25c46dcd8355ace10c82c69df,16.0,naive-recalibrated-2c,user_macro_accuracy,0.207225,9.214933748786253,1161001,2.0,50,25600,0.16744310001377016,0.5,0.9999999833106995,1.5692368916235864,0.246875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.9998802304267883,4.76288140013814,0.753125,ba0fa1c878d3ea106cf90e572c0a2ebf22d5078badbae6b45d9200c83d211871,0.20710151728452997,controlled-middle,81108,107,51008,2.0,61008,0.207225,True,14.120910400000867,7
6,1.0,1,0.004080109694606338,plan-c,1.0,0.9999999773502349,diagnostic,0,47bc3a072f4f6debcc9399a2d5f308966d5bc60ad94c25c6e0db86cba685c7ff,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71008,controlled,0.6837743446230888,21353,0.0,1.0,this-work,0.9,1625,0,c7a3dcf7f246db13a3bedaf19e1d21ba6f4713a25c46dcd8355ace10c82c69df,16.0,unitscope-lambda-sweep,user_macro_accuracy,0.20615625,9.214933748786253,1161001,1.0,50,25600,0.06546739998157136,0.5,0.9999999833106995,0.1818621486797929,0.246875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.9999999904632568,0.554605800807476,0.753125,df48ee2b8f2b7d9a3a6db84fb148ae9f3816f8f207e73fba776a4d48035e04d7,0.20616299077115596,controlled-middle,81108,107,51008,1.0,61008,0.20615625,True,14.233400400000392,7
6,1.0,1,0.004419689908510211,plan-c,1.0,0.9999999833106995,primary,0,47bc3a072f4f6debcc9399a2d5f308966d5bc60ad94c25c6e0db86cba685c7ff,6320,femnist,1e-05,9.395254500006558,25600,1625,0.246875,4.0,71008,controlled,0.67681988671422,5255,0.0,1.0,this-work,1.0,0,0,c7a3dcf7f246db13a3bedaf19e1d21ba6f4713a25c46dcd8355ace10c82c69df,16.0,handle-only-drop-residual,user_macro_accuracy,0.20725000000000002,9.214933748786253,1161001,1.0,50,6320,0.16408449996379204,0.5,0.9999999833106995,0.17921404713764788,0.246875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.25,0.5,0.5,0.5,25600,0.0,0.549942669570446,0.0,f32c2d4e2b4f64af00aad8c958ae2855446a40053a8cd5fc83ae4091f7da5158,0.2072579383700923,controlled-middle,81108,107,51008,1.0,61008,0.20725000000000002,True,14.377168700040784,7
6,1.0,1,0.006325818343414002,plan-delta,2.0,0.9991236186027527,primary,0,0d1428ea55029c12d63b6caab4711b6938954355549e30f850545306af209bdc,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71009,controlled,9.437746565937996,21288,0.0,1.0,this-work,,1581,0,334a188aabc69b0ea94c98b30cfe43f46214ac86f9ffab6793ab498ae7a38205,15.990769230769232,naive-recalibrated-2c,user_macro_accuracy,0.0934375,9.214933748786253,1171001,2.0,50,25600,0.16577880003023893,0.5,0.9983564341068267,2.3857851219922304,0.2487109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.49995189069566054,0.5,0.24989179050642044,0.5,0.5,0.5,25600,0.9993920814990997,7.1499199913442135,0.7512890625,90cb81e40ee9c4206eca4d294d3832c8cdfc7396d85bfdae1af23096c1ab1a96,0.0934375,controlled-middle,81109,108,51009,2.0,61009,0.0934375,True,16.03651899995748,8
6,1.0,1,0.004580770578495332,plan-c,1.0,0.9999999797344208,diagnostic,0,0d1428ea55029c12d63b6caab4711b6938954355549e30f850545306af209bdc,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71009,controlled,0.8942975477874279,21288,0.0,1.0,this-work,0.9,1581,0,334a188aabc69b0ea94c98b30cfe43f46214ac86f9ffab6793ab498ae7a38205,15.990769230769232,unitscope-lambda-sweep,user_macro_accuracy,0.11046875,9.214933748786253,1171001,1.0,50,25600,0.06660570003441535,0.5,0.9999999856948852,0.25523271922022106,0.2487109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.49995189069566054,0.5,0.24989179050642044,0.5,0.5,0.5,25600,0.9999999845027924,0.7004855945706367,0.7512890625,cf7163d1bab31d5632a8641eac3887222e288748e9861b2c0614660e3394fb86,0.11046875,controlled-middle,81109,108,51009,1.0,61009,0.11046875,True,15.401011399953859,8
6,1.0,1,0.0027028328208996344,plan-c,1.0,0.9999999976158143,primary,0,0d1428ea55029c12d63b6caab4711b6938954355549e30f850545306af209bdc,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71009,controlled,0.9773440636694432,20416,0.0,1.0,this-work,0.0,1584,0,334a188aabc69b0ea94c98b30cfe43f46214ac86f9ffab6793ab498ae7a38205,15.990769230769232,stable-local-fallback,user_macro_accuracy,0.0965625,9.214933748786253,1171001,1.0,50,25600,0.061201099917525426,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.49995189069566054,0.5,0.24989179050642044,0.5,0.5,0.5,25600,0.9999999976158143,0.9773440636694432,1.0,d50bcbf2a399ea538b68561cce5d3606371aaae05b6af9e08fe35652e9738424,0.0965625,controlled-middle,81109,108,51009,1.0,61009,0.0965625,True,15.822737900103675,8
6,1.0,1,0.0049294568973685185,plan-c,1.0,0.9999999856948852,primary,0,0d1428ea55029c12d63b6caab4711b6938954355549e30f850545306af209bdc,6367,femnist,1e-05,11.039990399993258,25600,1581,0.2487109375,4.0,71009,controlled,0.8883779615163803,5310,0.0,1.0,this-work,1.0,0,0,334a188aabc69b0ea94c98b30cfe43f46214ac86f9ffab6793ab498ae7a38205,15.990769230769232,handle-only-drop-residual,user_macro_accuracy,0.1140625,9.214933748786253,1171001,1.0,50,6367,0.06490989998565055,0.5,0.9999999856948852,0.2519221360236406,0.2487109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.49995189069566054,0.5,0.24989179050642044,0.5,0.5,0.5,25600,0.0,0.6976248437166214,0.0,e009cf8b1c0353bc2db71f03fd7df21c0dda6c8ddd3914cfca7ddd4f53fc2bc3,0.1140625,controlled-middle,81109,108,51009,1.0,61009,0.1140625,True,15.619249600043986,8
6,1.0,1,0.004666769887531513,plan-c,1.0,0.9999999868869781,primary,0,c11287c63edf9f0e7f9de1fa6038f0ae2c680647b80e4e42adfe4648025f90b8,6326,femnist,1e-05,9.324145500053419,25600,1618,0.247109375,4.0,71010,controlled,0.6043867218494415,5279,0.0,1.0,this-work,1.0,0,0,6e5f6364b86e002f39a502f51ca55280a282ab2ce5a4a39e960778079c489966,15.963076923076922,handle-only-drop-residual,user_macro_accuracy,0.13796875,9.214933748786253,1181001,1.0,50,6326,0.06423299995367415,0.5,0.9999999868869781,0.16342673007398845,0.247109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.4999518072289157,0.5,0.2496750902527076,0.5,0.5,0.5,25600,0.0,0.482298474162817,0.0,182f921db7f10cc38d88323f6881862aa0d2951cd4ccba93f51b5ce0e23017b5,0.13796875,controlled-middle,81110,109,51010,1.0,61010,0.13796875,True,13.908505900006276,9
6,1.0,1,0.004342308555822996,plan-c,1.0,0.9999999785423279,diagnostic,0,c11287c63edf9f0e7f9de1fa6038f0ae2c680647b80e4e42adfe4648025f90b8,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71010,controlled,0.6125934083759784,21229,0.0,1.0,this-work,0.9,1618,0,6e5f6364b86e002f39a502f51ca55280a282ab2ce5a4a39e960778079c489966,15.963076923076922,unitscope-lambda-sweep,user_macro_accuracy,0.13203125,9.214933748786253,1181001,1.0,50,25600,0.06465089999255724,0.5,0.9999999868869781,0.16804528512060643,0.247109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.4999518072289157,0.5,0.2496750902527076,0.5,0.5,0.5,25600,0.9999999833106995,0.4862639291584492,0.752890625,60f7cd35d748765bb222513a3fd02a9b094df5f201ec3c4d375671c53d1afc80,0.13203125,controlled-middle,81110,109,51010,1.0,61010,0.13203125,True,14.023571800003992,9
6,1.0,1,0.0025331444096781276,plan-c,1.0,0.9999999952316284,primary,0,c11287c63edf9f0e7f9de1fa6038f0ae2c680647b80e4e42adfe4648025f90b8,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71010,controlled,0.6895601788163185,20471,0.0,1.0,this-work,0.0,1624,0,6e5f6364b86e002f39a502f51ca55280a282ab2ce5a4a39e960778079c489966,15.963076923076922,stable-local-fallback,user_macro_accuracy,0.09828125,9.214933748786253,1181001,1.0,50,25600,0.06000059994403273,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.4999518072289157,0.5,0.2496750902527076,0.5,0.5,0.5,25600,0.9999999952316284,0.6895601788163185,1.0,98af70179a6f68c958f66ef139157c9b883fa7e007118e2a67c6db1a7e851380,0.09828125,controlled-middle,81110,109,51010,1.0,61010,0.09828125,True,15.434549200057518,9
6,1.0,1,0.005576815078944157,plan-delta,2.0,0.9999516689777375,primary,0,c11287c63edf9f0e7f9de1fa6038f0ae2c680647b80e4e42adfe4648025f90b8,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71010,controlled,6.156624971181154,21229,0.0,1.0,this-work,,1618,0,6e5f6364b86e002f39a502f51ca55280a282ab2ce5a4a39e960778079c489966,15.963076923076922,naive-recalibrated-2c,user_macro_accuracy,0.11296875,9.214933748786253,1181001,2.0,50,25600,0.06780959997558966,0.5,0.9998058128356934,1.5340626686438918,0.247109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.4999384615384616,0.4999518072289157,0.5,0.2496750902527076,0.5,0.5,0.5,25600,0.9999999833106995,4.70598581135273,0.752890625,f7d11b57592c5e17a7ee640a39d04cef7c8706d1072958b76a45dd5b0f93b560,0.11296875,controlled-middle,81110,109,51010,2.0,61010,0.11296875,True,14.306163400033256,9
6,1.0,1,0.0044031478617567,plan-c,1.0,0.9999999797344208,diagnostic,0,749e27f77a7037d0c81454e1313a6f04615d48371ccd43731678247050eb93bf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71011,controlled,0.6631029164791107,21388,0.0,1.0,this-work,0.9,1683,0,ee665dc7fd6d2d18678ee212c3234cf5625aa53f3b5851a57b923a357f1c9547,16.0,unitscope-lambda-sweep,user_macro_accuracy,0.17140625,9.214933748786253,1191001,1.0,50,25600,0.06550210015848279,0.5,0.9999999856948852,0.202378573641181,0.255078125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.9999999904632568,0.5126300796866416,0.744921875,1ca7d3a95e104dae54527f1d8cdf8e03673199af3e1c56a36b6a048b36bb229a,0.17140625,controlled-middle,81111,110,51011,1.0,61011,0.17140625,True,15.700376299821073,10
6,1.0,1,0.0047721686554468516,plan-c,1.0,0.9999999856948852,primary,0,749e27f77a7037d0c81454e1313a6f04615d48371ccd43731678247050eb93bf,6530,femnist,1e-05,10.873275099904276,25600,1683,0.255078125,4.0,71011,controlled,0.6641427712142467,5456,0.0,1.0,this-work,1.0,0,0,ee665dc7fd6d2d18678ee212c3234cf5625aa53f3b5851a57b923a357f1c9547,16.0,handle-only-drop-residual,user_macro_accuracy,0.18046875,9.214933748786253,1191001,1.0,50,6530,0.0651658000133466,0.5,0.9999999856948852,0.200296121686697,0.255078125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.0,0.5149935819208622,0.0,349cee50aa38197817aa039a0337797b25d5b478d243e9b1864220d85db3b167,0.18046875,controlled-middle,81111,110,51011,1.0,61011,0.18046875,True,15.748479500092799,10
6,1.0,1,0.0024060793075235134,plan-c,1.0,0.9999999916553497,primary,0,749e27f77a7037d0c81454e1313a6f04615d48371ccd43731678247050eb93bf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71011,controlled,0.7061878868937492,20632,0.0,1.0,this-work,0.0,1687,0,ee665dc7fd6d2d18678ee212c3234cf5625aa53f3b5851a57b923a357f1c9547,16.0,stable-local-fallback,user_macro_accuracy,0.13328125,9.214933748786253,1191001,1.0,50,25600,0.06214500006171875,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.9999999916553497,0.7061878868937492,1.0,bc0cd1d6f4dad12723dc87ade342a7118c22c4a8b63835589feca03718bd61b7,0.13328125,controlled-middle,81111,110,51011,1.0,61011,0.13328125,True,16.05661599992891,10
6,1.0,1,0.005837560452184324,plan-delta,2.0,0.9999999797344208,primary,0,749e27f77a7037d0c81454e1313a6f04615d48371ccd43731678247050eb93bf,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71011,controlled,6.341721488684416,21388,0.0,1.0,this-work,,1683,0,ee665dc7fd6d2d18678ee212c3234cf5625aa53f3b5851a57b923a357f1c9547,16.0,naive-recalibrated-2c,user_macro_accuracy,0.14203125,9.214933748786253,1191001,2.0,50,25600,0.16237759997602552,0.5,0.9999999856948852,1.6717648946121335,0.255078125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2500841629394508,0.5,0.5,0.5,25600,0.9999999904632568,4.750921788364649,0.744921875,e5baa7646fdec7d8a36eec28d216653a11fa380fc4eb345a7361943231fe21fa,0.14203125,controlled-middle,81111,110,51011,2.0,61011,0.14203125,True,15.886466800031485,10
6,1.0,1,0.005059433167334931,plan-delta,2.0,0.999953464269638,primary,0,e960eefb0789e65fbf2afefc8bc87bc264aba51c1fcc10bef86d17e7263e5b50,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71012,controlled,4.128742560893297,21430,0.0,1.0,this-work,,1617,0,a25aa3f3bcce4684fb83cb15b59236e2dc7a1c6295a20aa5f6e282567ab1d195,16.0,naive-recalibrated-2c,user_macro_accuracy,0.12703125,9.214933748786253,1201001,2.0,50,25600,0.06540750013664365,0.5,0.9998076772689819,1.0690961735881865,0.25109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2503008423586041,0.5,0.5,0.5,25600,0.9999999904632568,3.1368907351791857,0.74890625,03b6715521bd38bed97bc20413715e58198452b2359b42fb317400ca9e3dbe30,0.12703125,controlled-middle,81112,111,51012,2.0,61012,0.12703125,True,13.878832399874227,11
6,1.0,1,0.0025539967279159886,plan-c,1.0,0.9999999976158143,primary,0,e960eefb0789e65fbf2afefc8bc87bc264aba51c1fcc10bef86d17e7263e5b50,25600,femnist,1e-05,0.0,0,0,1.0,4.0,71012,controlled,0.6649737545847892,20555,0.0,1.0,this-work,0.0,1618,0,a25aa3f3bcce4684fb83cb15b59236e2dc7a1c6295a20aa5f6e282567ab1d195,16.0,stable-local-fallback,user_macro_accuracy,0.1115625,9.214933748786253,1201001,1.0,50,25600,0.06046340015018359,0.5,0.0,0.0,0.0,0,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2503008423586041,0.5,0.5,0.5,25600,0.9999999976158143,0.6649737545847892,1.0,5fee05816b5370c912d1a91721224a8395222d40fa0266ac5325ec80d7422b43,0.1115625,controlled-middle,81112,111,51012,1.0,61012,0.1115625,True,15.54712969987304,11
6,1.0,1,0.004691443899615718,plan-c,1.0,0.9999999845027924,primary,0,e960eefb0789e65fbf2afefc8bc87bc264aba51c1fcc10bef86d17e7263e5b50,6428,femnist,1e-05,9.141880899958778,25600,1617,0.25109375,4.0,71012,controlled,0.6045572051405906,5329,0.0,1.0,this-work,1.0,0,0,a25aa3f3bcce4684fb83cb15b59236e2dc7a1c6295a20aa5f6e282567ab1d195,16.0,handle-only-drop-residual,user_macro_accuracy,0.12078125,9.214933748786253,1201001,1.0,50,6428,0.16323269996792078,0.5,0.9999999845027924,0.16185046708211304,0.25109375,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.5,0.5,0.5,0.2503008423586041,0.5,0.5,0.5,25600,0.0,0.47943268328905103,0.0,94857926effd48c897729f3a8dc1e06ec1d10908ca8f16a0f9bea1d5b2ede99d,0.12078125,controlled-middle,81112,111,51012,1.0,61012,0.12078125,True,13.762412900046911,11
