dataset,replicate,seed,method,round,epsilon,metric_name,metric_value
synthea,5,105,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.20112632102088424
synthea,5,105,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.2546550745981105
synthea,5,105,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.20707541222014092
synthea,5,105,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.19663365132036595
synthea,5,105,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.1919819206132246
synthea,5,105,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.20933220782497453
synthea,5,105,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.19669258375628218
synthea,5,105,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.24637205939838178
synthea,5,105,stable-local-fallback,0,0.0,patient_or_user_auprc,0.20707541222014092
synthea,5,105,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.1948671080135398
synthea,5,105,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.18945098558257337
synthea,5,105,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.1940702095049162
synthea,5,105,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.1852401224320836
synthea,5,105,stable-local-fallback,50,4.0,patient_or_user_auprc,0.21198828730523725
synthea,6,106,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.1866989361244245
synthea,6,106,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.19967301188023892
synthea,6,106,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.201895609222053
synthea,6,106,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.2416903625610734
synthea,6,106,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.27590321658243516
synthea,6,106,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.2933512652017657
synthea,6,106,stable-local-fallback,0,0.0,patient_or_user_auprc,0.1866989361244245
synthea,6,106,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.19474285850586878
synthea,6,106,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.19071839597105528
synthea,6,106,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.1991569084192693
synthea,6,106,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.2038745190750823
synthea,6,106,stable-local-fallback,50,4.0,patient_or_user_auprc,0.21384686560310376
synthea,6,106,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.1866989361244245
synthea,6,106,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.19357354554845496
synthea,6,106,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.18994095337814731
synthea,6,106,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.2156427222485435
synthea,6,106,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.26510838974885337
synthea,6,106,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.3220972128896721
synthea,6,106,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.1866989361244245
synthea,6,106,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.19855879154179354
synthea,6,106,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.20012780973509045
synthea,6,106,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.2292296669340304
synthea,6,106,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.2648315768013819
synthea,6,106,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.2878878818610777
synthea,7,107,stable-local-fallback,0,0.0,patient_or_user_auprc,0.18643628783687063
synthea,7,107,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.1660755712969848
synthea,7,107,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.1807130282575541
synthea,7,107,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.19579300173063102
synthea,7,107,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.19236362279779726
synthea,7,107,stable-local-fallback,50,4.0,patient_or_user_auprc,0.20107472972991738
synthea,7,107,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.18643628783687063
synthea,7,107,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.16276985051480083
synthea,7,107,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.19486203133728644
synthea,7,107,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.24673583758852816
synthea,7,107,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.24205693974390546
synthea,7,107,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.23758001251533667
synthea,7,107,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.18643628783687063
synthea,7,107,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.17588216860897993
synthea,7,107,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.1920141511204965
synthea,7,107,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.22365333694129558
synthea,7,107,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.21794995300131992
synthea,7,107,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.22335363710070505
synthea,7,107,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.18643628783687063
synthea,7,107,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.17565245386468684
synthea,7,107,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.18995823459336744
synthea,7,107,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.22032898591059077
synthea,7,107,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.21374568579132597
synthea,7,107,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.22086640859575063
synthea,8,108,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.18632041484285033
synthea,8,108,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.17872154442408508
synthea,8,108,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.17719439895455502
synthea,8,108,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.19260362327988256
synthea,8,108,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.18877092812119056
synthea,8,108,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.18410995501548447
synthea,8,108,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.18632041484285033
synthea,8,108,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.17962976102445433
synthea,8,108,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.17902967712303886
synthea,8,108,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.1948036789922601
synthea,8,108,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.19042907745481158
synthea,8,108,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.18865189796807502
synthea,8,108,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.18632041484285033
synthea,8,108,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.18809094720521882
synthea,8,108,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.1860111999268067
synthea,8,108,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.21941902176177747
synthea,8,108,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.2193553794632414
synthea,8,108,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.2184961232656347
synthea,8,108,stable-local-fallback,0,0.0,patient_or_user_auprc,0.18632041484285033
synthea,8,108,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.17476296765890129
synthea,8,108,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.17315483320796088
synthea,8,108,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.1780073158300804
synthea,8,108,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.17376793792498496
synthea,8,108,stable-local-fallback,50,4.0,patient_or_user_auprc,0.17040393595254594
synthea,9,109,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2665071878470113
synthea,9,109,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.2632192296846978
synthea,9,109,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.26613032298196526
synthea,9,109,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.2952118000463667
synthea,9,109,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.31020743726136646
synthea,9,109,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.3118362868417796
synthea,9,109,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2665071878470113
synthea,9,109,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.2695408874043623
synthea,9,109,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.2703208588579707
synthea,9,109,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.29715943799982736
synthea,9,109,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.3136025570223496
synthea,9,109,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.31274439053994385
synthea,9,109,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2665071878470113
synthea,9,109,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.258869715878289
synthea,9,109,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.22886094721160855
synthea,9,109,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.24078109299991848
synthea,9,109,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.26814196680786107
synthea,9,109,stable-local-fallback,50,4.0,patient_or_user_auprc,0.289666846026418
synthea,9,109,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2665071878470113
synthea,9,109,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.25925560769511413
synthea,9,109,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.2579776653706602
synthea,9,109,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.2795130477946053
synthea,9,109,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.3368919255350397
synthea,9,109,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.32073219971513417
synthea,10,110,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.22902838267441344
synthea,10,110,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.21653805253891595
synthea,10,110,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.2188087069069867
synthea,10,110,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.25511918364097563
synthea,10,110,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.28574106736757987
synthea,10,110,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.2865078699555262
synthea,10,110,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.22902838267441344
synthea,10,110,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.23306550085215566
synthea,10,110,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.2508386969606464
synthea,10,110,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.29420125882985493
synthea,10,110,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.3140828950663756
synthea,10,110,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.31392395160899594
synthea,10,110,stable-local-fallback,0,0.0,patient_or_user_auprc,0.22902838267441344
synthea,10,110,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.2137440618507895
synthea,10,110,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.19368672646965843
synthea,10,110,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.21768460595783667
synthea,10,110,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.24539713206676889
synthea,10,110,stable-local-fallback,50,4.0,patient_or_user_auprc,0.23765110245270837
synthea,10,110,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.22902838267441344
synthea,10,110,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.21858969913034826
synthea,10,110,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.22109325874554847
synthea,10,110,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.26090526423173144
synthea,10,110,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.2911724576438593
synthea,10,110,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.29136944961460565
synthea,11,111,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.24258508109965077
synthea,11,111,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.22501005160991977
synthea,11,111,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.2673577348354659
synthea,11,111,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.20724939865249403
synthea,11,111,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.23414015464622445
synthea,11,111,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.2505836577893135
synthea,11,111,stable-local-fallback,0,0.0,patient_or_user_auprc,0.24258508109965077
synthea,11,111,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.23120534801882264
synthea,11,111,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.2015567832566502
synthea,11,111,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.19650787355765315
synthea,11,111,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.197411895397945
synthea,11,111,stable-local-fallback,50,4.0,patient_or_user_auprc,0.19733652859218917
synthea,11,111,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.24258508109965077
synthea,11,111,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.24753324823557724
synthea,11,111,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.2629456200569329
synthea,11,111,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.19628961130806688
synthea,11,111,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.19609993115176877
synthea,11,111,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.19878295470942509
synthea,11,111,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.24258508109965077
synthea,11,111,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.21772639047796105
synthea,11,111,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.2524559922819417
synthea,11,111,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.20516162949541702
synthea,11,111,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.23166917513297142
synthea,11,111,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.24297421712210557
synthea,12,112,stable-local-fallback,0,0.0,patient_or_user_auprc,0.20293381543310235
synthea,12,112,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.19594516195849482
synthea,12,112,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.200359259118306
synthea,12,112,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.20470432289374574
synthea,12,112,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.20673037340190498
synthea,12,112,stable-local-fallback,50,4.0,patient_or_user_auprc,0.20665344781184508
synthea,12,112,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.20293381543310235
synthea,12,112,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.20741978360790073
synthea,12,112,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.21545256145821856
synthea,12,112,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.22448160383223276
synthea,12,112,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.23031380364886045
synthea,12,112,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.22606491585572458
synthea,12,112,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.20293381543310235
synthea,12,112,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.20066407121270288
synthea,12,112,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.2042620675114983
synthea,12,112,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.21219801592377585
synthea,12,112,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.22277740631540824
synthea,12,112,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.22503632987102887
synthea,12,112,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.20293381543310235
synthea,12,112,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.20093750968978397
synthea,12,112,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.20501023416165187
synthea,12,112,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.21422893279426972
synthea,12,112,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.2261851228821782
synthea,12,112,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.22706610600736105
synthea,13,113,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.17413354425472116
synthea,13,113,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.18295207634502617
synthea,13,113,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.1904238464328849
synthea,13,113,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.18760127280418196
synthea,13,113,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.20402299406753063
synthea,13,113,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.2342317601813482
synthea,13,113,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.17413354425472116
synthea,13,113,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.18040551842735755
synthea,13,113,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.18810379506306696
synthea,13,113,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.19515381760940687
synthea,13,113,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.21530627183607798
synthea,13,113,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.2623397537683245
synthea,13,113,stable-local-fallback,0,0.0,patient_or_user_auprc,0.17413354425472116
synthea,13,113,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.1764764538379481
synthea,13,113,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.18286889561709357
synthea,13,113,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.1822017019196881
synthea,13,113,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.1834578424225105
synthea,13,113,stable-local-fallback,50,4.0,patient_or_user_auprc,0.18494125639158976
synthea,13,113,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.17413354425472116
synthea,13,113,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.18394347209232242
synthea,13,113,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.19165812143013589
synthea,13,113,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.19085620228095473
synthea,13,113,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.2124134594921107
synthea,13,113,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.24287644998046737
synthea,14,114,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.23713197532496666
synthea,14,114,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.2169558985525941
synthea,14,114,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.22133285668066596
synthea,14,114,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.24146667258845383
synthea,14,114,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.24522147691143464
synthea,14,114,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.23906559518869255
synthea,14,114,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.23713197532496666
synthea,14,114,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.22983676636346484
synthea,14,114,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.23446063208151866
synthea,14,114,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.25287670212390584
synthea,14,114,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.24927210328645966
synthea,14,114,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.25276749043212166
synthea,14,114,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.23713197532496666
synthea,14,114,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.22953085729885153
synthea,14,114,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.23581979392180163
synthea,14,114,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.2505923986621092
synthea,14,114,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.24621781245818164
synthea,14,114,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.2510491324631347
synthea,14,114,stable-local-fallback,0,0.0,patient_or_user_auprc,0.23713197532496666
synthea,14,114,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.2267759420311853
synthea,14,114,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.2240781315801075
synthea,14,114,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.22320846156343274
synthea,14,114,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.21470771877178763
synthea,14,114,stable-local-fallback,50,4.0,patient_or_user_auprc,0.21030745233044157
synthea,15,115,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2292836258304814
synthea,15,115,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.2103025366289577
synthea,15,115,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.20836467431961286
synthea,15,115,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.21922514629086887
synthea,15,115,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.23740389858003658
synthea,15,115,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.26774772606319885
synthea,15,115,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2292836258304814
synthea,15,115,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.20953780515288595
synthea,15,115,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.20686890343142128
synthea,15,115,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.21358844507159908
synthea,15,115,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.22696792376167257
synthea,15,115,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.2627871099329052
synthea,15,115,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2292836258304814
synthea,15,115,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.20897536432423033
synthea,15,115,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.20080458965918904
synthea,15,115,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.18932009972750624
synthea,15,115,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.19285119991552302
synthea,15,115,stable-local-fallback,50,4.0,patient_or_user_auprc,0.19925998087351154
synthea,15,115,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2292836258304814
synthea,15,115,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.21250557130530984
synthea,15,115,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.20540352047959404
synthea,15,115,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.19387525719217746
synthea,15,115,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.2228943522994309
synthea,15,115,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.25276993695160016
synthea,16,116,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.18086198577022272
synthea,16,116,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.19650354039555062
synthea,16,116,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.21057052910151824
synthea,16,116,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.25812207030157275
synthea,16,116,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.23694908165603454
synthea,16,116,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.25558790448414337
synthea,16,116,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.18086198577022272
synthea,16,116,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.20940689759096004
synthea,16,116,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.221644503544144
synthea,16,116,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.230006287380327
synthea,16,116,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.22305146191058384
synthea,16,116,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.2637668454891209
synthea,16,116,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.18086198577022272
synthea,16,116,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.20927759835243004
synthea,16,116,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.2199192653060193
synthea,16,116,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.22847033476030032
synthea,16,116,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.21874870545143082
synthea,16,116,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.26177069525360874
synthea,16,116,stable-local-fallback,0,0.0,patient_or_user_auprc,0.18086198577022272
synthea,16,116,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.19765936633899983
synthea,16,116,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.21227097246590987
synthea,16,116,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.21662554201969714
synthea,16,116,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.20710990783952427
synthea,16,116,stable-local-fallback,50,4.0,patient_or_user_auprc,0.21283384941317868
synthea,17,117,stable-local-fallback,0,0.0,patient_or_user_auprc,0.25865727676281214
synthea,17,117,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.21157302863012636
synthea,17,117,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.21950217583671228
synthea,17,117,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.21046903640059358
synthea,17,117,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.2219350748260699
synthea,17,117,stable-local-fallback,50,4.0,patient_or_user_auprc,0.23724847774880956
synthea,17,117,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.25865727676281214
synthea,17,117,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.21771178950791634
synthea,17,117,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.2337130836161802
synthea,17,117,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.26411186492670086
