dataset,replicate,seed,method,round,epsilon,metric_name,metric_value
femnist,12,112,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.09691875
femnist,12,112,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.119975
femnist,12,112,stable-local-fallback,50,4.0,user_macro_accuracy,0.11751875
femnist,13,113,stable-local-fallback,0,0.0,user_macro_accuracy,0.1028125
femnist,13,113,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.05625
femnist,13,113,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.0875
femnist,13,113,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.10359375
femnist,13,113,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.10640625
femnist,13,113,stable-local-fallback,50,4.0,user_macro_accuracy,0.12015625
femnist,13,113,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.1028125
femnist,13,113,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.0878125
femnist,13,113,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.0928125
femnist,13,113,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.11265625
femnist,13,113,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.11296875
femnist,13,113,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.11328125
femnist,13,113,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.1028125
femnist,13,113,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.08515625
femnist,13,113,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.0903125
femnist,13,113,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.1046875
femnist,13,113,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.1146875
femnist,13,113,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.11265625
femnist,13,113,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.1028125
femnist,13,113,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.10890625
femnist,13,113,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.07984375
femnist,13,113,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.1065625
femnist,13,113,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.09734375
femnist,13,113,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.0815625
femnist,14,114,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.100625
femnist,14,114,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.09828125
femnist,14,114,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.121875
femnist,14,114,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.12296875
femnist,14,114,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.13171875
femnist,14,114,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.08328125
femnist,14,114,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.100625
femnist,14,114,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.09828125
femnist,14,114,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.13734375
femnist,14,114,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.0921875
femnist,14,114,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.17828125
femnist,14,114,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.09140625
femnist,14,114,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.100625
femnist,14,114,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.09953125
femnist,14,114,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.13703125
femnist,14,114,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.09234375
femnist,14,114,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.1784375
femnist,14,114,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.090625
femnist,14,114,stable-local-fallback,0,0.0,user_macro_accuracy,0.100625
femnist,14,114,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.09953125
femnist,14,114,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.126875
femnist,14,114,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.0953125
femnist,14,114,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.1615625
femnist,14,114,stable-local-fallback,50,4.0,user_macro_accuracy,0.08859375
femnist,15,115,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.08734375
femnist,15,115,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.0925
femnist,15,115,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.13109375
femnist,15,115,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.125
femnist,15,115,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.115625
femnist,15,115,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.1296875
femnist,15,115,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.08734375
femnist,15,115,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.1034375
femnist,15,115,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.1003125
femnist,15,115,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.1015625
femnist,15,115,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.101875
femnist,15,115,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.17078125
femnist,15,115,stable-local-fallback,0,0.0,user_macro_accuracy,0.08734375
femnist,15,115,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.10515625
femnist,15,115,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.1003125
femnist,15,115,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.0984375
femnist,15,115,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.09296875
femnist,15,115,stable-local-fallback,50,4.0,user_macro_accuracy,0.1221875
femnist,15,115,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.08734375
femnist,15,115,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.10453125
femnist,15,115,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.1003125
femnist,15,115,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.10078125
femnist,15,115,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.10265625
femnist,15,115,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.176875
femnist,16,116,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.12473125
femnist,16,116,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.14981875
femnist,16,116,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.0971625
femnist,16,116,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.11426249999999999
femnist,16,116,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.1165125
femnist,16,116,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.191875
femnist,16,116,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.12473125
femnist,16,116,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.1496625
femnist,16,116,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.0971625
femnist,16,116,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.11348124999999999
femnist,16,116,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.11948125000000001
femnist,16,116,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.19890625
femnist,16,116,stable-local-fallback,0,0.0,user_macro_accuracy,0.12473125
femnist,16,116,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.1377875
femnist,16,116,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.0971625
femnist,16,116,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.127075
femnist,16,116,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.10651250000000001
femnist,16,116,stable-local-fallback,50,4.0,user_macro_accuracy,0.13984375
femnist,16,116,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.12473125
femnist,16,116,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.10185000000000001
femnist,16,116,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.0990375
femnist,16,116,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.165175
femnist,16,116,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.1027625
femnist,16,116,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.19977499999999998
femnist,17,117,stable-local-fallback,0,0.0,user_macro_accuracy,0.11645089285714284
femnist,17,117,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.11676339285714285
femnist,17,117,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.09625
femnist,17,117,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.09113839285714284
femnist,17,117,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.1538392857142857
femnist,17,117,stable-local-fallback,50,4.0,user_macro_accuracy,0.16223214285714285
femnist,17,117,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.11645089285714284
femnist,17,117,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.12395089285714285
femnist,17,117,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.11046875
femnist,17,117,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.11145089285714285
femnist,17,117,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.20863839285714283
femnist,17,117,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.2024330357142857
femnist,17,117,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.11645089285714284
femnist,17,117,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.12520089285714284
femnist,17,117,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.13707589285714283
femnist,17,117,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.14767857142857144
femnist,17,117,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.15473214285714285
femnist,17,117,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.17488839285714286
femnist,17,117,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.11645089285714284
femnist,17,117,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.12738839285714285
femnist,17,117,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.11676339285714285
femnist,17,117,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.1174330357142857
femnist,17,117,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.21723214285714285
femnist,17,117,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.20712053571428568
femnist,18,118,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.0978125
femnist,18,118,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.0721875
femnist,18,118,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.15265625
femnist,18,118,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.1196875
femnist,18,118,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.10734375
femnist,18,118,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.13
femnist,18,118,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.0978125
femnist,18,118,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.07859375
femnist,18,118,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.1465625
femnist,18,118,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.12015625
femnist,18,118,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.1075
femnist,18,118,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.1259375
femnist,18,118,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.0978125
femnist,18,118,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.099375
femnist,18,118,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.1259375
femnist,18,118,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.120625
femnist,18,118,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.146875
femnist,18,118,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.11875
femnist,18,118,stable-local-fallback,0,0.0,user_macro_accuracy,0.0978125
femnist,18,118,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.11890625
femnist,18,118,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.12671875
femnist,18,118,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.094375
femnist,18,118,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.10703125
femnist,18,118,stable-local-fallback,50,4.0,user_macro_accuracy,0.1075
femnist,19,119,naive-recalibrated-2c,0,0.0,user_macro_accuracy,0.09796875
femnist,19,119,naive-recalibrated-2c,10,1.7096469091901927,user_macro_accuracy,0.096875
femnist,19,119,naive-recalibrated-2c,20,2.456862121625803,user_macro_accuracy,0.1390625
femnist,19,119,naive-recalibrated-2c,30,3.0456862121625807,user_macro_accuracy,0.05421875
femnist,19,119,naive-recalibrated-2c,40,3.5289407275705784,user_macro_accuracy,0.12640625
femnist,19,119,naive-recalibrated-2c,50,4.0,user_macro_accuracy,0.1571875
femnist,19,119,unitscope-lambda-sweep,0,0.0,user_macro_accuracy,0.09796875
femnist,19,119,unitscope-lambda-sweep,10,1.7096469091901927,user_macro_accuracy,0.096875
femnist,19,119,unitscope-lambda-sweep,20,2.456862121625803,user_macro_accuracy,0.16109375
femnist,19,119,unitscope-lambda-sweep,30,3.0456862121625807,user_macro_accuracy,0.1265625
femnist,19,119,unitscope-lambda-sweep,40,3.5289407275705784,user_macro_accuracy,0.08765625
femnist,19,119,unitscope-lambda-sweep,50,4.0,user_macro_accuracy,0.15984375
femnist,19,119,handle-only-drop-residual,0,0.0,user_macro_accuracy,0.09796875
femnist,19,119,handle-only-drop-residual,10,1.7096469091901927,user_macro_accuracy,0.096875
femnist,19,119,handle-only-drop-residual,20,2.456862121625803,user_macro_accuracy,0.16046875
femnist,19,119,handle-only-drop-residual,30,3.0456862121625807,user_macro_accuracy,0.12546875
femnist,19,119,handle-only-drop-residual,40,3.5289407275705784,user_macro_accuracy,0.09
femnist,19,119,handle-only-drop-residual,50,4.0,user_macro_accuracy,0.16109375
femnist,19,119,stable-local-fallback,0,0.0,user_macro_accuracy,0.09796875
femnist,19,119,stable-local-fallback,10,1.7096469091901927,user_macro_accuracy,0.096875
femnist,19,119,stable-local-fallback,20,2.456862121625803,user_macro_accuracy,0.1659375
femnist,19,119,stable-local-fallback,30,3.0456862121625807,user_macro_accuracy,0.13578125
femnist,19,119,stable-local-fallback,40,3.5289407275705784,user_macro_accuracy,0.08328125
femnist,19,119,stable-local-fallback,50,4.0,user_macro_accuracy,0.1484375
synthea,0,100,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2613638333521705
synthea,0,100,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.1720335910282047
synthea,0,100,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.17925890122923732
synthea,0,100,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.1811579047168244
synthea,0,100,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.18294024896412842
synthea,0,100,stable-local-fallback,50,4.0,patient_or_user_auprc,0.17728684489817723
synthea,0,100,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2613638333521705
synthea,0,100,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.18179803916874177
synthea,0,100,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.18388509534675535
synthea,0,100,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.1920837659320214
synthea,0,100,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.1982047173646505
synthea,0,100,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.1987258757981466
synthea,0,100,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2613638333521705
synthea,0,100,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.18693853595172866
synthea,0,100,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.1834474657792779
synthea,0,100,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.18269461362112338
synthea,0,100,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.19723414782132423
synthea,0,100,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.1864827062486708
synthea,0,100,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2613638333521705
synthea,0,100,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.18286699264910683
synthea,0,100,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.18489665505982783
synthea,0,100,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.19462465487722277
synthea,0,100,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.20475663918824782
synthea,0,100,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.20534203813690965
synthea,1,101,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2618344763172231
synthea,1,101,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.2469822007009605
synthea,1,101,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.2511185983289026
synthea,1,101,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.24382842121872778
synthea,1,101,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.2571941832676181
synthea,1,101,stable-local-fallback,50,4.0,patient_or_user_auprc,0.2523435352559713
synthea,1,101,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2618344763172231
synthea,1,101,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.2476487576072398
synthea,1,101,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.29772404460679924
synthea,1,101,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.2878906413305263
synthea,1,101,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.31741259610132266
synthea,1,101,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.326665909258729
synthea,1,101,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2618344763172231
synthea,1,101,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.2479166572183362
synthea,1,101,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.2727427667216029
synthea,1,101,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.27009266813271116
synthea,1,101,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.30900854601836875
synthea,1,101,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.3197085780974224
synthea,1,101,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2618344763172231
synthea,1,101,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.24652514624448574
synthea,1,101,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.26949426239111834
synthea,1,101,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.26351391873865737
synthea,1,101,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.30535833559095893
synthea,1,101,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.31566955899479665
synthea,2,102,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2103880645725546
synthea,2,102,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.2201602755896751
synthea,2,102,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.22773706031538277
synthea,2,102,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.24603513048819253
synthea,2,102,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.25380863749097454
synthea,2,102,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.2522094833701445
synthea,2,102,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2103880645725546
synthea,2,102,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.21937008110177525
synthea,2,102,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.22633584056664696
synthea,2,102,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.24342950281141484
synthea,2,102,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.2534794584445411
synthea,2,102,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.25042093865307846
synthea,2,102,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2103880645725546
synthea,2,102,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.21865390210642036
synthea,2,102,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.22319736018805483
synthea,2,102,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.2624232643558037
synthea,2,102,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.2619032945685374
synthea,2,102,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.25946621478151366
synthea,2,102,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2103880645725546
synthea,2,102,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.22022248358021485
synthea,2,102,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.21300304524181202
synthea,2,102,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.22998293985268164
synthea,2,102,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.23390797820617656
synthea,2,102,stable-local-fallback,50,4.0,patient_or_user_auprc,0.23148953308163087
synthea,3,103,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2013962417792189
synthea,3,103,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.21016651925877694
synthea,3,103,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.20993381989578247
synthea,3,103,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.2220929691621386
synthea,3,103,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.2380722804277451
synthea,3,103,stable-local-fallback,50,4.0,patient_or_user_auprc,0.24076093630527848
synthea,3,103,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2013962417792189
synthea,3,103,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.22140926348785714
synthea,3,103,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.23028930413364768
synthea,3,103,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.24338491571982812
synthea,3,103,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.2797957825003642
synthea,3,103,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.2849907543202577
synthea,3,103,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2013962417792189
synthea,3,103,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.21827281297308299
synthea,3,103,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.2268678616646045
synthea,3,103,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.2537794158620588
synthea,3,103,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.2919956520760283
synthea,3,103,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.28725254714140697
synthea,3,103,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2013962417792189
synthea,3,103,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.22087478361101856
synthea,3,103,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.230320456086776
synthea,3,103,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.2602320504337641
synthea,3,103,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.2941490285907844
synthea,3,103,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.2921569552355765
synthea,4,104,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2510948811239213
synthea,4,104,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.20162561947083174
synthea,4,104,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.21471617122054742
synthea,4,104,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.23696085494951438
synthea,4,104,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.29117828693142844
synthea,4,104,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.3099538314022771
synthea,4,104,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2510948811239213
synthea,4,104,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.20953729500335894
synthea,4,104,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.18500495897718894
synthea,4,104,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.1791592667832253
synthea,4,104,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.1934112030527812
synthea,4,104,stable-local-fallback,50,4.0,patient_or_user_auprc,0.1924241857277387
synthea,4,104,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2510948811239213
synthea,4,104,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.20462229616563654
synthea,4,104,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.22218508320196484
synthea,4,104,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.2476079173528136
synthea,4,104,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.3015831154096268
synthea,4,104,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.3192792847011362
synthea,4,104,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2510948811239213
synthea,4,104,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.19406323709233655
synthea,4,104,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.2253262412808012
synthea,4,104,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.2568302779969788
synthea,4,104,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.3416692227594474
synthea,4,104,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.32921916697981946
synthea,5,105,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.20707541222014092
synthea,5,105,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.19751148039733668
synthea,5,105,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.1927246631766391
synthea,5,105,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.2115571259789078
synthea,5,105,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.19982691880874381
synthea,5,105,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.25037198407778766
synthea,5,105,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.20707541222014092
synthea,5,105,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.20363305312071794
synthea,5,105,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.18941546044658725
synthea,5,105,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.22660127660895577
