method,implementation_provenance,privacy_semantics,comparison_tier,seed,config_hash,lambda,H,B,C,q_user,q_record_given_handle,realized_q_user,realized_q_record_given_handle,overlap_probability,realized_overlap,gradient_correlation,realized_pairwise_cosine_mean,realized_pairwise_cosine_p10,realized_pairwise_cosine_p50,realized_pairwise_cosine_p90,certified_sensitivity,structural_sensitivity_bound,certificate_type,noise_sensitivity,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,clip_fraction,aggregate_snr,wall_time_seconds,deterministic_distortion,noisy_aggregate_mse
stable-local-fallback,this-work,user-certified,primary,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,0.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,1.0,0.6757877894230436,0.05352060000586789,0.00024776448748640095,0.0002607007223644329
handle-only-drop-residual,this-work,user-certified,primary,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,1.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,0.24833222148098733,0.24833222148098733,0.0,0.157,2.1332111413830597,0.05977570000686683,0.00026685214754039823,0.00028860132031409056
unitscope-equal,this-work,user-certified,primary,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,0.14285714285714285,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.24833222148098733,0.7516677785190127,1.0,1.0117150486576512,0.06141619999834802,0.0002094368609105525,0.00022305437524923239
unitscope-tuned,this-work,user-certified,primary,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,0.75,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.24833222148098733,0.7516677785190127,0.7805259047123145,1.9994942417973842,0.07857139999396168,0.00021513982196916975,0.0002363715634836149
naive-recalibrated-2c,this-work,user-certified,primary,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,2.0,2.0,plan-delta,2.0,1.0,0.24833222148098733,0.7516677785190127,0.7805259047123145,1.2140971274181849,0.06111320000491105,0.00017365926683154248,0.0002592379644160945
full-identity-reference,oracle,oracle-assumption,full-identity-reference,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.0,0.0,0.501,4.200305670656881,0.34259850000671577,0.0,1.992534756221455e-05
non-private-reference,oracle,non-private,diagnostic,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,,,non-private,0.0,1.0,0.0,0.0,0.0,inf,0.06318309999187477,1.0601839338403172e-05,1.0601839338403172e-05
naive-claimed-c,this-work,unsafe-diagnostic,diagnostic,0,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,,2.0,unsafe-diagnostic,1.0,1.0,0.24833222148098733,0.7516677785190127,0.7805259047123145,2.4281942548363697,0.06657100000302307,0.00017365926683154248,0.00019652326806160396
stable-local-fallback,this-work,user-certified,primary,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,0.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,1.0,0.7778436826179813,0.055110299988882616,0.00023676750733073895,0.0002682490709432477
handle-only-drop-residual,this-work,user-certified,primary,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,1.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,0.2504168056018673,0.2504168056018673,0.0,0.178,2.6641411218966913,0.061819299997296184,0.00019578885631947376,0.00022470109051764275
unitscope-equal,this-work,user-certified,primary,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,0.14285714285714285,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.2504168056018673,0.7495831943981327,1.0,1.0742832461703866,0.06310020000091754,0.00021285350840408474,0.00024440875320979195
unitscope-tuned,this-work,user-certified,primary,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,0.75,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.2504168056018673,0.7495831943981327,0.7848730698769956,2.4612004521789594,0.06514189999143127,0.00017228947128205679,0.0002011770695562094
naive-recalibrated-2c,this-work,user-certified,primary,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,2.0,2.0,plan-delta,2.0,1.0,0.2504168056018673,0.7495831943981327,0.7848730698769956,1.51945862934414,0.08036889998766128,0.00012902844422148268,0.00021041292657943616
full-identity-reference,oracle,oracle-assumption,full-identity-reference,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,1.0,1.0,plan-c,1.0,1.0,0.0,0.0,0.5005,4.804208761601427,0.3436314999999013,0.0,1.4585911827834765e-05
non-private-reference,oracle,non-private,diagnostic,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,,,non-private,0.0,1.0,0.0,0.0,0.0,inf,0.04725980000512209,1.1453466996716722e-05,1.1453466996716722e-05
naive-claimed-c,this-work,unsafe-diagnostic,diagnostic,1,b9ba51ed044fe0d81d83a534065b9b46287eb1af721d8a7d3bb9a19b8c08fd7b,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9000000000000001,-0.8999999999999999,,2.0,unsafe-diagnostic,1.0,1.0,0.2504168056018673,0.7495831943981327,0.7848730698769956,3.03891725868828,0.06332060000568163,0.00012902844422148268,0.00015513477357262465
