method,implementation_provenance,privacy_semantics,comparison_tier,seed,config_hash,lambda,H,B,C,q_user,q_record_given_handle,realized_q_user,realized_q_record_given_handle,overlap_probability,realized_overlap,gradient_correlation,mixed_local_slots,realized_pairwise_cosine_mean,realized_pairwise_cosine_p10,realized_pairwise_cosine_p50,realized_pairwise_cosine_p90,certified_sensitivity,structural_sensitivity_bound,certificate_type,noise_sensitivity,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,partial_handle_units,local_atom_units,local_mixed_units,active_units,clip_fraction,aggregate_snr,wall_time_seconds,deterministic_distortion,noisy_aggregate_mse,reported_method,gate_lambda,cell_hash
unitscope-tuned,this-work,user-certified,primary,601,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.755,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3754985754985755,0.6245014245014245,1318,0,1564,2882,1.0,2.58534553965097,0.042263500043191016,0.0003274275879383807,0.00042960719979727175,ungated-unitscope-lambda075,0.75,15221c7bb7a37b995e7923a4fdf34a325cc2fd99c14ca60ec42b61699dba5f68
unitscope-tuned,this-work,user-certified,primary,601,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.755,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3754985754985755,0.6245014245014245,1318,0,1564,2882,1.0,2.58534553965097,0.04359189997194335,0.0003274275879383807,0.00042960719979727175,gated-unitscope,0.75,15221c7bb7a37b995e7923a4fdf34a325cc2fd99c14ca60ec42b61699dba5f68
stable-local-fallback,this-work,user-certified,primary,602,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.766,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1766,1766,1.0,1.1713954718028925,0.02986179996514693,0.0007017186305117942,0.0007236246975457052,stable-local-fallback,0.0,7fa4c3f5b0cb6503360392eef4094f13bee52beefeec710d5b3e6b1f27774f08
unitscope-tuned,this-work,user-certified,primary,602,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.766,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37514156285390715,0.6248584371460929,1325,0,1586,2911,1.0,3.4720141517927803,0.04357090004486963,0.0003641014794745889,0.0003893617410010307,ungated-unitscope-lambda075,0.75,7fa4c3f5b0cb6503360392eef4094f13bee52beefeec710d5b3e6b1f27774f08
unitscope-tuned,this-work,user-certified,primary,602,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.766,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37514156285390715,0.6248584371460929,1325,0,1586,2911,1.0,3.4720141517927803,0.04167040000902489,0.0003641014794745889,0.0003893617410010307,gated-unitscope,0.75,7fa4c3f5b0cb6503360392eef4094f13bee52beefeec710d5b3e6b1f27774f08
stable-local-fallback,this-work,user-certified,primary,603,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.73,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1730,1730,1.0,1.0897686545511711,0.02932370000053197,0.0007078393573492936,0.0008043773910520529,stable-local-fallback,0.0,81f947323c3df2dae5014da5e1b72311d1f8c9ab5a2300fb78f07414fc58efdd
unitscope-tuned,this-work,user-certified,primary,603,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.73,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37485549132947976,0.6251445086705202,1297,0,1552,2849,1.0,3.374226224874082,0.04196780000347644,0.0003780704088798207,0.00046657396949805765,ungated-unitscope-lambda075,0.75,81f947323c3df2dae5014da5e1b72311d1f8c9ab5a2300fb78f07414fc58efdd
unitscope-tuned,this-work,user-certified,primary,603,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.73,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37485549132947976,0.6251445086705202,1297,0,1552,2849,1.0,3.374226224874082,0.044254800013732165,0.0003780704088798207,0.00046657396949805765,gated-unitscope,0.75,81f947323c3df2dae5014da5e1b72311d1f8c9ab5a2300fb78f07414fc58efdd
stable-local-fallback,this-work,user-certified,primary,604,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.754,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1754,1754,1.0,1.1515777521436297,0.030307200038805604,0.0006837859681306142,0.0007794611505911211,stable-local-fallback,0.0,b4c167092e5c6e0778a8a03e2f7454d99dbfd55e0af824ba0054344baa42741c
unitscope-tuned,this-work,user-certified,primary,604,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.754,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3751425313568985,0.6248574686431014,1316,0,1570,2886,1.0,3.0867073516731405,0.04219120001653209,0.00040775448768094876,0.0004798092917796638,ungated-unitscope-lambda075,0.75,b4c167092e5c6e0778a8a03e2f7454d99dbfd55e0af824ba0054344baa42741c
unitscope-tuned,this-work,user-certified,primary,604,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.754,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3751425313568985,0.6248574686431014,1316,0,1570,2886,1.0,3.0867073516731405,0.045622400008141994,0.00040775448768094876,0.0004798092917796638,gated-unitscope,0.75,b4c167092e5c6e0778a8a03e2f7454d99dbfd55e0af824ba0054344baa42741c
stable-local-fallback,this-work,user-certified,primary,605,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.747,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1747,1747,1.0,1.2505451989145984,0.029873299994505942,0.0006601429486775921,0.0007272614370590417,stable-local-fallback,0.0,ac38300a030135aca58f215536d7ec528614091e572e58a228409650fafe6545
unitscope-tuned,this-work,user-certified,primary,605,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.747,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3734974241556955,0.6265025758443046,1305,0,1561,2866,1.0,3.7169209972314694,0.04073960002278909,0.0003913582291544896,0.00042791368773438727,ungated-unitscope-lambda075,0.75,ac38300a030135aca58f215536d7ec528614091e572e58a228409650fafe6545
unitscope-tuned,this-work,user-certified,primary,605,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.747,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3734974241556955,0.6265025758443046,1305,0,1561,2866,1.0,3.7169209972314694,0.047643200028687716,0.0003913582291544896,0.00042791368773438727,gated-unitscope,0.75,ac38300a030135aca58f215536d7ec528614091e572e58a228409650fafe6545
stable-local-fallback,this-work,user-certified,primary,606,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1750,1750,1.0,0.913639388305094,0.029979299986734986,0.0005209993398064164,0.0005846901328514062,stable-local-fallback,0.0,4854550bb72de8e304d9d0516962bed6418ca1965a6441dd6af95540faadbc32
unitscope-tuned,this-work,user-certified,primary,606,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37857142857142856,0.6214285714285714,1325,0,1551,2876,1.0,2.6239286522854477,0.041679700021632016,0.0003776148380486809,0.0004284607090479202,ungated-unitscope-lambda075,0.75,4854550bb72de8e304d9d0516962bed6418ca1965a6441dd6af95540faadbc32
unitscope-tuned,this-work,user-certified,primary,606,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37857142857142856,0.6214285714285714,1325,0,1551,2876,1.0,2.6239286522854477,0.0574110999586992,0.0003776148380486809,0.0004284607090479202,gated-unitscope,0.75,4854550bb72de8e304d9d0516962bed6418ca1965a6441dd6af95540faadbc32
stable-local-fallback,this-work,user-certified,primary,607,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.723,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1723,1723,1.0,0.9080028943479963,0.029570599959697574,0.0004911551928732127,0.0005121028634122054,stable-local-fallback,0.0,58f45246251db973d719477109cab1598a16cf6863bf466a2f4019a432d36910
unitscope-tuned,this-work,user-certified,primary,607,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.723,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3772489843296576,0.6227510156703424,1300,0,1541,2841,1.0,2.7530156666274537,0.057728499989025295,0.0002692450574433027,0.000279568011480334,ungated-unitscope-lambda075,0.75,58f45246251db973d719477109cab1598a16cf6863bf466a2f4019a432d36910
unitscope-tuned,this-work,user-certified,primary,607,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.723,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3772489843296576,0.6227510156703424,1300,0,1541,2841,1.0,2.7530156666274537,0.056145699985791,0.0002692450574433027,0.000279568011480334,gated-unitscope,0.75,58f45246251db973d719477109cab1598a16cf6863bf466a2f4019a432d36910
stable-local-fallback,this-work,user-certified,primary,608,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.736,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1736,1736,1.0,1.0170330774269838,0.031062500027474016,0.0007525692765047032,0.0008034586533576327,stable-local-fallback,0.0,2bda487e4dd3800eb79af0ca08f62d6faea85503c2e03891626b8bfd1bbe4b1c
unitscope-tuned,this-work,user-certified,primary,608,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.736,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3747119815668203,0.6252880184331797,1301,0,1557,2858,1.0,2.9010749313395148,0.06358080002246425,0.00038223558723816356,0.00043577441509821426,ungated-unitscope-lambda075,0.75,2bda487e4dd3800eb79af0ca08f62d6faea85503c2e03891626b8bfd1bbe4b1c
unitscope-tuned,this-work,user-certified,primary,608,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.736,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3747119815668203,0.6252880184331797,1301,0,1557,2858,1.0,2.9010749313395148,0.04427830001804978,0.00038223558723816356,0.00043577441509821426,gated-unitscope,0.75,2bda487e4dd3800eb79af0ca08f62d6faea85503c2e03891626b8bfd1bbe4b1c
stable-local-fallback,this-work,user-certified,primary,609,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.0,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.759,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,0,1759,1759,1.0,1.4213382416695413,0.03360259998589754,0.0007596312490609433,0.0008089664977711279,stable-local-fallback,0.0,485f68a7cbaeb539de6138f8d416f68ad8c9d3dd372f50d28a6d726e413a6258
unitscope-tuned,this-work,user-certified,primary,609,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.759,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37606594656054576,0.6239340534394542,1323,0,1577,2900,1.0,4.044571016889208,0.042198300012387335,0.0004348708525159305,0.00046470847303773267,ungated-unitscope-lambda075,0.75,485f68a7cbaeb539de6138f8d416f68ad8c9d3dd372f50d28a6d726e413a6258
unitscope-tuned,this-work,user-certified,primary,609,c531a958ca8a4320ba6fa6e732247cf2d3961a192db3000f3cc90231923b6a57,0.75,2,4,1.0,0.75,0.5,0.75,0.5,0.75,0.759,0.5,True,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37606594656054576,0.6239340534394542,1323,0,1577,2900,1.0,4.044571016889208,0.04165679996367544,0.0004348708525159305,0.00046470847303773267,gated-unitscope,0.75,485f68a7cbaeb539de6138f8d416f68ad8c9d3dd372f50d28a6d726e413a6258
stable-local-fallback,this-work,user-certified,primary,600,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.759,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1759,0,1759,1.0,1.9934537517530089,0.03015510004479438,0.0008924879367678213,0.0008991338570404724,stable-local-fallback,0.0,a5101c8231a39ef7657478ea0dab4448cfe68087ee2def38d8d9e992bc176995
unitscope-tuned,this-work,user-certified,primary,600,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.759,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37436043206367253,0.6256395679363275,1317,1544,0,2861,1.0,4.388662549857242,0.0417623000103049,0.00046368145646369277,0.000485685332140657,ungated-unitscope-lambda075,0.75,a5101c8231a39ef7657478ea0dab4448cfe68087ee2def38d8d9e992bc176995
unitscope-tuned,this-work,user-certified,primary,600,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.759,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37436043206367253,0.6256395679363275,1317,1544,0,2861,1.0,4.388662549857242,0.041827699984423816,0.00046368145646369277,0.000485685332140657,gated-unitscope,0.75,a5101c8231a39ef7657478ea0dab4448cfe68087ee2def38d8d9e992bc176995
stable-local-fallback,this-work,user-certified,primary,601,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.755,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1755,0,1755,1.0,1.221311884571845,0.03208830003859475,0.0004776877202108935,0.0005979819678560057,stable-local-fallback,0.0,fe56dfbcc2d4a415e2064ebbfe42d336fc94f6b83f8a37dc4e98960f055f5f34
unitscope-tuned,this-work,user-certified,primary,601,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.755,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3754985754985755,0.6245014245014245,1318,1564,0,2882,1.0,2.6354539153968544,0.04192050005076453,0.0003144820211957158,0.00041509068369466003,ungated-unitscope-lambda075,0.75,fe56dfbcc2d4a415e2064ebbfe42d336fc94f6b83f8a37dc4e98960f055f5f34
unitscope-tuned,this-work,user-certified,primary,601,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.755,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3754985754985755,0.6245014245014245,1318,1564,0,2882,1.0,2.6354539153968544,0.043426499993074685,0.0003144820211957158,0.00041509068369466003,gated-unitscope,0.75,fe56dfbcc2d4a415e2064ebbfe42d336fc94f6b83f8a37dc4e98960f055f5f34
stable-local-fallback,this-work,user-certified,primary,602,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.766,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1766,0,1766,1.0,1.5618606290705235,0.03065309999510646,0.0005976588122181988,0.0006202157631161193,stable-local-fallback,0.0,e0c6163dc8a6056a230c0eeac0ae9dd07d252b2ef4094a0b7913c54b25bce034
unitscope-tuned,this-work,user-certified,primary,602,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.766,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37514156285390715,0.6248584371460929,1325,1586,0,2911,1.0,3.539753539374094,0.04205930000171065,0.0003488634366025377,0.0003743342531555959,ungated-unitscope-lambda075,0.75,e0c6163dc8a6056a230c0eeac0ae9dd07d252b2ef4094a0b7913c54b25bce034
unitscope-tuned,this-work,user-certified,primary,602,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.766,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37514156285390715,0.6248584371460929,1325,1586,0,2911,1.0,3.539753539374094,0.04318569996394217,0.0003488634366025377,0.0003743342531555959,gated-unitscope,0.75,e0c6163dc8a6056a230c0eeac0ae9dd07d252b2ef4094a0b7913c54b25bce034
stable-local-fallback,this-work,user-certified,primary,603,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.73,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1730,0,1730,1.0,1.453024872734894,0.030009599984623492,0.0006032365589219201,0.0006956797823030741,stable-local-fallback,0.0,a90342c011d05c13791437539723d4a485ea71114e9dd21be72f5723f5ec6640
unitscope-tuned,this-work,user-certified,primary,603,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.73,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37485549132947976,0.6251445086705202,1297,1552,0,2849,1.0,3.432648586777037,0.041473899967968464,0.0003625310383381968,0.000450156208557866,ungated-unitscope-lambda075,0.75,a90342c011d05c13791437539723d4a485ea71114e9dd21be72f5723f5ec6640
unitscope-tuned,this-work,user-certified,primary,603,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.73,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37485549132947976,0.6251445086705202,1297,1552,0,2849,1.0,3.432648586777037,0.041825200023595244,0.0003625310383381968,0.000450156208557866,gated-unitscope,0.75,a90342c011d05c13791437539723d4a485ea71114e9dd21be72f5723f5ec6640
stable-local-fallback,this-work,user-certified,primary,604,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.754,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1754,0,1754,1.0,1.5354370028581728,0.02946170000359416,0.000573307838618171,0.0006644104538877112,stable-local-fallback,0.0,e94943e70c1815d2debabdc71b5180782beec5a466222ef655b83e2bc2ef1f6a
unitscope-tuned,this-work,user-certified,primary,604,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.754,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3751425313568985,0.6248574686431014,1316,1570,0,2886,1.0,3.1539876409031478,0.042337499966379255,0.00038965347200060066,0.000460643688034787,ungated-unitscope-lambda075,0.75,e94943e70c1815d2debabdc71b5180782beec5a466222ef655b83e2bc2ef1f6a
unitscope-tuned,this-work,user-certified,primary,604,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.754,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3751425313568985,0.6248574686431014,1316,1570,0,2886,1.0,3.1539876409031478,0.04253350000362843,0.00038965347200060066,0.000460643688034787,gated-unitscope,0.75,e94943e70c1815d2debabdc71b5180782beec5a466222ef655b83e2bc2ef1f6a
stable-local-fallback,this-work,user-certified,primary,605,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.747,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1747,0,1747,1.0,1.6673935985527975,0.03021119994809851,0.0005584857449991321,0.0006214359971823563,stable-local-fallback,0.0,2b4158720a55c27376a65a323c540ebf01bc38f9a1fd7846a0b1306dccbf650b
unitscope-tuned,this-work,user-certified,primary,605,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.747,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3734974241556955,0.6265025758443046,1305,1561,0,2866,1.0,3.7865489511307455,0.04181229998357594,0.00037626325906547995,0.00041197940808311323,ungated-unitscope-lambda075,0.75,2b4158720a55c27376a65a323c540ebf01bc38f9a1fd7846a0b1306dccbf650b
unitscope-tuned,this-work,user-certified,primary,605,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.747,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3734974241556955,0.6265025758443046,1305,1561,0,2866,1.0,3.7865489511307455,0.043896199960727245,0.00037626325906547995,0.00041197940808311323,gated-unitscope,0.75,2b4158720a55c27376a65a323c540ebf01bc38f9a1fd7846a0b1306dccbf650b
stable-local-fallback,this-work,user-certified,primary,606,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1750,0,1750,1.0,1.2181858510734596,0.02990170003613457,0.0004487262395900359,0.0005103794623658384,stable-local-fallback,0.0,bcfa9679c3b0a65246d6cfc0c80bef27834246c8fb93c122ce7104ba529d021a
unitscope-tuned,this-work,user-certified,primary,606,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37857142857142856,0.6214285714285714,1325,1551,0,2876,1.0,2.669970586472968,0.04163780005183071,0.00036495813072640797,0.00041532283254875637,ungated-unitscope-lambda075,0.75,bcfa9679c3b0a65246d6cfc0c80bef27834246c8fb93c122ce7104ba529d021a
unitscope-tuned,this-work,user-certified,primary,606,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.37857142857142856,0.6214285714285714,1325,1551,0,2876,1.0,2.669970586472968,0.042687300010584295,0.00036495813072640797,0.00041532283254875637,gated-unitscope,0.75,bcfa9679c3b0a65246d6cfc0c80bef27834246c8fb93c122ce7104ba529d021a
stable-local-fallback,this-work,user-certified,primary,607,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.0,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.723,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,0,1723,0,1723,1.0,1.2106705257973287,0.029621299996506423,0.0004193260564082343,0.0004421512547846433,stable-local-fallback,0.0,987aa53e4c335e87606aaf7b318aa9706d6dc6999d25db35c0902a0a3c8dc4ca
unitscope-tuned,this-work,user-certified,primary,607,2301a4444cd4cb7833674888f5f2e90947d863674ede019375e3647b7c8831c8,0.75,2,6,1.0,0.75,0.5,0.75,0.5,0.75,0.723,0.5,False,0.5,0.49999999999999994,0.5,0.5000000000000001,1.0,1.0,plan-c,1.0,1.0,0.3772489843296576,0.6227510156703424,1300,1541,0,2841,1.0,2.806026939011644,0.04232210002373904,0.0002584579800970875,0.00026930512963043937,ungated-unitscope-lambda075,0.75,987aa53e4c335e87606aaf7b318aa9706d6dc6999d25db35c0902a0a3c8dc4ca
