people,records,threshold,candidate_recall,mean_candidates,retained_edges,pair_precision,pair_recall,pair_f1,components,largest_component,deletion_wur_mean_over_c,deletion_wur_p99_over_c,deletion_wur_max_over_c,max_changed_survivor_records,edge_build_seconds,evaluate_seconds
50000,100000,0.7,0.96854,76.51478,40547,0.9683743699108182,0.79918,0.875679347826087,59531,14,1.212,2.0,3.0,3.0,34.941724599993904,0.1738619999960065
50000,100000,0.8,0.96854,76.51478,35972,0.997806043101533,0.71858,0.8354804204260069,64032,4,1.262,2.0,3.0,2.0,34.941724599993904,0.16386149999743793
50000,100000,0.9,0.96854,76.51478,24816,0.9997985333225884,0.49626,0.6632895827207356,75184,3,1.5,2.0,2.0,0.0,34.941724599993904,0.14474840000912081
100000,200000,0.7,0.9609,138.98769,81755,0.8967086953092429,0.79582,0.8432574477215773,118626,74,1.233,3.0,4.0,8.0,124.47681080001348,0.3507855999923777
100000,200000,0.8,0.9609,138.98769,71805,0.9958159577425633,0.71639,0.8333023147609632,128214,5,1.284,2.0,3.0,2.0,124.47681080001348,0.35130529999150895
100000,200000,0.9,0.9609,138.98769,49554,0.9995762882853799,0.49541,0.6624811115122826,150448,4,1.515,2.0,2.0,0.0,124.47681080001348,0.3063201999902958
250000,500000,0.7,0.909168,202.835268,202289,0.7441422093122069,0.770592,0.7571361758822212,299941,178,1.257,3.0,4.0,111.0,455.21082940000633,0.8813746999949217
250000,500000,0.8,0.909168,202.835268,175322,0.9921760474550847,0.698484,0.8198207503321612,324752,6,1.303,2.0,3.0,2.0,455.21082940000633,0.8497487999993609
250000,500000,0.9,0.909168,202.835268,122386,0.9992648620391094,0.489344,0.6569680956753825,377620,4,1.487,2.0,2.0,0.0,455.21082940000633,0.7550085999973817
