B,C,H,aggregate_snr,certificate_type,certified_sensitivity,clip_fraction,comparison_tier,complete_units,config_hash,contributing_record_gradient_evaluations,dataset,delta,diagnostic_gradient_seconds,diagnostic_record_gradient_evaluations,dropped_units,effective_record_utilization,epsilon,evidence_seed,evidence_view,gradient_distortion_l2,group_gradient_evaluations,handle_users_fully_covered_fraction,handle_users_with_residual_fraction,implementation_provenance,lambda,local_atom_units,local_mixed_units,manifest_hash,mean_residual_records_per_handle_user,method,metric_name,metric_value,noise_multiplier,noise_seed,noise_sensitivity,noisy_releases,non_dummy_record_gradient_evaluations,oracle_audit_seconds,overlap_probability,partial_clip_fraction,partial_gradient_distortion_l2,partial_handle_record_fraction,partial_handle_units,patient_or_user_auprc,plan_config_hash,privacy_semantics,public_normalizer,q_record_given_handle,q_record_given_handle_pooled,q_record_given_handle_requested,q_record_total,q_user,q_user_requested,realized_overlap_fraction,record_gradient_evaluations,residual_clip_fraction,residual_gradient_distortion_l2,residual_record_fraction,run_id,sample_accuracy,scenario,schedule_seed,seed,split_seed,structural_sensitivity_bound,topology_seed,user_macro_accuracy,validation_pass,wall_time_seconds,q_user_cell,q_record_cell
6,1.0,1,0.0037878448371072592,plan-c,1.0,0.9999999988079071,primary,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,4806,femnist,1e-05,10.882045400052448,25600,1615,0.187734375,4.0,31003,controlled,0.9849023899435997,3642,0.0,1.0,this-work,1.0,0,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,handle-only-drop-residual,user_macro_accuracy,0.20420454545454547,9.214933748786253,71005,1.0,50,4806,0.06799540003703441,0.5,0.9999999988079071,0.21484784249216318,0.187734375,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.0,0.8275680603086948,0.0,1deb80bcab872a733cdcfd23d7320fa17b507d9f655b1b7be7ab59a264960eae,0.20457751998745885,custom,31008,4,31001,1.0,31002,0.20420454545454547,True,15.838205699910759,0.25,0.75
6,1.0,1,0.0036091550857923894,plan-c,1.0,0.9999999928474427,diagnostic,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,1.033771394342184,20558,0.0,1.0,this-work,0.9,1615,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.10717329545454544,9.214933748786253,61005,1.0,50,25600,0.07497660013905261,0.5,0.9999999988079071,0.22537931583821774,0.1886328125,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.9999999964237213,0.8591126972436904,0.8113671875,4708f514b66b3f38e85beb556a811a5d6af1a71361250380e3935acb300adf40,0.10722683806239222,custom,31007,3,31001,1.0,31002,0.10717329545454544,True,15.906666299866629,0.25,0.75
6,1.0,1,0.0038046345167965447,plan-c,1.0,0.9999999988079071,primary,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,4820,femnist,1e-05,10.924953399982769,25600,1615,0.18828125,4.0,31003,controlled,0.990824638158083,3666,0.0,1.0,this-work,1.0,0,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,handle-only-drop-residual,user_macro_accuracy,0.1741619318181818,9.214933748786253,41005,1.0,50,4820,0.07012670001131482,0.5,0.9999999988079071,0.20489957895129918,0.18828125,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.0,0.8350882670283317,0.0,478e543e6e4f578662e22b7980a0b4a4e58d2093d17e2398f86558835797059f,0.17353817212729267,custom,31005,1,31001,1.0,31002,0.1741619318181818,True,15.82479830000375,0.25,0.75
6,1.0,1,0.00364574738857239,plan-c,1.0,0.9999999964237213,primary,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,4883,femnist,1e-05,10.901060100033646,25600,1615,0.1907421875,4.0,31003,controlled,0.7852307350933552,3726,0.0,1.0,this-work,1.0,0,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,handle-only-drop-residual,user_macro_accuracy,0.16511363636363638,9.214933748786253,51005,1.0,50,4883,0.07206519998726435,0.5,0.9999999964237213,0.17469020940363408,0.1907421875,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.0,0.6567696623504162,0.0,4f541fecb1ee55f0621d92d6a52dd864b7b9e088201f534d354613fdf673d4cb,0.16475936667189214,custom,31006,2,31001,1.0,31002,0.16511363636363638,True,16.049707999976818,0.25,0.75
6,1.0,1,0.003542485940237976,plan-c,1.0,0.9999999964237213,diagnostic,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.9828852184116841,20520,0.0,1.0,this-work,0.9,1615,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.20092329545454546,9.214933748786253,71005,1.0,50,25600,0.0708957000169903,0.5,0.9999999988079071,0.21679578825831414,0.187734375,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.999999989271164,0.8241446252167225,0.812265625,58aeb61e87ec78547118ba368fb722c632f3ec507ec4949130d79987a641a0a1,0.20128546794168364,custom,31008,4,31001,1.0,31002,0.20092329545454546,True,15.861691899975995,0.25,0.75
6,1.0,1,0.003847090467364918,plan-c,1.0,0.9999999988079071,primary,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,4829,femnist,1e-05,11.025125499945716,25600,1615,0.1886328125,4.0,31003,controlled,1.0292310793697834,3657,0.0,1.0,this-work,1.0,0,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,handle-only-drop-residual,user_macro_accuracy,0.10623579545454545,9.214933748786253,61005,1.0,50,4829,0.06983860005857423,0.5,0.9999999988079071,0.22131032273173332,0.1886328125,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.0,0.8579646365344524,0.0,7557794e6ea75a2a5de74b53a1df80406b6f80156a3e37cb100f0106ac511396,0.10628625176359931,custom,31007,3,31001,1.0,31002,0.10623579545454545,True,15.818926699997974,0.25,0.75
6,1.0,1,0.003562773980675437,plan-c,1.0,0.9999999964237213,diagnostic,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.9899633553624153,20454,0.0,1.0,this-work,0.9,1615,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.1740056818181818,9.214933748786253,41005,1.0,50,25600,0.06868589998339303,0.5,0.9999999988079071,0.20692211084067821,0.18828125,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.9999999928474427,0.8325943344831467,0.81171875,7eaf57fa77cad920bc17dd0108ee6e03f111e4e82fb04d241b64d4b01c52932c,0.17338140774416053,custom,31005,1,31001,1.0,31002,0.1740056818181818,True,15.921909400014556,0.25,0.75
6,1.0,1,0.0038200881692590006,plan-c,1.0,0.9999999976158143,primary,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,4819,femnist,1e-05,10.345912899982068,25600,1615,0.1882421875,4.0,31003,controlled,0.7769137851893901,3668,0.0,1.0,this-work,1.0,0,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,handle-only-drop-residual,user_macro_accuracy,0.1996306818181818,9.214933748786253,31005,1.0,50,4819,0.06451390002621338,0.5,0.9999999976158143,0.1674068208783865,0.1882421875,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.0,0.653155835866928,0.0,8fd13c118d3d8f46ed7fd4f806e2977fc0bf3fdb49daefa31966d2b7f8796414,0.1990907665778335,custom,31004,0,31001,1.0,31002,0.1996306818181818,True,16.777101799991215,0.25,0.75
6,1.0,1,0.0033914609359347605,plan-c,1.0,0.9999999988079071,diagnostic,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.785117534250021,20411,0.0,1.0,this-work,0.9,1615,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.16901988636363638,9.214933748786253,51005,1.0,50,25600,0.06769440000061877,0.5,0.9999999964237213,0.17646987713873385,0.1907421875,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.9999999928474427,0.6551515491306782,0.8092578125,b015ae032ecac79b8e32ae807f80667dece131b11b3c2dd7f6e956777b4d8980,0.16867847625019597,custom,31006,2,31001,1.0,31002,0.16901988636363638,True,15.853057899992564,0.25,0.75
6,1.0,1,0.0035828377165336013,plan-c,1.0,0.9999999976158143,diagnostic,0,2d12a8e570a4d9ae7e2c0a5de272d689738333cbae43b684b25c4718c803f24c,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.783611886948347,20576,0.0,1.0,this-work,0.9,1615,0,ecb75eebc3a78e379976435c92816440f70027bdf214c08b1b78fedd883b009c,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.1952556818181818,9.214933748786253,31005,1.0,50,25600,0.06974819995230064,0.5,0.9999999976158143,0.17057508017867803,0.1882421875,162,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499502190362406,0.7499517653868416,0.75,0.18689297047793058,0.24923076923076923,0.25,0.5,25600,0.9999999916553497,0.6565734550356865,0.8117578125,d28a6127745f4f00ec06f54383e643d9a55675ea308a7a6cf841cf8fe5b218db,0.19470136385013326,custom,31004,0,31001,1.0,31002,0.1952556818181818,True,15.967948800054728,0.25,0.75
6,1.0,1,0.003223540258096728,plan-c,1.0,0.9999999940395355,primary,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,3252,femnist,1e-05,9.930727900020429,25600,1657,0.12703125,4.0,31003,controlled,1.0713761891424656,2976,0.0,1.0,this-work,1.0,0,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.10561079545454545,9.214933748786253,61005,1.0,50,3252,0.06954449997283518,0.5,0.9999999940395355,0.17208366887643933,0.12703125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.0,0.9412275928258896,0.0,0c8b8e99ac4714104bd6acf70a515ccceb29de77ceb93c0975e49709f1e078ab,0.1056591942310707,custom,31007,3,31001,1.0,31002,0.10561079545454545,True,14.709564900011173,0.5,0.25
6,1.0,1,0.0030424873364520984,plan-c,1.0,0.9999999713897705,diagnostic,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,1.0763118545711041,21401,0.0,1.0,this-work,0.9,1657,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,unitscope-lambda-sweep,user_macro_accuracy,0.10529829545454544,9.214933748786253,61005,1.0,50,25600,0.06676640000659972,0.5,0.9999999940395355,0.17478603221476077,0.12703125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.9999999964237213,0.9438473352789879,0.87296875,11cb36685cfda1d5183ef4837ccf3c073a33faaf223716c7317d82f9446204e3,0.10534566546480639,custom,31007,3,31001,1.0,31002,0.10529829545454544,True,14.496707700003753,0.5,0.25
6,1.0,1,0.003122946902894457,plan-c,1.0,0.9999999773502349,diagnostic,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.8669162651896477,21403,0.0,1.0,this-work,0.9,1657,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,unitscope-lambda-sweep,user_macro_accuracy,0.1793181818181818,9.214933748786253,31005,1.0,50,25600,0.18805309999152087,0.5,0.9999999868869781,0.13379644902423024,0.1244921875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.9999999976158143,0.7716592012345791,0.8755078125,3b19682f4a15647cb19a120313b5639d61d27a6518e536bb5978f6702b2d5b7e,0.1787113967706537,custom,31004,0,31001,1.0,31002,0.1793181818181818,True,14.582711000010022,0.5,0.25
6,1.0,1,0.003038270050621885,plan-c,1.0,0.9999999845027924,diagnostic,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,1.0166721116006374,21259,0.0,1.0,this-work,0.9,1657,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,unitscope-lambda-sweep,user_macro_accuracy,0.15686079545454545,9.214933748786253,41005,1.0,50,25600,0.06977250000636559,0.5,0.9999999964237213,0.1524217570386827,0.12390625,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.9999999952316284,0.9059127280116082,0.87609375,3c1065d3c768deb51709391a75f08c713cb06d0c729b3774f0c5060ef6ba4abe,0.1570779118984167,custom,31005,1,31001,1.0,31002,0.15686079545454545,True,14.545915599985165,0.5,0.25
6,1.0,1,0.003309986208594198,plan-c,1.0,0.9999999868869781,primary,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,3187,femnist,1e-05,9.730408000061288,25600,1657,0.1244921875,4.0,31003,controlled,0.8680291885137558,2904,0.0,1.0,this-work,1.0,0,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.1821306818181818,9.214933748786253,31005,1.0,50,3187,0.06317519993172027,0.5,0.9999999868869781,0.13191997602581979,0.1244921875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.0,0.7741148054599762,0.0,4ccc66e8d1b8399d9a7c1bc4a5ffa44de7867b99dfc730a3d80798454327b259,0.18153315566703246,custom,31004,0,31001,1.0,31002,0.1821306818181818,True,15.978590099999565,0.5,0.25
6,1.0,1,0.0031771188698347503,plan-c,1.0,0.9999999868869781,primary,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,3258,femnist,1e-05,10.055737100061378,25600,1657,0.127265625,4.0,31003,controlled,0.8330853536725045,2974,0.0,1.0,this-work,1.0,0,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.1451278409090909,9.214933748786253,51005,1.0,50,3258,0.06809140006953385,0.5,0.9999999868869781,0.13555207794532179,0.127265625,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.0,0.7388206045329571,0.0,70b15fcdb4ac955cb9c96ade62f1439d5222ccea409e8825731bd7d90a14d1be,0.14500705439724096,custom,31006,2,31001,1.0,31002,0.1451278409090909,True,14.588482299877796,0.5,0.25
6,1.0,1,0.0029754711239769745,plan-c,1.0,0.9999999940395355,diagnostic,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.8256021147966385,21243,0.0,1.0,this-work,0.9,1657,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,unitscope-lambda-sweep,user_macro_accuracy,0.1471590909090909,9.214933748786253,51005,1.0,50,25600,0.0711639000219293,0.5,0.9999999868869781,0.13667909206822515,0.127265625,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.9999999964237213,0.7311051343381405,0.872734375,7ec0263bb4fecb8369d887c6b6106cff67172e2f2c8c9659bcb4150ee0d6fb12,0.14704499137795893,custom,31006,2,31001,1.0,31002,0.1471590909090909,True,14.677594299981138,0.5,0.25
6,1.0,1,0.00298481630196302,plan-c,1.0,0.9999999773502349,diagnostic,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,1.0349884462356567,21379,0.0,1.0,this-work,0.9,1657,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,unitscope-lambda-sweep,user_macro_accuracy,0.14623579545454546,9.214933748786253,71005,1.0,50,25600,0.06784269999479875,0.5,0.9999999904632568,0.16425294049084185,0.1239453125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.9999999964237213,0.9244105777144432,0.8760546875,8a6e0cc5596574357278f7984618e9e5137155bdc89e47e096b4547f73560eee,0.1464179338454303,custom,31008,4,31001,1.0,31002,0.14623579545454546,True,14.807944800006226,0.5,0.25
6,1.0,1,0.0032182907135260806,plan-c,1.0,0.9999999964237213,primary,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,3172,femnist,1e-05,10.05046240001684,25600,1657,0.12390625,4.0,31003,controlled,1.0245691289007663,2910,0.0,1.0,this-work,1.0,0,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.15186079545454545,9.214933748786253,41005,1.0,50,3172,0.06536929997673724,0.5,0.9999999964237213,0.15134697886183857,0.12390625,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.0,0.9141779659688473,0.0,b7f6f229b864cbd582b48d6e6db7d349e94a43261990a964ef0b3c5f97a532e4,0.1520614516381878,custom,31005,1,31001,1.0,31002,0.15186079545454545,True,14.622913400016841,0.5,0.25
6,1.0,1,0.003170617457454508,plan-c,1.0,0.9999999904632568,primary,0,83f60c1a8b6c648a517966ffa42caa1784e8e0a1ee6547ac6d58b25df0e157ed,3173,femnist,1e-05,9.902389399998356,25600,1657,0.1239453125,4.0,31003,controlled,1.0422474387288094,2910,0.0,1.0,this-work,1.0,0,0,b6d8059a8d9fb8f31bde9417114ff0c0a17f81a0b0c03808d9372f3d0f4d4815,23.993846153846153,handle-only-drop-residual,user_macro_accuracy,0.14357954545454546,9.214933748786253,71005,1.0,50,3173,0.06910949999291915,0.5,0.9999999904632568,0.16307315832003952,0.1239453125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.25004962779156326,0.2500480861704174,0.25,0.12501202038657563,0.5,0.5,0.5,25600,0.0,0.9317734947800637,0.0,f8302135528fa3a4fb688e15991c795b5aa666ff3cbe4f7b698e2dd0c3fd9882,0.14375293933218372,custom,31008,4,31001,1.0,31002,0.14357954545454546,True,14.628031900007045,0.5,0.25
6,1.0,1,0.005864938763383276,plan-c,1.0,0.9999999940395355,primary,0,be091665d37cce051854e90b780b9cc155ede46d982ab6e7d3ec915d44531004,9765,femnist,1e-05,10.159513300066465,25600,1575,0.3814453125,4.0,31003,controlled,0.7202163082361221,7409,0.0,1.0,this-work,1.0,0,0,db33fcef2ac137db438c11075fc66a186155921d689e48b39d4619925563278d,8.0,handle-only-drop-residual,user_macro_accuracy,0.22808238636363637,9.214933748786253,51005,1.0,50,9765,0.1794097000383772,0.5,0.9999999940395355,0.2901074782013893,0.3814453125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499503722084367,0.7499519138295826,0.75,0.37493989806712186,0.5,0.5,0.5,25600,0.0,0.48770617380738257,0.0,0a26df71a83b5d3e884f27f61f42e8c1b68652a6574deddb8930e405c7c80b38,0.22793541307414955,custom,31006,2,31001,1.0,31002,0.22808238636363637,True,14.71191549989453,0.5,0.75
6,1.0,1,0.005643103856243613,plan-c,1.0,0.9999999928474427,diagnostic,0,be091665d37cce051854e90b780b9cc155ede46d982ab6e7d3ec915d44531004,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.8054882392287255,20532,0.0,1.0,this-work,0.9,1575,0,db33fcef2ac137db438c11075fc66a186155921d689e48b39d4619925563278d,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.2029119318181818,9.214933748786253,41005,1.0,50,25600,0.18506550003075972,0.5,0.9999999952316284,0.32334650203585624,0.3714453125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499503722084367,0.7499519138295826,0.75,0.37493989806712186,0.5,0.5,0.5,25600,0.9999999988079071,0.5426125831902027,0.6285546875,223a00b70fd7f78b1f9714ef060bec19fadbf40f084f27d53f6d720060da1c26,0.2023828186236087,custom,31005,1,31001,1.0,31002,0.2029119318181818,True,14.723882799968123,0.5,0.75
6,1.0,1,0.005844454602125971,plan-c,1.0,0.9999999928474427,primary,0,be091665d37cce051854e90b780b9cc155ede46d982ab6e7d3ec915d44531004,9661,femnist,1e-05,10.095677300036186,25600,1575,0.3773828125,4.0,31003,controlled,0.906462380439043,7354,0.0,1.0,this-work,1.0,0,0,db33fcef2ac137db438c11075fc66a186155921d689e48b39d4619925563278d,8.0,handle-only-drop-residual,user_macro_accuracy,0.11982954545454545,9.214933748786253,61005,1.0,50,9661,0.0674892999813892,0.5,0.9999999928474427,0.3666055445373058,0.3773828125,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499503722084367,0.7499519138295826,0.75,0.37493989806712186,0.5,0.5,0.5,25600,0.0,0.5971366988122463,0.0,22adfe347ecd7ec3cde157d6bd4f8462a894191bfcd968107dba9019810944bc,0.11992475309609657,custom,31007,3,31001,1.0,31002,0.11982954545454545,True,14.762372499986668,0.5,0.75
6,1.0,1,0.005500484132484737,plan-c,1.0,0.9999999928474427,diagnostic,0,be091665d37cce051854e90b780b9cc155ede46d982ab6e7d3ec915d44531004,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.8946143442392349,20583,0.0,1.0,this-work,0.9,1575,0,db33fcef2ac137db438c11075fc66a186155921d689e48b39d4619925563278d,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.2893465909090909,9.214933748786253,71005,1.0,50,25600,0.0672113999753492,0.5,0.9999999940395355,0.3593472223728895,0.376875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499503722084367,0.7499519138295826,0.75,0.37493989806712186,0.5,0.5,0.5,25600,0.9999999988079071,0.6034662497043609,0.623125,4056bb6eb7e8dc5e645dff879a5645161e470a073407e9a93e4586a2acf075e5,0.2897005800282176,custom,31008,4,31001,1.0,31002,0.2893465909090909,True,14.679766800021753,0.5,0.75
6,1.0,1,0.005324154798788654,plan-c,1.0,0.9999999988079071,diagnostic,0,be091665d37cce051854e90b780b9cc155ede46d982ab6e7d3ec915d44531004,25600,femnist,1e-05,0.0,0,0,1.0,4.0,31003,controlled,0.6647073785960674,20622,0.0,1.0,this-work,0.9,1575,0,db33fcef2ac137db438c11075fc66a186155921d689e48b39d4619925563278d,8.0,unitscope-lambda-sweep,user_macro_accuracy,0.2437215909090909,9.214933748786253,31005,1.0,50,25600,0.06567859995993786,0.5,0.9999999940395355,0.26187392946332694,0.3773046875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499503722084367,0.7499519138295826,0.75,0.37493989806712186,0.5,0.5,0.5,25600,0.9999999976158143,0.4526299099624157,0.6226953125,5119c684dc78835a85d6426c964325ed2c71a6eea8108ebc078252770bdc6da3,0.2439253801536291,custom,31004,0,31001,1.0,31002,0.2437215909090909,True,14.692194100047345,0.5,0.75
6,1.0,1,0.005954650488075164,plan-c,1.0,0.9999999940395355,primary,0,be091665d37cce051854e90b780b9cc155ede46d982ab6e7d3ec915d44531004,9648,femnist,1e-05,9.999649599878467,25600,1575,0.376875,4.0,31003,controlled,0.8994632372260094,7346,0.0,1.0,this-work,1.0,0,0,db33fcef2ac137db438c11075fc66a186155921d689e48b39d4619925563278d,8.0,handle-only-drop-residual,user_macro_accuracy,0.3002840909090909,9.214933748786253,71005,1.0,50,9648,0.06706690005376004,0.5,0.9999999940395355,0.357382419295609,0.376875,325,,85e2c0f67dd26b6eb06bd8a9d1355cd162f47ba512379568bb155acfe11a2c54,user-certified,512.0,0.7499503722084367,0.7499519138295826,0.75,0.37493989806712186,0.5,0.5,0.5,25600,0.0,0.6102712893486023,0.0,5f526ad6cc2267026181eee0c7a654df6399c076f8b4b2a8649ea7a00d8ee74f,0.30067408684746827,custom,31008,4,31001,1.0,31002,0.3002840909090909,True,14.496915700059617,0.5,0.75
