"family","dataset","dirichlet_alpha","seed","method","round","metric_name","metric_value"
"credible-accuracy-epsilon8-v1","synthea","","120","handle-only-drop-residual","20","patient_or_user_auprc","0.17976345504655133"
"credible-accuracy-epsilon8-v1","synthea","","120","handle-only-drop-residual","30","patient_or_user_auprc","0.18834903388859303"
"credible-accuracy-epsilon8-v1","synthea","","120","handle-only-drop-residual","40","patient_or_user_auprc","0.20180625800053176"
"credible-accuracy-epsilon8-v1","synthea","","120","handle-only-drop-residual","50","patient_or_user_auprc","0.21533966350024372"
"credible-accuracy-epsilon8-v1","synthea","","120","naive-recalibrated-2c","0","patient_or_user_auprc","0.183951051334389"
"credible-accuracy-epsilon8-v1","synthea","","120","naive-recalibrated-2c","10","patient_or_user_auprc","0.1753585339107689"
"credible-accuracy-epsilon8-v1","synthea","","120","naive-recalibrated-2c","20","patient_or_user_auprc","0.1812815427235596"
"credible-accuracy-epsilon8-v1","synthea","","120","naive-recalibrated-2c","30","patient_or_user_auprc","0.19282384972587924"
"credible-accuracy-epsilon8-v1","synthea","","120","naive-recalibrated-2c","40","patient_or_user_auprc","0.21464623655494658"
"credible-accuracy-epsilon8-v1","synthea","","120","naive-recalibrated-2c","50","patient_or_user_auprc","0.22679020073436648"
"credible-accuracy-epsilon8-v1","synthea","","120","stable-local-fallback","0","patient_or_user_auprc","0.183951051334389"
"credible-accuracy-epsilon8-v1","synthea","","120","stable-local-fallback","10","patient_or_user_auprc","0.17262979346928092"
"credible-accuracy-epsilon8-v1","synthea","","120","stable-local-fallback","20","patient_or_user_auprc","0.17280811092811843"
"credible-accuracy-epsilon8-v1","synthea","","120","stable-local-fallback","30","patient_or_user_auprc","0.1755683130854848"
"credible-accuracy-epsilon8-v1","synthea","","120","stable-local-fallback","40","patient_or_user_auprc","0.17800275815389216"
"credible-accuracy-epsilon8-v1","synthea","","120","stable-local-fallback","50","patient_or_user_auprc","0.178311204474254"
"credible-accuracy-epsilon8-v1","synthea","","121","unitscope-lambda-sweep","0","patient_or_user_auprc","0.23102452773658883"
"credible-accuracy-epsilon8-v1","synthea","","121","unitscope-lambda-sweep","10","patient_or_user_auprc","0.1899775630034741"
"credible-accuracy-epsilon8-v1","synthea","","121","unitscope-lambda-sweep","20","patient_or_user_auprc","0.20282236738732184"
"credible-accuracy-epsilon8-v1","synthea","","121","unitscope-lambda-sweep","30","patient_or_user_auprc","0.2131918040011846"
"credible-accuracy-epsilon8-v1","synthea","","121","unitscope-lambda-sweep","40","patient_or_user_auprc","0.2227804495407401"
"credible-accuracy-epsilon8-v1","synthea","","121","unitscope-lambda-sweep","50","patient_or_user_auprc","0.2501168623655725"
"credible-accuracy-epsilon8-v1","synthea","","121","naive-recalibrated-2c","0","patient_or_user_auprc","0.23102452773658883"
"credible-accuracy-epsilon8-v1","synthea","","121","naive-recalibrated-2c","10","patient_or_user_auprc","0.18583626341406143"
"credible-accuracy-epsilon8-v1","synthea","","121","naive-recalibrated-2c","20","patient_or_user_auprc","0.200145859638803"
"credible-accuracy-epsilon8-v1","synthea","","121","naive-recalibrated-2c","30","patient_or_user_auprc","0.22488202183560307"
"credible-accuracy-epsilon8-v1","synthea","","121","naive-recalibrated-2c","40","patient_or_user_auprc","0.24649287432517247"
"credible-accuracy-epsilon8-v1","synthea","","121","naive-recalibrated-2c","50","patient_or_user_auprc","0.26702483993457704"
"credible-accuracy-epsilon8-v1","synthea","","121","handle-only-drop-residual","0","patient_or_user_auprc","0.23102452773658883"
"credible-accuracy-epsilon8-v1","synthea","","121","handle-only-drop-residual","10","patient_or_user_auprc","0.19106229106779038"
"credible-accuracy-epsilon8-v1","synthea","","121","handle-only-drop-residual","20","patient_or_user_auprc","0.2057145524502133"
"credible-accuracy-epsilon8-v1","synthea","","121","handle-only-drop-residual","30","patient_or_user_auprc","0.21806904995963516"
"credible-accuracy-epsilon8-v1","synthea","","121","handle-only-drop-residual","40","patient_or_user_auprc","0.23033425036206767"
"credible-accuracy-epsilon8-v1","synthea","","121","handle-only-drop-residual","50","patient_or_user_auprc","0.25412967512082546"
"credible-accuracy-epsilon8-v1","synthea","","121","stable-local-fallback","0","patient_or_user_auprc","0.23102452773658883"
"credible-accuracy-epsilon8-v1","synthea","","121","stable-local-fallback","10","patient_or_user_auprc","0.17940913295510968"
"credible-accuracy-epsilon8-v1","synthea","","121","stable-local-fallback","20","patient_or_user_auprc","0.18676260618079088"
"credible-accuracy-epsilon8-v1","synthea","","121","stable-local-fallback","30","patient_or_user_auprc","0.19206696785728994"
"credible-accuracy-epsilon8-v1","synthea","","121","stable-local-fallback","40","patient_or_user_auprc","0.19713383365822912"
"credible-accuracy-epsilon8-v1","synthea","","121","stable-local-fallback","50","patient_or_user_auprc","0.20013968894282558"
"credible-accuracy-epsilon8-v1","synthea","","122","naive-recalibrated-2c","0","patient_or_user_auprc","0.23008426088357334"
"credible-accuracy-epsilon8-v1","synthea","","122","naive-recalibrated-2c","10","patient_or_user_auprc","0.22282054112702093"
"credible-accuracy-epsilon8-v1","synthea","","122","naive-recalibrated-2c","20","patient_or_user_auprc","0.2279591239087287"
"credible-accuracy-epsilon8-v1","synthea","","122","naive-recalibrated-2c","30","patient_or_user_auprc","0.21983011744723335"
"credible-accuracy-epsilon8-v1","synthea","","122","naive-recalibrated-2c","40","patient_or_user_auprc","0.22860504751134628"
"credible-accuracy-epsilon8-v1","synthea","","122","naive-recalibrated-2c","50","patient_or_user_auprc","0.2584107817327689"
"credible-accuracy-epsilon8-v1","synthea","","122","stable-local-fallback","0","patient_or_user_auprc","0.23008426088357334"
"credible-accuracy-epsilon8-v1","synthea","","122","stable-local-fallback","10","patient_or_user_auprc","0.21836095151507312"
"credible-accuracy-epsilon8-v1","synthea","","122","stable-local-fallback","20","patient_or_user_auprc","0.19405729654394924"
"credible-accuracy-epsilon8-v1","synthea","","122","stable-local-fallback","30","patient_or_user_auprc","0.18912721909715619"
"credible-accuracy-epsilon8-v1","synthea","","122","stable-local-fallback","40","patient_or_user_auprc","0.19110202498617265"
"credible-accuracy-epsilon8-v1","synthea","","122","stable-local-fallback","50","patient_or_user_auprc","0.19042317253368973"
"credible-accuracy-epsilon8-v1","synthea","","122","handle-only-drop-residual","0","patient_or_user_auprc","0.23008426088357334"
"credible-accuracy-epsilon8-v1","synthea","","122","handle-only-drop-residual","10","patient_or_user_auprc","0.22316536823998856"
"credible-accuracy-epsilon8-v1","synthea","","122","handle-only-drop-residual","20","patient_or_user_auprc","0.23099543706889153"
"credible-accuracy-epsilon8-v1","synthea","","122","handle-only-drop-residual","30","patient_or_user_auprc","0.23380429569136485"
"credible-accuracy-epsilon8-v1","synthea","","122","handle-only-drop-residual","40","patient_or_user_auprc","0.2425229217926787"
"credible-accuracy-epsilon8-v1","synthea","","122","handle-only-drop-residual","50","patient_or_user_auprc","0.27382085044945337"
"credible-accuracy-epsilon8-v1","synthea","","122","unitscope-lambda-sweep","0","patient_or_user_auprc","0.23008426088357334"
"credible-accuracy-epsilon8-v1","synthea","","122","unitscope-lambda-sweep","10","patient_or_user_auprc","0.21943416372282107"
"credible-accuracy-epsilon8-v1","synthea","","122","unitscope-lambda-sweep","20","patient_or_user_auprc","0.228761000065689"
"credible-accuracy-epsilon8-v1","synthea","","122","unitscope-lambda-sweep","30","patient_or_user_auprc","0.2241503932179066"
"credible-accuracy-epsilon8-v1","synthea","","122","unitscope-lambda-sweep","40","patient_or_user_auprc","0.2369065172075881"
"credible-accuracy-epsilon8-v1","synthea","","122","unitscope-lambda-sweep","50","patient_or_user_auprc","0.2677331064277333"
"credible-accuracy-epsilon8-v1","synthea","","123","unitscope-lambda-sweep","0","patient_or_user_auprc","0.23527480748750124"
"credible-accuracy-epsilon8-v1","synthea","","123","unitscope-lambda-sweep","10","patient_or_user_auprc","0.24282317171752132"
"credible-accuracy-epsilon8-v1","synthea","","123","unitscope-lambda-sweep","20","patient_or_user_auprc","0.25003872314715164"
"credible-accuracy-epsilon8-v1","synthea","","123","unitscope-lambda-sweep","30","patient_or_user_auprc","0.25554448435574273"
"credible-accuracy-epsilon8-v1","synthea","","123","unitscope-lambda-sweep","40","patient_or_user_auprc","0.2565069595644712"
"credible-accuracy-epsilon8-v1","synthea","","123","unitscope-lambda-sweep","50","patient_or_user_auprc","0.26039685426178233"
"credible-accuracy-epsilon8-v1","synthea","","123","naive-recalibrated-2c","0","patient_or_user_auprc","0.23527480748750124"
"credible-accuracy-epsilon8-v1","synthea","","123","naive-recalibrated-2c","10","patient_or_user_auprc","0.2432133854989288"
"credible-accuracy-epsilon8-v1","synthea","","123","naive-recalibrated-2c","20","patient_or_user_auprc","0.25261976161934246"
"credible-accuracy-epsilon8-v1","synthea","","123","naive-recalibrated-2c","30","patient_or_user_auprc","0.26179892641640706"
"credible-accuracy-epsilon8-v1","synthea","","123","naive-recalibrated-2c","40","patient_or_user_auprc","0.26118132404323346"
"credible-accuracy-epsilon8-v1","synthea","","123","naive-recalibrated-2c","50","patient_or_user_auprc","0.2634273666286874"
"credible-accuracy-epsilon8-v1","synthea","","123","handle-only-drop-residual","0","patient_or_user_auprc","0.23527480748750124"
"credible-accuracy-epsilon8-v1","synthea","","123","handle-only-drop-residual","10","patient_or_user_auprc","0.2441577397613805"
"credible-accuracy-epsilon8-v1","synthea","","123","handle-only-drop-residual","20","patient_or_user_auprc","0.25206823323681393"
"credible-accuracy-epsilon8-v1","synthea","","123","handle-only-drop-residual","30","patient_or_user_auprc","0.25733055532443816"
"credible-accuracy-epsilon8-v1","synthea","","123","handle-only-drop-residual","40","patient_or_user_auprc","0.2587979260337936"
"credible-accuracy-epsilon8-v1","synthea","","123","handle-only-drop-residual","50","patient_or_user_auprc","0.26252904269239835"
"credible-accuracy-epsilon8-v1","synthea","","123","stable-local-fallback","0","patient_or_user_auprc","0.23527480748750124"
"credible-accuracy-epsilon8-v1","synthea","","123","stable-local-fallback","10","patient_or_user_auprc","0.2420926697233222"
"credible-accuracy-epsilon8-v1","synthea","","123","stable-local-fallback","20","patient_or_user_auprc","0.23893666825358145"
"credible-accuracy-epsilon8-v1","synthea","","123","stable-local-fallback","30","patient_or_user_auprc","0.23873884925701916"
"credible-accuracy-epsilon8-v1","synthea","","123","stable-local-fallback","40","patient_or_user_auprc","0.24109269055054194"
"credible-accuracy-epsilon8-v1","synthea","","123","stable-local-fallback","50","patient_or_user_auprc","0.24259252763451114"
"credible-accuracy-epsilon8-v1","synthea","","124","handle-only-drop-residual","0","patient_or_user_auprc","0.23966343595677303"
"credible-accuracy-epsilon8-v1","synthea","","124","handle-only-drop-residual","10","patient_or_user_auprc","0.24136176199760484"
"credible-accuracy-epsilon8-v1","synthea","","124","handle-only-drop-residual","20","patient_or_user_auprc","0.23204763241233947"
"credible-accuracy-epsilon8-v1","synthea","","124","handle-only-drop-residual","30","patient_or_user_auprc","0.2339512521989861"
"credible-accuracy-epsilon8-v1","synthea","","124","handle-only-drop-residual","40","patient_or_user_auprc","0.2394567004547986"
"credible-accuracy-epsilon8-v1","synthea","","124","handle-only-drop-residual","50","patient_or_user_auprc","0.24763053902939552"
"credible-accuracy-epsilon8-v1","synthea","","124","stable-local-fallback","0","patient_or_user_auprc","0.23966343595677303"
"credible-accuracy-epsilon8-v1","synthea","","124","stable-local-fallback","10","patient_or_user_auprc","0.24943701441892657"
"credible-accuracy-epsilon8-v1","synthea","","124","stable-local-fallback","20","patient_or_user_auprc","0.22820135100252872"
"credible-accuracy-epsilon8-v1","synthea","","124","stable-local-fallback","30","patient_or_user_auprc","0.21710944430505336"
"credible-accuracy-epsilon8-v1","synthea","","124","stable-local-fallback","40","patient_or_user_auprc","0.22938358434395473"
"credible-accuracy-epsilon8-v1","synthea","","124","stable-local-fallback","50","patient_or_user_auprc","0.2370114821452431"
"credible-accuracy-epsilon8-v1","synthea","","124","naive-recalibrated-2c","0","patient_or_user_auprc","0.23966343595677303"
"credible-accuracy-epsilon8-v1","synthea","","124","naive-recalibrated-2c","10","patient_or_user_auprc","0.2510471504604886"
"credible-accuracy-epsilon8-v1","synthea","","124","naive-recalibrated-2c","20","patient_or_user_auprc","0.2300950108122292"
"credible-accuracy-epsilon8-v1","synthea","","124","naive-recalibrated-2c","30","patient_or_user_auprc","0.2316650742997447"
"credible-accuracy-epsilon8-v1","synthea","","124","naive-recalibrated-2c","40","patient_or_user_auprc","0.23521450532438937"
"credible-accuracy-epsilon8-v1","synthea","","124","naive-recalibrated-2c","50","patient_or_user_auprc","0.2543025337580458"
"credible-accuracy-epsilon8-v1","synthea","","124","unitscope-lambda-sweep","0","patient_or_user_auprc","0.23966343595677303"
"credible-accuracy-epsilon8-v1","synthea","","124","unitscope-lambda-sweep","10","patient_or_user_auprc","0.23979205700832362"
"credible-accuracy-epsilon8-v1","synthea","","124","unitscope-lambda-sweep","20","patient_or_user_auprc","0.23145282698197733"
"credible-accuracy-epsilon8-v1","synthea","","124","unitscope-lambda-sweep","30","patient_or_user_auprc","0.2323183495665615"
"credible-accuracy-epsilon8-v1","synthea","","124","unitscope-lambda-sweep","40","patient_or_user_auprc","0.2382705817473724"
"credible-accuracy-epsilon8-v1","synthea","","124","unitscope-lambda-sweep","50","patient_or_user_auprc","0.24719323158509848"
"credible-accuracy-epsilon8-v1","synthea","","125","handle-only-drop-residual","0","patient_or_user_auprc","0.18685377930899555"
"credible-accuracy-epsilon8-v1","synthea","","125","handle-only-drop-residual","10","patient_or_user_auprc","0.2025402839472749"
"credible-accuracy-epsilon8-v1","synthea","","125","handle-only-drop-residual","20","patient_or_user_auprc","0.19076037567951143"
"credible-accuracy-epsilon8-v1","synthea","","125","handle-only-drop-residual","30","patient_or_user_auprc","0.20220164238721658"
"credible-accuracy-epsilon8-v1","synthea","","125","handle-only-drop-residual","40","patient_or_user_auprc","0.1996590186477653"
"credible-accuracy-epsilon8-v1","synthea","","125","handle-only-drop-residual","50","patient_or_user_auprc","0.2122663322594463"
"credible-accuracy-epsilon8-v1","synthea","","125","unitscope-lambda-sweep","0","patient_or_user_auprc","0.18685377930899555"
"credible-accuracy-epsilon8-v1","synthea","","125","unitscope-lambda-sweep","10","patient_or_user_auprc","0.20147577003375683"
"credible-accuracy-epsilon8-v1","synthea","","125","unitscope-lambda-sweep","20","patient_or_user_auprc","0.19036063548908172"
"credible-accuracy-epsilon8-v1","synthea","","125","unitscope-lambda-sweep","30","patient_or_user_auprc","0.20037290745411385"
"credible-accuracy-epsilon8-v1","synthea","","125","unitscope-lambda-sweep","40","patient_or_user_auprc","0.19626711668298574"
"credible-accuracy-epsilon8-v1","synthea","","125","unitscope-lambda-sweep","50","patient_or_user_auprc","0.20761256449460166"
"credible-accuracy-epsilon8-v1","synthea","","125","naive-recalibrated-2c","0","patient_or_user_auprc","0.18685377930899555"
"credible-accuracy-epsilon8-v1","synthea","","125","naive-recalibrated-2c","10","patient_or_user_auprc","0.19491991353709787"
"credible-accuracy-epsilon8-v1","synthea","","125","naive-recalibrated-2c","20","patient_or_user_auprc","0.18254275341599935"
"credible-accuracy-epsilon8-v1","synthea","","125","naive-recalibrated-2c","30","patient_or_user_auprc","0.1977167050219497"
"credible-accuracy-epsilon8-v1","synthea","","125","naive-recalibrated-2c","40","patient_or_user_auprc","0.18816134566258708"
"credible-accuracy-epsilon8-v1","synthea","","125","naive-recalibrated-2c","50","patient_or_user_auprc","0.20285682953850087"
"credible-accuracy-epsilon8-v1","synthea","","125","stable-local-fallback","0","patient_or_user_auprc","0.18685377930899555"
"credible-accuracy-epsilon8-v1","synthea","","125","stable-local-fallback","10","patient_or_user_auprc","0.20765424019413364"
"credible-accuracy-epsilon8-v1","synthea","","125","stable-local-fallback","20","patient_or_user_auprc","0.18465617795363412"
"credible-accuracy-epsilon8-v1","synthea","","125","stable-local-fallback","30","patient_or_user_auprc","0.18406724499286076"
"credible-accuracy-epsilon8-v1","synthea","","125","stable-local-fallback","40","patient_or_user_auprc","0.18224515051959517"
"credible-accuracy-epsilon8-v1","synthea","","125","stable-local-fallback","50","patient_or_user_auprc","0.18215548038207857"
"credible-accuracy-epsilon8-v1","synthea","","126","stable-local-fallback","0","patient_or_user_auprc","0.3044412977515417"
"credible-accuracy-epsilon8-v1","synthea","","126","stable-local-fallback","10","patient_or_user_auprc","0.19014096037506895"
"credible-accuracy-epsilon8-v1","synthea","","126","stable-local-fallback","20","patient_or_user_auprc","0.1818368794039837"
"credible-accuracy-epsilon8-v1","synthea","","126","stable-local-fallback","30","patient_or_user_auprc","0.18447006566211932"
"credible-accuracy-epsilon8-v1","synthea","","126","stable-local-fallback","40","patient_or_user_auprc","0.18507889280155368"
"credible-accuracy-epsilon8-v1","synthea","","126","stable-local-fallback","50","patient_or_user_auprc","0.18650378513447885"
"credible-accuracy-epsilon8-v1","synthea","","126","handle-only-drop-residual","0","patient_or_user_auprc","0.3044412977515417"
"credible-accuracy-epsilon8-v1","synthea","","126","handle-only-drop-residual","10","patient_or_user_auprc","0.19061849952052234"
"credible-accuracy-epsilon8-v1","synthea","","126","handle-only-drop-residual","20","patient_or_user_auprc","0.18843644312428476"
"credible-accuracy-epsilon8-v1","synthea","","126","handle-only-drop-residual","30","patient_or_user_auprc","0.19313905431786327"
"credible-accuracy-epsilon8-v1","synthea","","126","handle-only-drop-residual","40","patient_or_user_auprc","0.19777534783835227"
"credible-accuracy-epsilon8-v1","synthea","","126","handle-only-drop-residual","50","patient_or_user_auprc","0.20922862869661585"
"credible-accuracy-epsilon8-v1","synthea","","126","unitscope-lambda-sweep","0","patient_or_user_auprc","0.3044412977515417"
"credible-accuracy-epsilon8-v1","synthea","","126","unitscope-lambda-sweep","10","patient_or_user_auprc","0.18991522248305515"
"credible-accuracy-epsilon8-v1","synthea","","126","unitscope-lambda-sweep","20","patient_or_user_auprc","0.1874898076874577"
"credible-accuracy-epsilon8-v1","synthea","","126","unitscope-lambda-sweep","30","patient_or_user_auprc","0.1916463498280817"
"credible-accuracy-epsilon8-v1","synthea","","126","unitscope-lambda-sweep","40","patient_or_user_auprc","0.1945541678373672"
"credible-accuracy-epsilon8-v1","synthea","","126","unitscope-lambda-sweep","50","patient_or_user_auprc","0.20456489758648527"
"credible-accuracy-epsilon8-v1","synthea","","126","naive-recalibrated-2c","0","patient_or_user_auprc","0.3044412977515417"
"credible-accuracy-epsilon8-v1","synthea","","126","naive-recalibrated-2c","10","patient_or_user_auprc","0.18974169169125377"
"credible-accuracy-epsilon8-v1","synthea","","126","naive-recalibrated-2c","20","patient_or_user_auprc","0.18745777367806385"
"credible-accuracy-epsilon8-v1","synthea","","126","naive-recalibrated-2c","30","patient_or_user_auprc","0.19434641756775195"
"credible-accuracy-epsilon8-v1","synthea","","126","naive-recalibrated-2c","40","patient_or_user_auprc","0.202915377149084"
"credible-accuracy-epsilon8-v1","synthea","","126","naive-recalibrated-2c","50","patient_or_user_auprc","0.2072631661403173"
"credible-accuracy-epsilon8-v1","synthea","","127","unitscope-lambda-sweep","0","patient_or_user_auprc","0.2485520897829162"
"credible-accuracy-epsilon8-v1","synthea","","127","unitscope-lambda-sweep","10","patient_or_user_auprc","0.22243095727710688"
"credible-accuracy-epsilon8-v1","synthea","","127","unitscope-lambda-sweep","20","patient_or_user_auprc","0.23773754660147664"
"credible-accuracy-epsilon8-v1","synthea","","127","unitscope-lambda-sweep","30","patient_or_user_auprc","0.23791948761106735"
"credible-accuracy-epsilon8-v1","synthea","","127","unitscope-lambda-sweep","40","patient_or_user_auprc","0.24266004767199606"
"credible-accuracy-epsilon8-v1","synthea","","127","unitscope-lambda-sweep","50","patient_or_user_auprc","0.25007663812009673"
"credible-accuracy-epsilon8-v1","synthea","","127","naive-recalibrated-2c","0","patient_or_user_auprc","0.2485520897829162"
"credible-accuracy-epsilon8-v1","synthea","","127","naive-recalibrated-2c","10","patient_or_user_auprc","0.21974912169688804"
"credible-accuracy-epsilon8-v1","synthea","","127","naive-recalibrated-2c","20","patient_or_user_auprc","0.25052351108477033"
"credible-accuracy-epsilon8-v1","synthea","","127","naive-recalibrated-2c","30","patient_or_user_auprc","0.25713421783105816"
"credible-accuracy-epsilon8-v1","synthea","","127","naive-recalibrated-2c","40","patient_or_user_auprc","0.26253934185910666"
"credible-accuracy-epsilon8-v1","synthea","","127","naive-recalibrated-2c","50","patient_or_user_auprc","0.2770730804061687"
"credible-accuracy-epsilon8-v1","synthea","","127","handle-only-drop-residual","0","patient_or_user_auprc","0.2485520897829162"
"credible-accuracy-epsilon8-v1","synthea","","127","handle-only-drop-residual","10","patient_or_user_auprc","0.22639018869221766"
"credible-accuracy-epsilon8-v1","synthea","","127","handle-only-drop-residual","20","patient_or_user_auprc","0.24124444256214742"
"credible-accuracy-epsilon8-v1","synthea","","127","handle-only-drop-residual","30","patient_or_user_auprc","0.2390765568165432"
"credible-accuracy-epsilon8-v1","synthea","","127","handle-only-drop-residual","40","patient_or_user_auprc","0.24293478107710365"
"credible-accuracy-epsilon8-v1","synthea","","127","handle-only-drop-residual","50","patient_or_user_auprc","0.24956011517341678"
"credible-accuracy-epsilon8-v1","synthea","","127","stable-local-fallback","0","patient_or_user_auprc","0.2485520897829162"
"credible-accuracy-epsilon8-v1","synthea","","127","stable-local-fallback","10","patient_or_user_auprc","0.2221702949208353"
"credible-accuracy-epsilon8-v1","synthea","","127","stable-local-fallback","20","patient_or_user_auprc","0.20745183027919253"
"credible-accuracy-epsilon8-v1","synthea","","127","stable-local-fallback","30","patient_or_user_auprc","0.20790108954203573"
"credible-accuracy-epsilon8-v1","synthea","","127","stable-local-fallback","40","patient_or_user_auprc","0.20554773319888026"
"credible-accuracy-epsilon8-v1","synthea","","127","stable-local-fallback","50","patient_or_user_auprc","0.2185680078235679"
"credible-accuracy-epsilon8-v1","synthea","","128","unitscope-lambda-sweep","0","patient_or_user_auprc","0.22508361297543686"
"credible-accuracy-epsilon8-v1","synthea","","128","unitscope-lambda-sweep","10","patient_or_user_auprc","0.1931800619872665"
"credible-accuracy-epsilon8-v1","synthea","","128","unitscope-lambda-sweep","20","patient_or_user_auprc","0.19148346669326172"
"credible-accuracy-epsilon8-v1","synthea","","128","unitscope-lambda-sweep","30","patient_or_user_auprc","0.19609933287995435"
"credible-accuracy-epsilon8-v1","synthea","","128","unitscope-lambda-sweep","40","patient_or_user_auprc","0.1938887753903156"
"credible-accuracy-epsilon8-v1","synthea","","128","unitscope-lambda-sweep","50","patient_or_user_auprc","0.1952106474278261"
"credible-accuracy-epsilon8-v1","synthea","","128","naive-recalibrated-2c","0","patient_or_user_auprc","0.22508361297543686"
"credible-accuracy-epsilon8-v1","synthea","","128","naive-recalibrated-2c","10","patient_or_user_auprc","0.19053362133955334"
"credible-accuracy-epsilon8-v1","synthea","","128","naive-recalibrated-2c","20","patient_or_user_auprc","0.18634458061005726"
"credible-accuracy-epsilon8-v1","synthea","","128","naive-recalibrated-2c","30","patient_or_user_auprc","0.19256000932676245"
"credible-accuracy-epsilon8-v1","synthea","","128","naive-recalibrated-2c","40","patient_or_user_auprc","0.18890345527476338"
"credible-accuracy-epsilon8-v1","synthea","","128","naive-recalibrated-2c","50","patient_or_user_auprc","0.19203285188106092"
"credible-accuracy-epsilon8-v1","synthea","","128","handle-only-drop-residual","0","patient_or_user_auprc","0.22508361297543686"
"credible-accuracy-epsilon8-v1","synthea","","128","handle-only-drop-residual","10","patient_or_user_auprc","0.19376026965754564"
"credible-accuracy-epsilon8-v1","synthea","","128","handle-only-drop-residual","20","patient_or_user_auprc","0.19267676123203284"
"credible-accuracy-epsilon8-v1","synthea","","128","handle-only-drop-residual","30","patient_or_user_auprc","0.19874087216454966"
"credible-accuracy-epsilon8-v1","synthea","","128","handle-only-drop-residual","40","patient_or_user_auprc","0.1965214535300549"
"credible-accuracy-epsilon8-v1","synthea","","128","handle-only-drop-residual","50","patient_or_user_auprc","0.19733389115662897"
"credible-accuracy-epsilon8-v1","synthea","","128","stable-local-fallback","0","patient_or_user_auprc","0.22508361297543686"
"credible-accuracy-epsilon8-v1","synthea","","128","stable-local-fallback","10","patient_or_user_auprc","0.1924033032293676"
"credible-accuracy-epsilon8-v1","synthea","","128","stable-local-fallback","20","patient_or_user_auprc","0.18622679097581463"
"credible-accuracy-epsilon8-v1","synthea","","128","stable-local-fallback","30","patient_or_user_auprc","0.1866921624719668"
"credible-accuracy-epsilon8-v1","synthea","","128","stable-local-fallback","40","patient_or_user_auprc","0.18313078973115243"
"credible-accuracy-epsilon8-v1","synthea","","128","stable-local-fallback","50","patient_or_user_auprc","0.1837320898462439"
"credible-accuracy-epsilon8-v1","synthea","","129","naive-recalibrated-2c","0","patient_or_user_auprc","0.19041607477155703"
"credible-accuracy-epsilon8-v1","synthea","","129","naive-recalibrated-2c","10","patient_or_user_auprc","0.1953316904757123"
"credible-accuracy-epsilon8-v1","synthea","","129","naive-recalibrated-2c","20","patient_or_user_auprc","0.20159216226747365"
"credible-accuracy-epsilon8-v1","synthea","","129","naive-recalibrated-2c","30","patient_or_user_auprc","0.20490845295048535"
"credible-accuracy-epsilon8-v1","synthea","","129","naive-recalibrated-2c","40","patient_or_user_auprc","0.20441879665950774"
"credible-accuracy-epsilon8-v1","synthea","","129","naive-recalibrated-2c","50","patient_or_user_auprc","0.20955205931838544"
"credible-accuracy-epsilon8-v1","synthea","","129","stable-local-fallback","0","patient_or_user_auprc","0.19041607477155703"
"credible-accuracy-epsilon8-v1","synthea","","129","stable-local-fallback","10","patient_or_user_auprc","0.18507031636737364"
"credible-accuracy-epsilon8-v1","synthea","","129","stable-local-fallback","20","patient_or_user_auprc","0.18656645057346485"
"credible-accuracy-epsilon8-v1","synthea","","129","stable-local-fallback","30","patient_or_user_auprc","0.18597178095641348"
"credible-accuracy-epsilon8-v1","synthea","","129","stable-local-fallback","40","patient_or_user_auprc","0.18446145493335622"
"credible-accuracy-epsilon8-v1","synthea","","129","stable-local-fallback","50","patient_or_user_auprc","0.18349434747281268"
"credible-accuracy-epsilon8-v1","synthea","","129","unitscope-lambda-sweep","0","patient_or_user_auprc","0.19041607477155703"
"credible-accuracy-epsilon8-v1","synthea","","129","unitscope-lambda-sweep","10","patient_or_user_auprc","0.18723115025492437"
"credible-accuracy-epsilon8-v1","synthea","","129","unitscope-lambda-sweep","20","patient_or_user_auprc","0.19034495310950855"
"credible-accuracy-epsilon8-v1","synthea","","129","unitscope-lambda-sweep","30","patient_or_user_auprc","0.19273077296434352"
"credible-accuracy-epsilon8-v1","synthea","","129","unitscope-lambda-sweep","40","patient_or_user_auprc","0.20190396999571775"
"credible-accuracy-epsilon8-v1","synthea","","129","unitscope-lambda-sweep","50","patient_or_user_auprc","0.2027553291531306"
"credible-accuracy-epsilon8-v1","synthea","","129","handle-only-drop-residual","0","patient_or_user_auprc","0.19041607477155703"
"credible-accuracy-epsilon8-v1","synthea","","129","handle-only-drop-residual","10","patient_or_user_auprc","0.18772688859283848"
"credible-accuracy-epsilon8-v1","synthea","","129","handle-only-drop-residual","20","patient_or_user_auprc","0.19144826810101853"
"credible-accuracy-epsilon8-v1","synthea","","129","handle-only-drop-residual","30","patient_or_user_auprc","0.19420615194935686"
"credible-accuracy-epsilon8-v1","synthea","","129","handle-only-drop-residual","40","patient_or_user_auprc","0.20523279295726055"
"credible-accuracy-epsilon8-v1","synthea","","129","handle-only-drop-residual","50","patient_or_user_auprc","0.20673659981987824"
"user-noniid-dirichlet-v1","femnist","0.1","200","handle-only-drop-residual","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.1","200","handle-only-drop-residual","10","user_macro_accuracy","0.1126517857142857"
"user-noniid-dirichlet-v1","femnist","0.1","200","handle-only-drop-residual","20","user_macro_accuracy","0.1042142857142857"
