"family","dataset","dirichlet_alpha","seed","method","round","metric_name","metric_value"
"user-noniid-dirichlet-v1","femnist","0.1","200","handle-only-drop-residual","30","user_macro_accuracy","0.15897142857142857"
"user-noniid-dirichlet-v1","femnist","0.1","200","handle-only-drop-residual","40","user_macro_accuracy","0.14646964285714287"
"user-noniid-dirichlet-v1","femnist","0.1","200","handle-only-drop-residual","50","user_macro_accuracy","0.1978767857142857"
"user-noniid-dirichlet-v1","femnist","0.1","200","naive-recalibrated-2c","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.1","200","naive-recalibrated-2c","10","user_macro_accuracy","0.13568839285714288"
"user-noniid-dirichlet-v1","femnist","0.1","200","naive-recalibrated-2c","20","user_macro_accuracy","0.17508482142857143"
"user-noniid-dirichlet-v1","femnist","0.1","200","naive-recalibrated-2c","30","user_macro_accuracy","0.13977232142857143"
"user-noniid-dirichlet-v1","femnist","0.1","200","naive-recalibrated-2c","40","user_macro_accuracy","0.13492946428571428"
"user-noniid-dirichlet-v1","femnist","0.1","200","naive-recalibrated-2c","50","user_macro_accuracy","0.1665580357142857"
"user-noniid-dirichlet-v1","femnist","0.1","200","unitscope-lambda-sweep","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.1","200","unitscope-lambda-sweep","10","user_macro_accuracy","0.11155803571428571"
"user-noniid-dirichlet-v1","femnist","0.1","200","unitscope-lambda-sweep","20","user_macro_accuracy","0.1042142857142857"
"user-noniid-dirichlet-v1","femnist","0.1","200","unitscope-lambda-sweep","30","user_macro_accuracy","0.15928392857142856"
"user-noniid-dirichlet-v1","femnist","0.1","200","unitscope-lambda-sweep","40","user_macro_accuracy","0.14178214285714286"
"user-noniid-dirichlet-v1","femnist","0.1","200","unitscope-lambda-sweep","50","user_macro_accuracy","0.18798928571428572"
"user-noniid-dirichlet-v1","femnist","0.1","200","stable-local-fallback","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.1","200","stable-local-fallback","10","user_macro_accuracy","0.09807767857142856"
"user-noniid-dirichlet-v1","femnist","0.1","200","stable-local-fallback","20","user_macro_accuracy","0.10405803571428571"
"user-noniid-dirichlet-v1","femnist","0.1","200","stable-local-fallback","30","user_macro_accuracy","0.1447294642857143"
"user-noniid-dirichlet-v1","femnist","0.1","200","stable-local-fallback","40","user_macro_accuracy","0.12698392857142857"
"user-noniid-dirichlet-v1","femnist","0.1","200","stable-local-fallback","50","user_macro_accuracy","0.12620178571428572"
"user-noniid-dirichlet-v1","femnist","0.1","201","unitscope-lambda-sweep","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.1","201","unitscope-lambda-sweep","10","user_macro_accuracy","0.1021875"
"user-noniid-dirichlet-v1","femnist","0.1","201","unitscope-lambda-sweep","20","user_macro_accuracy","0.136875"
"user-noniid-dirichlet-v1","femnist","0.1","201","unitscope-lambda-sweep","30","user_macro_accuracy","0.12671875"
"user-noniid-dirichlet-v1","femnist","0.1","201","unitscope-lambda-sweep","40","user_macro_accuracy","0.23578125"
"user-noniid-dirichlet-v1","femnist","0.1","201","unitscope-lambda-sweep","50","user_macro_accuracy","0.11234375"
"user-noniid-dirichlet-v1","femnist","0.1","201","naive-recalibrated-2c","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.1","201","naive-recalibrated-2c","10","user_macro_accuracy","0.0609375"
"user-noniid-dirichlet-v1","femnist","0.1","201","naive-recalibrated-2c","20","user_macro_accuracy","0.09375"
"user-noniid-dirichlet-v1","femnist","0.1","201","naive-recalibrated-2c","30","user_macro_accuracy","0.14734375"
"user-noniid-dirichlet-v1","femnist","0.1","201","naive-recalibrated-2c","40","user_macro_accuracy","0.12265625"
"user-noniid-dirichlet-v1","femnist","0.1","201","naive-recalibrated-2c","50","user_macro_accuracy","0.14015625"
"user-noniid-dirichlet-v1","femnist","0.1","201","handle-only-drop-residual","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.1","201","handle-only-drop-residual","10","user_macro_accuracy","0.1025"
"user-noniid-dirichlet-v1","femnist","0.1","201","handle-only-drop-residual","20","user_macro_accuracy","0.1346875"
"user-noniid-dirichlet-v1","femnist","0.1","201","handle-only-drop-residual","30","user_macro_accuracy","0.13046875"
"user-noniid-dirichlet-v1","femnist","0.1","201","handle-only-drop-residual","40","user_macro_accuracy","0.2434375"
"user-noniid-dirichlet-v1","femnist","0.1","201","handle-only-drop-residual","50","user_macro_accuracy","0.1128125"
"user-noniid-dirichlet-v1","femnist","0.1","201","stable-local-fallback","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.1","201","stable-local-fallback","10","user_macro_accuracy","0.10203125"
"user-noniid-dirichlet-v1","femnist","0.1","201","stable-local-fallback","20","user_macro_accuracy","0.14"
"user-noniid-dirichlet-v1","femnist","0.1","201","stable-local-fallback","30","user_macro_accuracy","0.12125"
"user-noniid-dirichlet-v1","femnist","0.1","201","stable-local-fallback","40","user_macro_accuracy","0.143125"
"user-noniid-dirichlet-v1","femnist","0.1","201","stable-local-fallback","50","user_macro_accuracy","0.1153125"
"user-noniid-dirichlet-v1","femnist","0.1","202","handle-only-drop-residual","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.1","202","handle-only-drop-residual","10","user_macro_accuracy","0.09875"
"user-noniid-dirichlet-v1","femnist","0.1","202","handle-only-drop-residual","20","user_macro_accuracy","0.09984375"
"user-noniid-dirichlet-v1","femnist","0.1","202","handle-only-drop-residual","30","user_macro_accuracy","0.139375"
"user-noniid-dirichlet-v1","femnist","0.1","202","handle-only-drop-residual","40","user_macro_accuracy","0.13"
"user-noniid-dirichlet-v1","femnist","0.1","202","handle-only-drop-residual","50","user_macro_accuracy","0.17453125"
"user-noniid-dirichlet-v1","femnist","0.1","202","unitscope-lambda-sweep","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.1","202","unitscope-lambda-sweep","10","user_macro_accuracy","0.09890625"
"user-noniid-dirichlet-v1","femnist","0.1","202","unitscope-lambda-sweep","20","user_macro_accuracy","0.0984375"
"user-noniid-dirichlet-v1","femnist","0.1","202","unitscope-lambda-sweep","30","user_macro_accuracy","0.1415625"
"user-noniid-dirichlet-v1","femnist","0.1","202","unitscope-lambda-sweep","40","user_macro_accuracy","0.12625"
"user-noniid-dirichlet-v1","femnist","0.1","202","unitscope-lambda-sweep","50","user_macro_accuracy","0.1709375"
"user-noniid-dirichlet-v1","femnist","0.1","202","stable-local-fallback","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.1","202","stable-local-fallback","10","user_macro_accuracy","0.10046875"
"user-noniid-dirichlet-v1","femnist","0.1","202","stable-local-fallback","20","user_macro_accuracy","0.094375"
"user-noniid-dirichlet-v1","femnist","0.1","202","stable-local-fallback","30","user_macro_accuracy","0.12921875"
"user-noniid-dirichlet-v1","femnist","0.1","202","stable-local-fallback","40","user_macro_accuracy","0.08875"
"user-noniid-dirichlet-v1","femnist","0.1","202","stable-local-fallback","50","user_macro_accuracy","0.16546875"
"user-noniid-dirichlet-v1","femnist","0.1","202","naive-recalibrated-2c","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.1","202","naive-recalibrated-2c","10","user_macro_accuracy","0.11609375"
"user-noniid-dirichlet-v1","femnist","0.1","202","naive-recalibrated-2c","20","user_macro_accuracy","0.11875"
"user-noniid-dirichlet-v1","femnist","0.1","202","naive-recalibrated-2c","30","user_macro_accuracy","0.1634375"
"user-noniid-dirichlet-v1","femnist","0.1","202","naive-recalibrated-2c","40","user_macro_accuracy","0.1025"
"user-noniid-dirichlet-v1","femnist","0.1","202","naive-recalibrated-2c","50","user_macro_accuracy","0.13578125"
"user-noniid-dirichlet-v1","femnist","0.1","203","stable-local-fallback","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","stable-local-fallback","10","user_macro_accuracy","0.13154017857142858"
"user-noniid-dirichlet-v1","femnist","0.1","203","stable-local-fallback","20","user_macro_accuracy","0.17872767857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","stable-local-fallback","30","user_macro_accuracy","0.13732142857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","stable-local-fallback","40","user_macro_accuracy","0.09051339285714284"
"user-noniid-dirichlet-v1","femnist","0.1","203","stable-local-fallback","50","user_macro_accuracy","0.12464285714285715"
"user-noniid-dirichlet-v1","femnist","0.1","203","naive-recalibrated-2c","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","naive-recalibrated-2c","10","user_macro_accuracy","0.10508928571428572"
"user-noniid-dirichlet-v1","femnist","0.1","203","naive-recalibrated-2c","20","user_macro_accuracy","0.1922767857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","naive-recalibrated-2c","30","user_macro_accuracy","0.1370535714285714"
"user-noniid-dirichlet-v1","femnist","0.1","203","naive-recalibrated-2c","40","user_macro_accuracy","0.11723214285714284"
"user-noniid-dirichlet-v1","femnist","0.1","203","naive-recalibrated-2c","50","user_macro_accuracy","0.19151785714285716"
"user-noniid-dirichlet-v1","femnist","0.1","203","unitscope-lambda-sweep","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","unitscope-lambda-sweep","10","user_macro_accuracy","0.1302455357142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","unitscope-lambda-sweep","20","user_macro_accuracy","0.15223214285714284"
"user-noniid-dirichlet-v1","femnist","0.1","203","unitscope-lambda-sweep","30","user_macro_accuracy","0.10966517857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","unitscope-lambda-sweep","40","user_macro_accuracy","0.13207589285714286"
"user-noniid-dirichlet-v1","femnist","0.1","203","unitscope-lambda-sweep","50","user_macro_accuracy","0.12348214285714285"
"user-noniid-dirichlet-v1","femnist","0.1","203","handle-only-drop-residual","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.1","203","handle-only-drop-residual","10","user_macro_accuracy","0.12977678571428572"
"user-noniid-dirichlet-v1","femnist","0.1","203","handle-only-drop-residual","20","user_macro_accuracy","0.14707589285714284"
"user-noniid-dirichlet-v1","femnist","0.1","203","handle-only-drop-residual","30","user_macro_accuracy","0.10825892857142858"
"user-noniid-dirichlet-v1","femnist","0.1","203","handle-only-drop-residual","40","user_macro_accuracy","0.13738839285714285"
"user-noniid-dirichlet-v1","femnist","0.1","203","handle-only-drop-residual","50","user_macro_accuracy","0.13051339285714283"
"user-noniid-dirichlet-v1","femnist","0.1","204","naive-recalibrated-2c","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.1","204","naive-recalibrated-2c","10","user_macro_accuracy","0.1640625"
"user-noniid-dirichlet-v1","femnist","0.1","204","naive-recalibrated-2c","20","user_macro_accuracy","0.1009375"
"user-noniid-dirichlet-v1","femnist","0.1","204","naive-recalibrated-2c","30","user_macro_accuracy","0.10203125"
"user-noniid-dirichlet-v1","femnist","0.1","204","naive-recalibrated-2c","40","user_macro_accuracy","0.0953125"
"user-noniid-dirichlet-v1","femnist","0.1","204","naive-recalibrated-2c","50","user_macro_accuracy","0.115"
"user-noniid-dirichlet-v1","femnist","0.1","204","stable-local-fallback","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.1","204","stable-local-fallback","10","user_macro_accuracy","0.120625"
"user-noniid-dirichlet-v1","femnist","0.1","204","stable-local-fallback","20","user_macro_accuracy","0.153125"
"user-noniid-dirichlet-v1","femnist","0.1","204","stable-local-fallback","30","user_macro_accuracy","0.10171875"
"user-noniid-dirichlet-v1","femnist","0.1","204","stable-local-fallback","40","user_macro_accuracy","0.12453125"
"user-noniid-dirichlet-v1","femnist","0.1","204","stable-local-fallback","50","user_macro_accuracy","0.104375"
"user-noniid-dirichlet-v1","femnist","0.1","204","unitscope-lambda-sweep","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.1","204","unitscope-lambda-sweep","10","user_macro_accuracy","0.13859375"
"user-noniid-dirichlet-v1","femnist","0.1","204","unitscope-lambda-sweep","20","user_macro_accuracy","0.17109375"
"user-noniid-dirichlet-v1","femnist","0.1","204","unitscope-lambda-sweep","30","user_macro_accuracy","0.1009375"
"user-noniid-dirichlet-v1","femnist","0.1","204","unitscope-lambda-sweep","40","user_macro_accuracy","0.13515625"
"user-noniid-dirichlet-v1","femnist","0.1","204","unitscope-lambda-sweep","50","user_macro_accuracy","0.11203125"
"user-noniid-dirichlet-v1","femnist","0.1","204","handle-only-drop-residual","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.1","204","handle-only-drop-residual","10","user_macro_accuracy","0.141875"
"user-noniid-dirichlet-v1","femnist","0.1","204","handle-only-drop-residual","20","user_macro_accuracy","0.17984375"
"user-noniid-dirichlet-v1","femnist","0.1","204","handle-only-drop-residual","30","user_macro_accuracy","0.10109375"
"user-noniid-dirichlet-v1","femnist","0.1","204","handle-only-drop-residual","40","user_macro_accuracy","0.13828125"
"user-noniid-dirichlet-v1","femnist","0.1","204","handle-only-drop-residual","50","user_macro_accuracy","0.11859375"
"user-noniid-dirichlet-v1","femnist","0.5","200","stable-local-fallback","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.5","200","stable-local-fallback","10","user_macro_accuracy","0.09964017857142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","stable-local-fallback","20","user_macro_accuracy","0.10405803571428571"
"user-noniid-dirichlet-v1","femnist","0.5","200","stable-local-fallback","30","user_macro_accuracy","0.1425419642857143"
"user-noniid-dirichlet-v1","femnist","0.5","200","stable-local-fallback","40","user_macro_accuracy","0.12651517857142858"
"user-noniid-dirichlet-v1","femnist","0.5","200","stable-local-fallback","50","user_macro_accuracy","0.1272955357142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","unitscope-lambda-sweep","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.5","200","unitscope-lambda-sweep","10","user_macro_accuracy","0.1114017857142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","unitscope-lambda-sweep","20","user_macro_accuracy","0.1042142857142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","unitscope-lambda-sweep","30","user_macro_accuracy","0.15979732142857142"
"user-noniid-dirichlet-v1","femnist","0.5","200","unitscope-lambda-sweep","40","user_macro_accuracy","0.14131339285714287"
"user-noniid-dirichlet-v1","femnist","0.5","200","unitscope-lambda-sweep","50","user_macro_accuracy","0.18752053571428573"
"user-noniid-dirichlet-v1","femnist","0.5","200","naive-recalibrated-2c","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.5","200","naive-recalibrated-2c","10","user_macro_accuracy","0.13631339285714286"
"user-noniid-dirichlet-v1","femnist","0.5","200","naive-recalibrated-2c","20","user_macro_accuracy","0.17461607142857144"
"user-noniid-dirichlet-v1","femnist","0.5","200","naive-recalibrated-2c","30","user_macro_accuracy","0.13977232142857143"
"user-noniid-dirichlet-v1","femnist","0.5","200","naive-recalibrated-2c","40","user_macro_accuracy","0.1357107142857143"
"user-noniid-dirichlet-v1","femnist","0.5","200","naive-recalibrated-2c","50","user_macro_accuracy","0.1665580357142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","handle-only-drop-residual","0","user_macro_accuracy","0.09854375000000001"
"user-noniid-dirichlet-v1","femnist","0.5","200","handle-only-drop-residual","10","user_macro_accuracy","0.1126517857142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","handle-only-drop-residual","20","user_macro_accuracy","0.1042142857142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","handle-only-drop-residual","30","user_macro_accuracy","0.15897142857142857"
"user-noniid-dirichlet-v1","femnist","0.5","200","handle-only-drop-residual","40","user_macro_accuracy","0.14646964285714287"
"user-noniid-dirichlet-v1","femnist","0.5","200","handle-only-drop-residual","50","user_macro_accuracy","0.1978767857142857"
"user-noniid-dirichlet-v1","femnist","0.5","201","unitscope-lambda-sweep","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.5","201","unitscope-lambda-sweep","10","user_macro_accuracy","0.1025"
"user-noniid-dirichlet-v1","femnist","0.5","201","unitscope-lambda-sweep","20","user_macro_accuracy","0.13640625"
"user-noniid-dirichlet-v1","femnist","0.5","201","unitscope-lambda-sweep","30","user_macro_accuracy","0.12640625"
"user-noniid-dirichlet-v1","femnist","0.5","201","unitscope-lambda-sweep","40","user_macro_accuracy","0.23609375"
"user-noniid-dirichlet-v1","femnist","0.5","201","unitscope-lambda-sweep","50","user_macro_accuracy","0.1125"
"user-noniid-dirichlet-v1","femnist","0.5","201","stable-local-fallback","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.5","201","stable-local-fallback","10","user_macro_accuracy","0.10203125"
"user-noniid-dirichlet-v1","femnist","0.5","201","stable-local-fallback","20","user_macro_accuracy","0.14109375"
"user-noniid-dirichlet-v1","femnist","0.5","201","stable-local-fallback","30","user_macro_accuracy","0.1215625"
"user-noniid-dirichlet-v1","femnist","0.5","201","stable-local-fallback","40","user_macro_accuracy","0.14359375"
"user-noniid-dirichlet-v1","femnist","0.5","201","stable-local-fallback","50","user_macro_accuracy","0.11515625"
"user-noniid-dirichlet-v1","femnist","0.5","201","handle-only-drop-residual","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.5","201","handle-only-drop-residual","10","user_macro_accuracy","0.1025"
"user-noniid-dirichlet-v1","femnist","0.5","201","handle-only-drop-residual","20","user_macro_accuracy","0.1346875"
"user-noniid-dirichlet-v1","femnist","0.5","201","handle-only-drop-residual","30","user_macro_accuracy","0.13046875"
"user-noniid-dirichlet-v1","femnist","0.5","201","handle-only-drop-residual","40","user_macro_accuracy","0.2434375"
"user-noniid-dirichlet-v1","femnist","0.5","201","handle-only-drop-residual","50","user_macro_accuracy","0.1128125"
"user-noniid-dirichlet-v1","femnist","0.5","201","naive-recalibrated-2c","0","user_macro_accuracy","0.10359375"
"user-noniid-dirichlet-v1","femnist","0.5","201","naive-recalibrated-2c","10","user_macro_accuracy","0.061875"
"user-noniid-dirichlet-v1","femnist","0.5","201","naive-recalibrated-2c","20","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.5","201","naive-recalibrated-2c","30","user_macro_accuracy","0.1478125"
"user-noniid-dirichlet-v1","femnist","0.5","201","naive-recalibrated-2c","40","user_macro_accuracy","0.12125"
"user-noniid-dirichlet-v1","femnist","0.5","201","naive-recalibrated-2c","50","user_macro_accuracy","0.13796875"
"user-noniid-dirichlet-v1","femnist","0.5","202","handle-only-drop-residual","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.5","202","handle-only-drop-residual","10","user_macro_accuracy","0.09875"
"user-noniid-dirichlet-v1","femnist","0.5","202","handle-only-drop-residual","20","user_macro_accuracy","0.09984375"
"user-noniid-dirichlet-v1","femnist","0.5","202","handle-only-drop-residual","30","user_macro_accuracy","0.1390625"
"user-noniid-dirichlet-v1","femnist","0.5","202","handle-only-drop-residual","40","user_macro_accuracy","0.13"
"user-noniid-dirichlet-v1","femnist","0.5","202","handle-only-drop-residual","50","user_macro_accuracy","0.17421875"
"user-noniid-dirichlet-v1","femnist","0.5","202","unitscope-lambda-sweep","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.5","202","unitscope-lambda-sweep","10","user_macro_accuracy","0.09890625"
"user-noniid-dirichlet-v1","femnist","0.5","202","unitscope-lambda-sweep","20","user_macro_accuracy","0.09890625"
"user-noniid-dirichlet-v1","femnist","0.5","202","unitscope-lambda-sweep","30","user_macro_accuracy","0.14"
"user-noniid-dirichlet-v1","femnist","0.5","202","unitscope-lambda-sweep","40","user_macro_accuracy","0.125625"
"user-noniid-dirichlet-v1","femnist","0.5","202","unitscope-lambda-sweep","50","user_macro_accuracy","0.17078125"
"user-noniid-dirichlet-v1","femnist","0.5","202","naive-recalibrated-2c","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.5","202","naive-recalibrated-2c","10","user_macro_accuracy","0.11671875"
"user-noniid-dirichlet-v1","femnist","0.5","202","naive-recalibrated-2c","20","user_macro_accuracy","0.11921875"
"user-noniid-dirichlet-v1","femnist","0.5","202","naive-recalibrated-2c","30","user_macro_accuracy","0.16359375"
"user-noniid-dirichlet-v1","femnist","0.5","202","naive-recalibrated-2c","40","user_macro_accuracy","0.10234375"
"user-noniid-dirichlet-v1","femnist","0.5","202","naive-recalibrated-2c","50","user_macro_accuracy","0.13609375"
"user-noniid-dirichlet-v1","femnist","0.5","202","stable-local-fallback","0","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.5","202","stable-local-fallback","10","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.5","202","stable-local-fallback","20","user_macro_accuracy","0.0946875"
"user-noniid-dirichlet-v1","femnist","0.5","202","stable-local-fallback","30","user_macro_accuracy","0.12984375"
"user-noniid-dirichlet-v1","femnist","0.5","202","stable-local-fallback","40","user_macro_accuracy","0.08796875"
"user-noniid-dirichlet-v1","femnist","0.5","202","stable-local-fallback","50","user_macro_accuracy","0.165"
"user-noniid-dirichlet-v1","femnist","0.5","203","naive-recalibrated-2c","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","naive-recalibrated-2c","10","user_macro_accuracy","0.10493303571428571"
"user-noniid-dirichlet-v1","femnist","0.5","203","naive-recalibrated-2c","20","user_macro_accuracy","0.1941517857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","naive-recalibrated-2c","30","user_macro_accuracy","0.13736607142857143"
"user-noniid-dirichlet-v1","femnist","0.5","203","naive-recalibrated-2c","40","user_macro_accuracy","0.11629464285714285"
"user-noniid-dirichlet-v1","femnist","0.5","203","naive-recalibrated-2c","50","user_macro_accuracy","0.19198660714285715"
"user-noniid-dirichlet-v1","femnist","0.5","203","unitscope-lambda-sweep","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","unitscope-lambda-sweep","10","user_macro_accuracy","0.1302455357142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","unitscope-lambda-sweep","20","user_macro_accuracy","0.15176339285714285"
"user-noniid-dirichlet-v1","femnist","0.5","203","unitscope-lambda-sweep","30","user_macro_accuracy","0.10966517857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","unitscope-lambda-sweep","40","user_macro_accuracy","0.13301339285714284"
"user-noniid-dirichlet-v1","femnist","0.5","203","unitscope-lambda-sweep","50","user_macro_accuracy","0.12504464285714284"
"user-noniid-dirichlet-v1","femnist","0.5","203","stable-local-fallback","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","stable-local-fallback","10","user_macro_accuracy","0.13169642857142858"
"user-noniid-dirichlet-v1","femnist","0.5","203","stable-local-fallback","20","user_macro_accuracy","0.17857142857142858"
"user-noniid-dirichlet-v1","femnist","0.5","203","stable-local-fallback","30","user_macro_accuracy","0.13716517857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","stable-local-fallback","40","user_macro_accuracy","0.09176339285714284"
"user-noniid-dirichlet-v1","femnist","0.5","203","stable-local-fallback","50","user_macro_accuracy","0.12417410714285715"
"user-noniid-dirichlet-v1","femnist","0.5","203","handle-only-drop-residual","0","user_macro_accuracy","0.10263392857142857"
"user-noniid-dirichlet-v1","femnist","0.5","203","handle-only-drop-residual","10","user_macro_accuracy","0.12977678571428572"
"user-noniid-dirichlet-v1","femnist","0.5","203","handle-only-drop-residual","20","user_macro_accuracy","0.14707589285714284"
"user-noniid-dirichlet-v1","femnist","0.5","203","handle-only-drop-residual","30","user_macro_accuracy","0.10825892857142858"
"user-noniid-dirichlet-v1","femnist","0.5","203","handle-only-drop-residual","40","user_macro_accuracy","0.13738839285714285"
"user-noniid-dirichlet-v1","femnist","0.5","203","handle-only-drop-residual","50","user_macro_accuracy","0.13051339285714283"
"user-noniid-dirichlet-v1","femnist","0.5","204","naive-recalibrated-2c","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.5","204","naive-recalibrated-2c","10","user_macro_accuracy","0.164375"
"user-noniid-dirichlet-v1","femnist","0.5","204","naive-recalibrated-2c","20","user_macro_accuracy","0.10046875"
"user-noniid-dirichlet-v1","femnist","0.5","204","naive-recalibrated-2c","30","user_macro_accuracy","0.101875"
"user-noniid-dirichlet-v1","femnist","0.5","204","naive-recalibrated-2c","40","user_macro_accuracy","0.09578125"
"user-noniid-dirichlet-v1","femnist","0.5","204","naive-recalibrated-2c","50","user_macro_accuracy","0.10828125"
"user-noniid-dirichlet-v1","femnist","0.5","204","handle-only-drop-residual","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.5","204","handle-only-drop-residual","10","user_macro_accuracy","0.141875"
"user-noniid-dirichlet-v1","femnist","0.5","204","handle-only-drop-residual","20","user_macro_accuracy","0.17984375"
"user-noniid-dirichlet-v1","femnist","0.5","204","handle-only-drop-residual","30","user_macro_accuracy","0.10109375"
"user-noniid-dirichlet-v1","femnist","0.5","204","handle-only-drop-residual","40","user_macro_accuracy","0.13828125"
"user-noniid-dirichlet-v1","femnist","0.5","204","handle-only-drop-residual","50","user_macro_accuracy","0.11875"
"user-noniid-dirichlet-v1","femnist","0.5","204","unitscope-lambda-sweep","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.5","204","unitscope-lambda-sweep","10","user_macro_accuracy","0.13859375"
"user-noniid-dirichlet-v1","femnist","0.5","204","unitscope-lambda-sweep","20","user_macro_accuracy","0.17125"
"user-noniid-dirichlet-v1","femnist","0.5","204","unitscope-lambda-sweep","30","user_macro_accuracy","0.1009375"
"user-noniid-dirichlet-v1","femnist","0.5","204","unitscope-lambda-sweep","40","user_macro_accuracy","0.1353125"
"user-noniid-dirichlet-v1","femnist","0.5","204","unitscope-lambda-sweep","50","user_macro_accuracy","0.1115625"
"user-noniid-dirichlet-v1","femnist","0.5","204","stable-local-fallback","0","user_macro_accuracy","0.100625"
"user-noniid-dirichlet-v1","femnist","0.5","204","stable-local-fallback","10","user_macro_accuracy","0.1215625"
"user-noniid-dirichlet-v1","femnist","0.5","204","stable-local-fallback","20","user_macro_accuracy","0.1525"
"user-noniid-dirichlet-v1","femnist","0.5","204","stable-local-fallback","30","user_macro_accuracy","0.10171875"
"user-noniid-dirichlet-v1","femnist","0.5","204","stable-local-fallback","40","user_macro_accuracy","0.12453125"
"user-noniid-dirichlet-v1","femnist","0.5","204","stable-local-fallback","50","user_macro_accuracy","0.10421875"
"sent140-account-task-v1","sent140","","300","naive-recalibrated-2c","0","user_macro_accuracy","0.49136709426516895"
"sent140-account-task-v1","sent140","","300","naive-recalibrated-2c","10","user_macro_accuracy","0.5227172320176383"
"sent140-account-task-v1","sent140","","300","naive-recalibrated-2c","20","user_macro_accuracy","0.5145295109893117"
"sent140-account-task-v1","sent140","","300","naive-recalibrated-2c","30","user_macro_accuracy","0.500973755013906"
"sent140-account-task-v1","sent140","","300","naive-recalibrated-2c","40","user_macro_accuracy","0.5158470334006808"
"sent140-account-task-v1","sent140","","300","naive-recalibrated-2c","50","user_macro_accuracy","0.5130271157183889"
"sent140-account-task-v1","sent140","","300","unitscope-lambda-sweep","0","user_macro_accuracy","0.49136709426516895"
