threshold,K,entity_id,deleted_atoms,touched_original_components,touched_original_nodes,deleted_group_tags,inserted_group_tags,d_w_empirical,changed_surviving_nodes
0.76,2,1325,1,1,1,1,0,1,0
0.76,2,1572,1,1,1,1,0,1,0
0.76,2,925,1,1,1,1,0,1,0
0.76,2,1235,1,1,1,1,0,1,0
0.76,2,1625,4,1,4,4,0,4,0
0.76,2,1110,1,1,1,1,0,1,0
0.76,2,333,1,1,1,1,0,1,0
0.76,2,1181,1,1,1,1,0,1,0
0.76,2,1705,1,1,1,1,0,1,0
0.76,2,1839,1,1,1,1,0,1,0
0.76,2,1055,1,1,1,1,0,1,0
0.76,2,1906,2,1,6,2,0,2,0
0.76,2,778,1,1,1,1,0,1,0
0.76,2,1854,1,1,1,1,0,1,0
0.76,2,621,2,1,2,1,0,1,0
0.76,2,843,1,1,1,1,0,1,0
0.76,2,1378,2,1,2,1,0,1,0
0.76,2,1431,1,1,1,1,0,1,0
0.76,2,1508,1,1,1,1,0,1,0
0.76,2,301,1,1,1,1,0,1,0
0.76,2,975,1,1,1,1,0,1,0
0.76,2,468,1,1,1,1,0,1,0
0.76,2,811,1,1,1,1,0,1,0
0.76,2,758,1,1,1,1,0,1,0
0.76,2,389,1,1,1,1,0,1,0
0.76,2,1090,1,1,1,1,0,1,0
0.76,2,1875,1,1,1,1,0,1,0
0.76,2,1563,1,1,1,1,0,1,0
0.76,2,1120,1,1,1,1,0,1,0
0.76,2,1386,1,1,1,1,0,1,0
0.76,2,1344,3,1,3,3,0,3,0
0.76,2,1608,2,1,2,1,0,1,0
0.76,2,1636,2,1,2,1,0,1,0
0.76,2,357,2,1,2,1,0,1,0
0.76,2,1754,1,1,1,1,0,1,0
0.76,2,741,1,1,3,3,1,4,2
0.76,2,1187,1,1,1,1,0,1,0
0.76,2,669,4,1,4,4,0,4,0
0.76,2,1997,1,1,1,1,0,1,0
0.76,2,728,1,1,1,1,0,1,0
0.76,2,956,1,1,1,1,0,1,0
0.76,2,1293,3,1,3,3,0,3,0
0.76,2,183,1,1,1,1,0,1,0
0.76,2,1208,1,1,1,1,0,1,0
0.76,2,1404,2,1,2,1,0,1,0
0.76,2,1309,1,1,1,1,0,1,0
0.76,2,1139,1,1,1,1,0,1,0
0.76,2,1934,2,1,2,1,0,1,0
0.76,2,110,1,1,1,1,0,1,0
0.76,2,1356,1,1,1,1,0,1,0
0.76,2,754,1,1,1,1,0,1,0
0.76,2,1982,2,1,2,1,0,1,0
0.76,2,1841,1,1,1,1,0,1,0
0.76,2,1787,1,1,1,1,0,1,0
0.76,2,1874,1,1,1,1,0,1,0
0.76,2,405,1,1,1,1,0,1,0
0.76,2,902,2,1,2,1,0,1,0
0.76,2,417,1,1,1,1,0,1,0
0.76,2,69,2,1,2,1,0,1,0
0.76,2,1507,1,1,1,1,0,1,0
0.76,2,1192,1,1,1,1,0,1,0
0.76,2,1734,1,1,1,1,0,1,0
0.76,2,1601,2,1,2,1,0,1,0
0.76,2,1064,1,1,1,1,0,1,0
0.76,2,1267,1,1,1,1,0,1,0
0.76,2,1284,1,1,1,1,0,1,0
0.76,2,1774,1,1,1,1,0,1,0
0.76,2,1321,2,1,2,1,0,1,0
0.76,2,1675,1,1,1,1,0,1,0
0.76,2,1656,2,1,2,1,0,1,0
0.76,2,1240,2,1,2,1,0,1,0
0.76,2,814,1,1,1,1,0,1,0
0.76,2,420,1,1,1,1,0,1,0
0.76,2,422,1,1,1,1,0,1,0
0.76,2,1010,1,1,1,1,0,1,0
0.76,2,1884,1,1,1,1,0,1,0
0.76,2,884,1,1,1,1,0,1,0
0.76,2,1104,3,1,3,3,0,3,0
0.76,2,1759,1,1,1,1,0,1,0
0.76,2,726,1,1,1,1,0,1,0
0.76,2,1005,1,1,1,1,0,1,0
0.76,2,1556,1,1,1,1,0,1,0
0.76,2,563,1,1,1,1,0,1,0
0.76,2,746,2,2,2,2,0,2,0
0.76,2,134,1,1,1,1,0,1,0
0.76,2,399,2,1,2,1,0,1,0
0.76,2,622,1,1,1,1,0,1,0
0.76,2,220,1,1,1,1,0,1,0
0.76,2,113,1,1,1,1,0,1,0
0.76,2,1923,2,1,2,1,0,1,0
0.76,2,1798,1,1,1,1,0,1,0
0.76,2,1843,1,1,1,1,0,1,0
0.76,2,1038,1,1,1,1,0,1,0
0.76,2,1261,4,1,4,4,0,4,0
0.76,2,65,1,1,1,1,0,1,0
0.76,2,1624,4,1,4,4,0,4,0
0.76,2,51,1,1,1,1,0,1,0
0.76,2,1535,1,1,1,1,0,1,0
0.76,2,1019,1,1,1,1,0,1,0
0.76,2,556,1,1,1,1,0,1,0
0.76,2,492,1,1,1,1,0,1,0
0.76,2,1358,1,1,1,1,0,1,0
0.76,2,240,1,1,1,1,0,1,0
0.76,2,998,1,1,1,1,0,1,0
0.76,2,1819,1,1,1,1,0,1,0
0.76,2,40,1,1,1,1,0,1,0
0.76,2,1449,1,1,1,1,0,1,0
0.76,2,1328,1,1,1,1,0,1,0
0.76,2,1422,2,1,2,1,0,1,0
0.76,2,815,1,1,1,1,0,1,0
0.76,2,831,1,1,1,1,0,1,0
0.76,2,1095,2,1,2,1,0,1,0
0.76,2,68,4,1,4,4,0,4,0
0.76,2,608,1,1,1,1,0,1,0
0.76,2,903,2,1,2,1,0,1,0
0.76,2,1516,1,1,1,1,0,1,0
0.76,2,1396,1,1,1,1,0,1,0
0.76,2,613,2,1,2,1,0,1,0
0.76,2,1339,1,1,1,1,0,1,0
0.76,2,1896,1,1,1,1,0,1,0
0.76,2,1713,1,1,1,1,0,1,0
0.76,2,791,2,1,2,1,0,1,0
0.76,2,1349,1,1,1,1,0,1,0
0.76,2,235,2,1,2,1,0,1,0
0.76,2,1524,1,1,1,1,0,1,0
0.76,2,1885,1,1,1,1,0,1,0
0.76,2,626,3,1,3,3,0,3,0
0.76,2,984,1,1,1,1,0,1,0
0.76,2,1955,1,1,1,1,0,1,0
0.76,2,695,2,1,2,1,0,1,0
0.76,2,1935,1,1,1,1,0,1,0
0.76,2,1291,2,1,2,1,0,1,0
0.76,2,1137,1,1,1,1,0,1,0
0.76,2,425,1,1,1,1,0,1,0
0.76,2,94,2,1,2,1,0,1,0
0.76,2,273,1,1,1,1,0,1,0
0.76,2,181,1,1,1,1,0,1,0
0.76,2,1998,1,1,1,1,0,1,0
0.76,2,663,1,1,1,1,0,1,0
0.76,2,1933,1,1,1,1,0,1,0
0.76,2,1898,1,1,1,1,0,1,0
0.76,2,1887,1,1,1,1,0,1,0
0.76,2,1542,1,1,1,1,0,1,0
0.76,2,45,1,1,1,1,0,1,0
0.76,2,1326,1,1,1,1,0,1,0
0.76,2,565,1,1,1,1,0,1,0
0.76,2,1149,1,1,1,1,0,1,0
0.76,2,1380,1,1,1,1,0,1,0
0.76,2,1653,1,1,1,1,0,1,0
0.76,2,377,1,1,1,1,0,1,0
0.76,2,1856,1,1,1,1,0,1,0
0.76,2,518,1,1,1,1,0,1,0
0.76,2,1631,1,1,1,1,0,1,0
0.76,2,271,1,1,1,1,0,1,0
0.76,2,1638,1,1,1,1,0,1,0
0.76,2,132,1,1,1,1,0,1,0
0.76,2,1659,1,1,1,1,0,1,0
0.76,2,1395,1,1,1,1,0,1,0
0.76,2,226,1,1,1,1,0,1,0
0.76,2,768,1,1,1,1,0,1,0
0.76,2,1020,1,1,1,1,0,1,0
0.76,2,1327,2,1,2,1,0,1,0
0.76,2,1106,1,1,1,1,0,1,0
0.76,2,1738,1,1,1,1,0,1,0
0.76,2,1592,1,1,1,1,0,1,0
0.76,2,1634,1,1,1,1,0,1,0
0.76,2,1529,2,1,2,1,0,1,0
0.76,2,580,1,1,1,1,0,1,0
0.76,2,1846,2,1,2,1,0,1,0
0.76,2,1866,1,1,1,1,0,1,0
0.76,2,163,2,1,2,1,0,1,0
0.76,2,1733,1,1,1,1,0,1,0
0.76,2,488,1,1,1,1,0,1,0
0.76,2,1613,1,1,1,1,0,1,0
0.76,2,989,1,1,1,1,0,1,0
0.76,2,730,1,1,1,1,0,1,0
0.76,2,1480,1,1,1,1,0,1,0
0.76,2,407,1,1,1,1,0,1,0
0.76,2,1849,1,1,1,1,0,1,0
0.76,2,806,1,1,1,1,0,1,0
0.76,2,589,1,1,1,1,0,1,0
0.76,2,994,1,1,1,1,0,1,0
0.76,2,162,1,1,1,1,0,1,0
0.76,2,740,1,1,6,1,0,1,0
0.76,2,424,1,1,1,1,0,1,0
0.76,2,1676,1,1,1,1,0,1,0
0.76,2,1170,1,1,1,1,0,1,0
0.76,2,1627,1,1,1,1,0,1,0
0.76,2,654,1,1,1,1,0,1,0
0.76,2,431,1,1,1,1,0,1,0
0.76,2,1169,1,1,1,1,0,1,0
0.76,2,227,1,1,1,1,0,1,0
0.76,2,441,1,1,1,1,0,1,0
0.76,2,469,1,1,1,1,0,1,0
0.76,2,1700,1,1,1,1,0,1,0
0.76,2,172,1,1,1,1,0,1,0
0.76,2,1927,1,1,1,1,0,1,0
0.76,2,298,1,1,1,1,0,1,0
0.76,2,149,1,1,1,1,0,1,0
0.76,2,335,1,1,1,1,0,1,0
0.76,2,966,1,1,1,1,0,1,0
0.76,2,783,1,1,1,1,0,1,0
0.76,2,578,1,1,1,1,0,1,0
0.76,2,487,1,1,1,1,0,1,0
0.76,2,1650,1,1,1,1,0,1,0
0.76,2,1209,1,1,1,1,0,1,0
0.76,2,496,1,1,1,1,0,1,0
0.76,2,535,1,1,1,1,0,1,0
0.76,2,1197,1,1,1,1,0,1,0
0.76,2,1666,1,1,1,1,0,1,0
0.76,2,308,1,1,1,1,0,1,0
0.76,2,1732,1,1,1,1,0,1,0
0.76,2,322,1,1,1,1,0,1,0
0.76,2,191,1,1,1,1,0,1,0
0.76,2,168,1,1,1,1,0,1,0
0.76,2,1735,1,1,1,1,0,1,0
0.76,2,1282,2,2,2,2,0,2,0
0.76,2,798,1,1,1,1,0,1,0
0.76,2,345,1,1,1,1,0,1,0
0.76,2,1317,1,1,1,1,0,1,0
0.76,2,742,1,1,1,1,0,1,0
0.76,2,690,1,1,1,1,0,1,0
0.76,2,213,1,1,1,1,0,1,0
0.76,2,484,1,1,1,1,0,1,0
0.76,2,1400,1,1,1,1,0,1,0
0.76,2,136,1,1,1,1,0,1,0
0.76,2,1441,1,1,1,1,0,1,0
0.76,2,1194,1,1,1,1,0,1,0
0.76,2,1952,1,1,1,1,0,1,0
0.76,2,1008,1,1,1,1,0,1,0
0.76,2,889,1,1,1,1,0,1,0
0.76,2,1391,1,1,1,1,0,1,0
0.76,2,93,1,1,1,1,0,1,0
0.76,2,1792,1,1,1,1,0,1,0
0.76,2,506,1,1,1,1,0,1,0
0.76,2,949,1,1,1,1,0,1,0
0.76,2,1701,1,1,1,1,0,1,0
0.76,2,311,1,1,1,1,0,1,0
0.76,2,689,1,1,1,1,0,1,0
0.76,2,521,2,1,2,1,0,1,0
0.76,2,429,1,1,1,1,0,1,0
0.76,2,122,1,1,1,1,0,1,0
0.76,2,504,1,1,1,1,0,1,0
0.76,2,1751,1,1,1,1,0,1,0
0.76,2,88,1,1,1,1,0,1,0
0.76,2,756,1,1,1,1,0,1,0
0.76,2,1552,1,1,1,1,0,1,0
0.76,2,939,2,1,2,1,0,1,0
0.76,2,490,1,1,1,1,0,1,0
0.76,2,787,1,1,1,1,0,1,0
0.76,2,1748,1,1,1,1,0,1,0
0.76,2,1687,1,1,1,1,0,1,0
0.76,2,1679,1,1,1,1,0,1,0
0.76,2,1956,2,1,2,1,0,1,0
0.76,2,1372,1,1,1,1,0,1,0
0.76,2,214,2,1,2,1,0,1,0
0.76,2,1752,1,1,1,1,0,1,0
0.76,2,999,1,1,1,1,0,1,0
0.76,2,1861,1,1,1,1,0,1,0
0.76,2,776,1,1,1,1,0,1,0
0.76,2,18,1,1,1,1,0,1,0
0.76,2,1649,1,1,1,1,0,1,0
0.76,2,1171,1,1,1,1,0,1,0
0.76,2,648,1,1,1,1,0,1,0
0.76,2,852,1,1,1,1,0,1,0
0.76,2,1677,1,1,1,1,0,1,0
0.76,2,36,1,1,1,1,0,1,0
0.76,2,1049,1,1,1,1,0,1,0
0.76,2,241,1,1,1,1,0,1,0
0.76,2,1198,1,1,1,1,0,1,0
0.76,2,813,1,1,1,1,0,1,0
0.76,2,1888,1,1,1,1,0,1,0
0.76,2,1283,1,1,1,1,0,1,0
0.76,2,630,1,1,1,1,0,1,0
0.76,2,1435,2,1,2,1,0,1,0
0.76,2,851,1,1,1,1,0,1,0
0.76,2,938,1,1,1,1,0,1,0
0.76,2,1461,1,1,1,1,0,1,0
0.76,2,1195,1,1,1,1,0,1,0
0.76,2,536,1,1,1,1,0,1,0
0.76,2,1833,1,1,1,1,0,1,0
0.76,2,1661,1,1,1,1,0,1,0
0.76,2,1458,1,1,1,1,0,1,0
0.76,2,265,1,1,1,1,0,1,0
0.76,2,870,1,1,1,1,0,1,0
0.76,2,1477,1,1,1,1,0,1,0
0.76,2,502,1,1,1,1,0,1,0
0.76,4,1496,1,1,1,1,0,1,0
0.76,4,552,5,1,5,5,0,5,0
0.76,4,988,3,1,3,1,0,1,0
0.76,4,1716,4,1,4,1,0,1,0
0.76,4,1213,1,1,1,1,0,1,0
0.76,4,193,1,1,1,1,0,1,0
0.76,4,264,3,1,3,1,0,1,0
0.76,4,1695,5,1,5,5,0,5,0
0.76,4,875,2,1,2,1,0,1,0
0.76,4,1778,3,1,3,1,0,1,0
0.76,4,1696,3,1,3,1,0,1,0
0.76,4,382,3,1,3,1,0,1,0
0.76,4,442,2,1,2,1,0,1,0
0.76,4,1671,5,1,5,5,0,5,0
0.76,4,1816,3,1,3,1,0,1,0
0.76,4,459,6,1,6,6,0,6,0
0.76,4,1881,3,1,3,1,0,1,0
0.76,4,729,2,1,2,1,0,1,0
0.76,4,575,5,1,5,5,0,5,0
0.76,4,1688,1,1,1,1,0,1,0
0.76,4,292,2,1,2,1,0,1,0
0.76,4,834,3,1,3,1,0,1,0
0.76,4,1943,2,1,2,1,0,1,0
0.76,4,1611,4,1,4,1,0,1,0
0.76,4,1706,4,1,4,1,0,1,0
0.76,4,462,1,1,1,1,0,1,0
0.76,4,1626,1,1,1,1,0,1,0
0.76,4,408,4,2,4,2,0,2,0
0.76,4,1224,2,1,2,1,0,1,0
0.76,4,1561,6,1,6,6,0,6,0
0.76,4,1723,4,1,4,1,0,1,0
0.76,4,182,1,1,1,1,0,1,0
0.76,4,1781,2,1,2,1,0,1,0
0.76,4,1614,2,1,2,1,0,1,0
0.76,4,885,6,1,6,6,0,6,0
0.76,4,1690,4,1,4,1,0,1,0
0.76,4,1217,5,1,5,5,0,5,0
0.76,4,1830,4,1,4,1,0,1,0
0.76,4,208,2,2,2,2,0,2,0
0.76,4,32,2,1,2,1,0,1,0
0.76,4,799,5,1,5,5,0,5,0
0.76,4,856,2,1,2,1,0,1,0
0.76,4,1128,6,2,6,6,0,6,0
0.76,4,365,3,1,3,1,0,1,0
0.76,4,642,6,1,6,6,0,6,0
0.76,4,854,2,1,2,1,0,1,0
0.76,4,421,6,1,6,6,0,6,0
0.76,4,1560,6,1,6,6,0,6,0
0.76,4,1929,3,1,3,1,0,1,0
0.76,4,1992,3,1,3,1,0,1,0
0.76,4,1693,3,1,3,1,0,1,0
0.76,4,665,2,1,2,1,0,1,0
0.76,4,501,1,1,1,1,0,1,0
0.76,4,1057,4,1,4,1,0,1,0
0.76,4,561,4,1,4,1,0,1,0
0.76,4,540,6,1,6,6,0,6,0
0.76,4,636,6,1,6,6,0,6,0
0.76,4,918,5,1,5,5,0,5,0
0.76,4,929,3,1,3,1,0,1,0
0.76,4,1489,4,1,4,1,0,1,0
0.76,4,427,6,1,6,6,0,6,0
0.76,4,15,1,1,1,1,0,1,0
0.76,4,316,6,1,6,6,0,6,0
0.76,4,1498,6,2,6,2,0,2,0
0.76,4,910,3,1,3,1,0,1,0
0.76,4,1355,2,1,2,1,0,1,0
0.76,4,1648,5,2,5,2,0,2,0
0.76,4,658,4,1,4,1,0,1,0
0.76,4,1190,3,1,3,1,0,1,0
0.76,4,1876,2,1,2,1,0,1,0
0.76,4,305,3,1,3,1,0,1,0
0.76,4,152,4,1,4,1,0,1,0
0.76,4,1829,3,1,3,1,0,1,0
0.76,4,805,5,1,5,5,0,5,0
0.76,4,480,3,1,3,1,0,1,0
0.76,4,1200,6,1,6,6,0,6,0
0.76,4,717,1,1,1,1,0,1,0
0.76,4,618,5,1,5,5,0,5,0
0.76,4,1509,2,1,2,1,0,1,0
0.76,4,1368,2,1,2,1,0,1,0
0.76,4,879,6,1,6,6,0,6,0
0.76,4,1668,5,2,5,2,0,2,0
0.76,4,794,2,1,2,1,0,1,0
0.76,4,1917,6,1,6,6,0,6,0
0.76,4,1081,3,1,3,1,0,1,0
0.76,4,568,3,1,3,1,0,1,0
0.76,4,1333,1,1,1,1,0,1,0
0.76,4,368,2,1,2,1,0,1,0
0.76,4,666,6,1,6,6,0,6,0
0.76,4,1991,6,1,6,6,0,6,0
0.76,4,1878,1,1,1,1,0,1,0
0.76,4,528,6,2,8,6,0,6,0
0.76,4,1180,2,1,2,1,0,1,0
0.76,4,1794,1,1,1,1,0,1,0
0.76,4,1130,3,1,3,1,0,1,0
0.76,4,569,5,1,5,5,0,5,0
0.76,4,860,2,1,2,1,0,1,0
0.76,4,1667,3,1,3,1,0,1,0
0.76,4,1337,5,1,5,5,0,5,0
0.76,4,1901,4,1,4,1,0,1,0
0.76,4,125,5,1,5,5,0,5,0
0.76,4,78,2,1,2,1,0,1,0
0.76,4,1685,1,1,1,1,0,1,0
0.76,4,1953,6,2,6,6,0,6,0
0.76,4,115,1,1,1,1,0,1,0
0.76,4,1068,1,1,1,1,0,1,0
0.76,4,1981,4,1,4,1,0,1,0
0.76,4,479,4,1,4,1,0,1,0
0.76,4,224,1,1,1,1,0,1,0
0.76,4,755,4,1,4,1,0,1,0
0.76,4,1511,3,1,3,1,0,1,0
0.76,4,1387,2,1,2,1,0,1,0
0.76,4,1093,1,1,1,1,0,1,0
0.76,4,1518,1,1,1,1,0,1,0
0.76,4,1014,4,1,4,1,0,1,0
0.76,4,824,5,1,5,5,0,5,0
0.76,4,718,1,1,1,1,0,1,0
0.76,4,285,1,1,1,1,0,1,0
0.76,4,1857,6,1,6,6,0,6,0
0.76,4,1590,2,1,2,1,0,1,0
0.76,4,1996,6,1,6,6,0,6,0
0.76,4,1540,5,1,5,5,0,5,0
0.76,4,935,6,2,6,6,0,6,0
0.76,4,1183,2,1,2,1,0,1,0
0.76,4,1062,5,1,5,5,0,5,0
0.76,4,256,6,1,6,6,0,6,0
0.76,4,1140,1,1,1,1,0,1,0
0.76,4,1895,5,1,5,5,0,5,0
0.76,4,401,6,2,6,6,0,6,0
0.76,4,571,3,1,3,1,0,1,0
0.76,4,133,6,1,6,6,0,6,0
0.76,4,1534,6,1,6,6,0,6,0
0.76,4,1566,5,1,5,5,0,5,0
0.76,4,165,3,1,3,1,0,1,0
0.76,4,1617,1,1,1,1,0,1,0
0.76,4,203,1,1,1,1,0,1,0
0.76,4,961,1,1,1,1,0,1,0
0.76,4,1610,5,1,5,5,0,5,0
0.76,4,1487,1,1,1,1,0,1,0
0.76,4,1446,2,1,2,1,0,1,0
0.76,4,118,3,1,3,1,0,1,0
0.76,4,486,2,1,2,1,0,1,0
0.76,4,1388,3,1,3,1,0,1,0
0.76,4,703,4,1,4,1,0,1,0
0.76,4,732,5,1,5,5,0,5,0
0.76,4,286,6,1,6,6,0,6,0
0.76,4,1031,1,1,1,1,0,1,0
0.76,4,13,2,1,2,1,0,1,0
0.76,4,299,4,1,4,1,0,1,0
0.76,4,1442,3,1,3,1,0,1,0
0.76,4,779,5,1,5,5,0,5,0
0.76,4,375,5,2,5,2,0,2,0
0.76,4,1883,6,1,6,6,0,6,0
0.76,4,1729,1,1,1,1,0,1,0
0.76,4,438,3,1,3,1,0,1,0
0.76,4,1232,6,1,6,6,0,6,0
0.76,4,245,4,1,4,1,0,1,0
0.76,4,1228,6,1,6,6,0,6,0
0.76,4,1347,1,1,1,1,0,1,0
0.76,4,1945,4,1,4,1,0,1,0
0.76,4,1454,2,1,2,1,0,1,0
0.76,4,306,3,1,3,1,0,1,0
0.76,4,1185,2,1,2,1,0,1,0
0.76,4,1346,1,1,1,1,0,1,0
0.76,4,907,3,1,3,1,0,1,0
0.76,4,443,5,1,5,5,0,5,0
0.76,4,361,4,1,4,1,0,1,0
0.76,4,891,2,1,2,1,0,1,0
0.76,4,1177,1,1,1,1,0,1,0
0.76,4,818,2,1,2,1,0,1,0
0.76,4,1845,1,1,1,1,0,1,0
0.76,4,1334,4,1,4,1,0,1,0
0.76,4,1113,4,1,4,1,0,1,0
0.76,4,332,6,1,6,6,0,6,0
0.76,4,1815,5,1,5,5,0,5,0
0.76,4,144,1,1,1,1,0,1,0
0.76,4,1903,3,1,3,1,0,1,0
0.76,4,853,3,1,3,1,0,1,0
0.76,4,1035,5,1,5,5,0,5,0
0.76,4,960,5,2,5,2,0,2,0
0.76,4,1124,6,1,6,6,0,6,0
0.76,4,517,6,1,6,6,0,6,0
0.76,4,1746,2,1,2,1,0,1,0
0.76,4,283,4,1,4,1,0,1,0
0.76,4,439,4,1,4,1,0,1,0
0.76,4,1967,6,1,6,6,0,6,0
0.76,4,71,6,1,6,6,0,6,0
0.76,4,1925,5,1,5,5,0,5,0
0.76,4,1109,6,1,6,6,0,6,0
0.76,4,1644,4,1,4,1,0,1,0
0.76,4,1157,3,1,3,1,0,1,0
0.76,4,738,6,1,6,6,0,6,0
0.76,4,362,4,2,4,2,0,2,0
0.76,4,1835,1,1,1,1,0,1,0
0.76,4,219,6,1,6,6,0,6,0
0.76,4,899,1,1,1,1,0,1,0
0.76,4,550,3,1,3,1,0,1,0
0.76,4,1407,3,1,3,1,0,1,0
0.76,4,1258,2,1,2,1,0,1,0
0.76,4,1343,4,1,4,1,0,1,0
0.76,4,1985,3,1,3,1,0,1,0
0.76,4,4,1,1,1,1,0,1,0
0.76,4,990,3,1,3,1,0,1,0
0.76,4,1570,1,1,1,1,0,1,0
0.76,4,410,4,1,4,1,0,1,0
0.76,4,1799,3,1,5,5,1,6,2
0.76,4,1852,2,1,2,1,0,1,0
0.76,4,1271,5,1,5,5,0,5,0
0.76,4,750,1,1,1,1,0,1,0
0.76,4,247,1,1,1,1,0,1,0
0.76,4,277,4,1,4,1,0,1,0
0.76,4,1191,5,1,5,5,0,5,0
0.76,4,1616,5,1,9,9,1,10,4
0.76,4,454,2,1,2,1,0,1,0
0.76,4,1236,5,1,5,5,0,5,0
0.76,4,108,4,1,4,1,0,1,0
0.76,4,1390,1,1,1,1,0,1,0
0.76,4,1111,6,1,6,6,0,6,0
0.76,4,1548,4,1,4,1,0,1,0
0.76,4,1452,1,1,1,1,0,1,0
0.76,4,1941,1,1,1,1,0,1,0
0.76,4,1776,1,1,1,1,0,1,0
0.76,4,1399,1,1,1,1,0,1,0
0.76,4,1577,1,1,1,1,0,1,0
0.76,4,147,6,2,6,6,0,6,0
0.76,4,1416,5,1,5,5,0,5,0
0.76,4,1539,3,1,3,1,0,1,0
0.76,4,250,1,1,1,1,0,1,0
0.76,4,397,3,1,3,1,0,1,0
0.76,4,1425,2,1,2,1,0,1,0
0.76,4,1707,6,1,6,6,0,6,0
0.76,4,1481,2,1,2,1,0,1,0
0.76,4,1076,3,1,3,1,0,1,0
0.76,4,1050,5,1,5,5,0,5,0
0.76,4,905,2,1,2,1,0,1,0
0.76,4,1811,3,1,3,1,0,1,0
0.76,4,436,1,1,1,1,0,1,0
0.76,4,497,5,1,5,5,0,5,0
0.76,4,1697,6,1,6,6,0,6,0
0.76,4,762,1,1,1,1,0,1,0
0.76,4,111,2,1,2,1,0,1,0
0.76,4,1554,2,1,2,1,0,1,0
0.76,4,1684,6,1,6,6,0,6,0
0.76,4,1478,4,1,4,1,0,1,0
0.76,4,1329,6,1,6,6,0,6,0
0.76,4,1341,2,1,2,1,0,1,0
0.76,4,686,2,1,2,1,0,1,0
0.76,4,288,5,1,5,5,0,5,0
0.76,4,1069,4,1,4,1,0,1,0
0.76,4,1353,3,1,3,1,0,1,0
0.76,4,761,2,1,2,1,0,1,0
0.76,4,302,3,1,3,1,0,1,0
0.76,4,704,1,1,1,1,0,1,0
0.76,4,1641,1,1,1,1,0,1,0
0.76,4,216,6,1,6,6,0,6,0
0.76,4,773,3,1,3,1,0,1,0
0.76,4,980,6,1,6,6,0,6,0
0.76,4,268,1,1,1,1,0,1,0
0.76,4,1951,3,1,3,1,0,1,0
0.76,4,607,4,1,4,1,0,1,0
0.76,4,10,4,1,4,1,0,1,0
0.76,4,888,1,1,1,1,0,1,0
0.76,4,1134,3,1,3,1,0,1,0
0.76,4,611,2,1,2,1,0,1,0
0.76,4,1304,4,1,4,1,0,1,0
0.76,4,876,6,1,6,6,0,6,0
0.76,4,1834,4,1,4,1,0,1,0
0.76,4,341,5,1,5,5,0,5,0
0.76,4,1042,3,1,3,1,0,1,0
0.76,4,1646,4,1,4,1,0,1,0
0.76,4,1745,5,1,5,5,0,5,0
0.76,4,75,6,2,6,6,0,6,0
0.76,4,676,5,1,5,5,0,5,0
0.76,4,527,1,1,1,1,0,1,0
0.76,4,1220,3,1,3,1,0,1,0
0.76,4,1589,4,1,4,1,0,1,0
0.76,4,941,6,1,6,6,0,6,0
0.76,4,1532,2,1,2,1,0,1,0
0.76,4,8,5,1,5,5,0,5,0
0.76,4,1537,1,1,1,1,0,1,0
0.76,4,1579,5,1,5,5,0,5,0
0.76,4,708,6,1,6,6,0,6,0
0.76,4,1320,6,1,6,6,0,6,0
0.76,4,582,6,1,6,6,0,6,0
0.76,4,160,6,1,6,6,0,6,0
0.76,4,1940,5,1,5,5,0,5,0
0.76,4,1988,2,1,2,1,0,1,0
0.76,4,723,4,1,4,1,0,1,0
0.76,4,1296,4,1,4,1,0,1,0
0.76,4,684,4,1,4,1,0,1,0
0.76,4,952,5,1,5,5,0,5,0
0.76,4,634,1,1,1,1,0,1,0
0.76,4,159,4,1,4,1,0,1,0
0.76,4,1451,4,1,4,1,0,1,0
0.76,4,5,2,1,2,1,0,1,0
0.76,4,1492,4,1,4,1,0,1,0
0.76,4,85,6,1,6,6,0,6,0
0.76,4,1308,1,1,1,1,0,1,0
0.76,4,1363,4,1,4,1,0,1,0
0.76,4,52,1,1,1,1,0,1,0
0.76,4,830,4,2,4,2,0,2,0
0.76,4,821,3,1,3,1,0,1,0
0.76,4,142,1,1,1,1,0,1,0
0.76,4,1301,3,1,3,1,0,1,0
0.76,4,576,5,1,5,5,0,5,0
0.76,4,585,1,1,1,1,0,1,0
0.76,4,11,1,1,1,1,0,1,0
0.76,4,894,1,1,1,1,0,1,0
0.76,4,904,6,1,6,6,0,6,0
0.76,4,771,5,1,5,5,0,5,0
0.76,4,1155,5,1,5,5,0,5,0
0.76,4,1897,4,1,9,4,0,4,0
0.76,4,1196,3,1,3,1,0,1,0
0.76,4,1958,1,1,1,1,0,1,0
0.76,4,526,4,1,4,1,0,1,0
0.76,4,1942,2,1,2,1,0,1,0
0.76,4,90,3,1,3,1,0,1,0
0.76,4,61,4,1,4,1,0,1,0
0.76,4,1536,2,1,2,1,0,1,0
0.76,4,629,4,1,4,1,0,1,0
0.76,4,1703,2,1,2,1,0,1,0
0.76,4,1694,5,1,5,5,0,5,0
0.76,4,35,6,1,6,6,0,6,0
0.76,4,107,6,1,6,6,0,6,0
0.76,4,1978,1,1,1,1,0,1,0
0.76,4,378,4,1,4,1,0,1,0
0.76,4,455,4,2,4,2,0,2,0
0.76,4,1006,4,1,4,1,0,1,0
0.76,4,1959,4,1,4,1,0,1,0
0.76,4,841,1,1,1,1,0,1,0
0.76,4,1972,3,1,3,1,0,1,0
