dataset,replicate,seed,method,active_residual_units,residual_clip_saturation_rate,residual_norm_share,round,saturated_residual_units
femnist,16,116,stable-local-fallback,406,1.0,1.0,4,406
femnist,16,116,stable-local-fallback,414,1.0,1.0,5,414
femnist,16,116,stable-local-fallback,399,1.0,1.0,6,399
femnist,16,116,stable-local-fallback,415,1.0,1.0,7,415
femnist,16,116,stable-local-fallback,416,1.0,1.0,8,416
femnist,16,116,stable-local-fallback,404,1.0,1.0,9,404
femnist,16,116,stable-local-fallback,401,1.0,1.0,10,401
femnist,16,116,stable-local-fallback,413,1.0,1.0,11,413
femnist,16,116,stable-local-fallback,424,1.0,1.0,12,424
femnist,16,116,stable-local-fallback,413,1.0,1.0,13,413
femnist,16,116,stable-local-fallback,396,1.0,1.0,14,396
femnist,16,116,stable-local-fallback,405,1.0,1.0,15,405
femnist,16,116,stable-local-fallback,416,1.0,1.0,16,416
femnist,16,116,stable-local-fallback,405,1.0,1.0,17,405
femnist,16,116,stable-local-fallback,412,1.0,1.0,18,412
femnist,16,116,stable-local-fallback,425,1.0,1.0,19,425
femnist,16,116,stable-local-fallback,407,1.0,1.0,20,407
femnist,16,116,stable-local-fallback,403,1.0,1.0,21,403
femnist,16,116,stable-local-fallback,403,1.0,1.0,22,403
femnist,16,116,stable-local-fallback,419,1.0,1.0,23,419
femnist,16,116,stable-local-fallback,407,1.0,1.0,24,407
femnist,16,116,stable-local-fallback,423,1.0,1.0,25,423
femnist,16,116,stable-local-fallback,410,1.0,1.0,26,410
femnist,16,116,stable-local-fallback,390,1.0,1.0,27,390
femnist,16,116,stable-local-fallback,410,1.0,1.0,28,410
femnist,16,116,stable-local-fallback,397,1.0,1.0,29,397
femnist,16,116,stable-local-fallback,420,1.0,1.0,30,420
femnist,16,116,stable-local-fallback,413,1.0,1.0,31,413
femnist,16,116,stable-local-fallback,415,1.0,1.0,32,415
femnist,16,116,stable-local-fallback,409,1.0,1.0,33,409
femnist,16,116,stable-local-fallback,406,1.0,1.0,34,406
femnist,16,116,stable-local-fallback,403,1.0,1.0,35,403
femnist,16,116,stable-local-fallback,406,1.0,1.0,36,406
femnist,16,116,stable-local-fallback,412,1.0,1.0,37,412
femnist,16,116,stable-local-fallback,415,1.0,1.0,38,415
femnist,16,116,stable-local-fallback,410,1.0,1.0,39,410
femnist,16,116,stable-local-fallback,410,1.0,1.0,40,410
femnist,16,116,stable-local-fallback,405,1.0,1.0,41,405
femnist,16,116,stable-local-fallback,427,1.0,1.0,42,427
femnist,16,116,stable-local-fallback,407,1.0,1.0,43,407
femnist,16,116,stable-local-fallback,401,1.0,1.0,44,401
femnist,16,116,stable-local-fallback,414,1.0,1.0,45,414
femnist,16,116,stable-local-fallback,409,1.0,1.0,46,409
femnist,16,116,stable-local-fallback,419,1.0,1.0,47,419
femnist,16,116,stable-local-fallback,409,1.0,1.0,48,409
femnist,16,116,stable-local-fallback,401,1.0,1.0,49,401
femnist,16,116,stable-local-fallback,402,1.0,1.0,50,402
femnist,17,117,naive-recalibrated-2c,309,1.0,0.20690720091529782,1,309
femnist,17,117,naive-recalibrated-2c,319,1.0,0.20706339437961907,2,319
femnist,17,117,naive-recalibrated-2c,308,1.0,0.17560957435270663,3,308
femnist,17,117,naive-recalibrated-2c,332,1.0,0.3109113570835893,4,332
femnist,17,117,naive-recalibrated-2c,326,1.0,0.26630223092364486,5,326
femnist,17,117,naive-recalibrated-2c,330,1.0,0.23001691832012325,6,330
femnist,17,117,naive-recalibrated-2c,323,1.0,0.32193493994114203,7,323
femnist,17,117,naive-recalibrated-2c,324,1.0,0.3142867740360065,8,324
femnist,17,117,naive-recalibrated-2c,321,1.0,0.3743784913900305,9,321
femnist,17,117,naive-recalibrated-2c,342,1.0,0.39579707365783867,10,342
femnist,17,117,naive-recalibrated-2c,307,1.0,0.31623909518304993,11,307
femnist,17,117,naive-recalibrated-2c,312,1.0,0.33514522714805184,12,312
femnist,17,117,naive-recalibrated-2c,319,1.0,0.3415114105316596,13,319
femnist,17,117,naive-recalibrated-2c,314,1.0,0.2695116167318627,14,314
femnist,17,117,naive-recalibrated-2c,303,1.0,0.28263602989202863,15,303
femnist,17,117,naive-recalibrated-2c,322,1.0,0.3120552534604948,16,322
femnist,17,117,naive-recalibrated-2c,312,1.0,0.3089108140339075,17,312
femnist,17,117,naive-recalibrated-2c,330,1.0,0.29152524295393867,18,330
femnist,17,117,naive-recalibrated-2c,321,1.0,0.3181766146147443,19,321
femnist,17,117,naive-recalibrated-2c,319,1.0,0.30461564720887846,20,319
femnist,17,117,naive-recalibrated-2c,319,1.0,0.29185950545612555,21,319
femnist,17,117,naive-recalibrated-2c,333,1.0,0.3169246181185375,22,333
femnist,17,117,naive-recalibrated-2c,315,1.0,0.3381551232816409,23,315
femnist,17,117,naive-recalibrated-2c,324,1.0,0.2994681513790788,24,324
femnist,17,117,naive-recalibrated-2c,317,1.0,0.2911133623566308,25,317
femnist,17,117,naive-recalibrated-2c,310,1.0,0.3036863475580118,26,310
femnist,17,117,naive-recalibrated-2c,314,1.0,0.3404679432363487,27,314
femnist,17,117,naive-recalibrated-2c,327,1.0,0.37739536848892324,28,327
femnist,17,117,naive-recalibrated-2c,328,1.0,0.33916928183649403,29,328
femnist,17,117,naive-recalibrated-2c,314,1.0,0.2766760417604434,30,314
femnist,17,117,naive-recalibrated-2c,321,1.0,0.2986576968397789,31,321
femnist,17,117,naive-recalibrated-2c,324,1.0,0.3274246009632175,32,324
femnist,17,117,naive-recalibrated-2c,323,1.0,0.3129242773385666,33,323
femnist,17,117,naive-recalibrated-2c,335,1.0,0.30477955345856556,34,335
femnist,17,117,naive-recalibrated-2c,320,1.0,0.2929524223389696,35,320
femnist,17,117,naive-recalibrated-2c,328,1.0,0.35427217144825257,36,328
femnist,17,117,naive-recalibrated-2c,315,1.0,0.35021857139250767,37,315
femnist,17,117,naive-recalibrated-2c,325,1.0,0.37359847886250935,38,325
femnist,17,117,naive-recalibrated-2c,311,1.0,0.28131335104570415,39,311
femnist,17,117,naive-recalibrated-2c,308,1.0,0.30442777366491164,40,308
femnist,17,117,naive-recalibrated-2c,314,1.0,0.3420457659650353,41,314
femnist,17,117,naive-recalibrated-2c,335,1.0,0.33418401193600883,42,335
femnist,17,117,naive-recalibrated-2c,321,0.9968847352024922,0.34477478028929426,43,320
femnist,17,117,naive-recalibrated-2c,322,1.0,0.34906303793291515,44,322
femnist,17,117,naive-recalibrated-2c,337,1.0,0.34933476641799965,45,337
femnist,17,117,naive-recalibrated-2c,324,0.9969135802469136,0.3417054901357879,46,323
femnist,17,117,naive-recalibrated-2c,320,1.0,0.33404218093582744,47,320
femnist,17,117,naive-recalibrated-2c,331,1.0,0.32574048586664134,48,331
femnist,17,117,naive-recalibrated-2c,324,1.0,0.34587079339505544,49,324
femnist,17,117,naive-recalibrated-2c,312,1.0,0.30908618405942556,50,312
femnist,17,117,unitscope-lambda-sweep,309,1.0,0.02817079386337236,1,309
femnist,17,117,unitscope-lambda-sweep,319,1.0,0.029144408450950798,2,319
femnist,17,117,unitscope-lambda-sweep,308,1.0,0.029186292343508145,3,308
femnist,17,117,unitscope-lambda-sweep,332,1.0,0.047713727435462774,4,332
femnist,17,117,unitscope-lambda-sweep,326,1.0,0.0325396002333182,5,326
femnist,17,117,unitscope-lambda-sweep,330,1.0,0.031197320528055246,6,330
femnist,17,117,unitscope-lambda-sweep,323,1.0,0.036226301173501285,7,323
femnist,17,117,unitscope-lambda-sweep,324,1.0,0.0478431596718813,8,324
femnist,17,117,unitscope-lambda-sweep,321,1.0,0.0757201274139579,9,321
femnist,17,117,unitscope-lambda-sweep,342,1.0,0.05327675438091566,10,342
femnist,17,117,unitscope-lambda-sweep,307,1.0,0.04867653084650364,11,307
femnist,17,117,unitscope-lambda-sweep,312,1.0,0.045605342655509376,12,312
femnist,17,117,unitscope-lambda-sweep,319,1.0,0.05675669810173794,13,319
femnist,17,117,unitscope-lambda-sweep,314,1.0,0.0350842450161676,14,314
femnist,17,117,unitscope-lambda-sweep,303,1.0,0.03859489434383654,15,303
femnist,17,117,unitscope-lambda-sweep,322,1.0,0.03528067844605047,16,322
femnist,17,117,unitscope-lambda-sweep,312,1.0,0.04092196324557843,17,312
femnist,17,117,unitscope-lambda-sweep,330,1.0,0.03897447934331486,18,330
femnist,17,117,unitscope-lambda-sweep,321,1.0,0.05421199413387432,19,321
femnist,17,117,unitscope-lambda-sweep,319,1.0,0.0459441443480058,20,319
femnist,17,117,unitscope-lambda-sweep,319,1.0,0.04541895897276814,21,319
femnist,17,117,unitscope-lambda-sweep,333,1.0,0.03954245609385642,22,333
femnist,17,117,unitscope-lambda-sweep,315,1.0,0.05107831877613517,23,315
femnist,17,117,unitscope-lambda-sweep,324,1.0,0.03698896447171592,24,324
femnist,17,117,unitscope-lambda-sweep,317,1.0,0.03338862284461111,25,317
femnist,17,117,unitscope-lambda-sweep,310,1.0,0.04255612910679103,26,310
femnist,17,117,unitscope-lambda-sweep,314,1.0,0.04750919958683014,27,314
femnist,17,117,unitscope-lambda-sweep,327,1.0,0.05247200828549232,28,327
femnist,17,117,unitscope-lambda-sweep,328,1.0,0.04677756824970816,29,328
femnist,17,117,unitscope-lambda-sweep,314,1.0,0.03354100763719283,30,314
femnist,17,117,unitscope-lambda-sweep,321,1.0,0.039356162412592446,31,321
femnist,17,117,unitscope-lambda-sweep,324,1.0,0.04644776466909308,32,324
femnist,17,117,unitscope-lambda-sweep,323,1.0,0.051797113243582237,33,323
femnist,17,117,unitscope-lambda-sweep,335,1.0,0.043047926556654896,34,335
femnist,17,117,unitscope-lambda-sweep,320,1.0,0.040254984964684666,35,320
femnist,17,117,unitscope-lambda-sweep,328,1.0,0.04935980919210976,36,328
femnist,17,117,unitscope-lambda-sweep,315,1.0,0.054238175979285076,37,315
femnist,17,117,unitscope-lambda-sweep,325,1.0,0.0600730081725619,38,325
femnist,17,117,unitscope-lambda-sweep,311,1.0,0.04841254285518428,39,311
femnist,17,117,unitscope-lambda-sweep,308,1.0,0.039905904833619624,40,308
femnist,17,117,unitscope-lambda-sweep,314,1.0,0.043921675074388426,41,314
femnist,17,117,unitscope-lambda-sweep,335,1.0,0.04654979700031776,42,335
femnist,17,117,unitscope-lambda-sweep,321,1.0,0.04644422391891454,43,321
femnist,17,117,unitscope-lambda-sweep,322,1.0,0.05847272337947538,44,322
femnist,17,117,unitscope-lambda-sweep,337,1.0,0.06088640656325811,45,337
femnist,17,117,unitscope-lambda-sweep,324,1.0,0.04715936831661345,46,324
femnist,17,117,unitscope-lambda-sweep,320,1.0,0.04237453403665014,47,320
femnist,17,117,unitscope-lambda-sweep,331,1.0,0.06062120069657824,48,331
femnist,17,117,unitscope-lambda-sweep,324,1.0,0.04123037268397846,49,324
femnist,17,117,unitscope-lambda-sweep,312,1.0,0.03888587202468424,50,312
femnist,17,117,stable-local-fallback,411,1.0,1.0,1,411
femnist,17,117,stable-local-fallback,412,1.0,1.0,2,412
femnist,17,117,stable-local-fallback,403,1.0,1.0,3,403
femnist,17,117,stable-local-fallback,412,1.0,1.0,4,412
femnist,17,117,stable-local-fallback,414,1.0,1.0,5,414
femnist,17,117,stable-local-fallback,411,1.0,1.0,6,411
femnist,17,117,stable-local-fallback,399,1.0,1.0,7,399
femnist,17,117,stable-local-fallback,412,1.0,1.0,8,412
femnist,17,117,stable-local-fallback,408,1.0,1.0,9,408
femnist,17,117,stable-local-fallback,420,1.0,1.0,10,420
femnist,17,117,stable-local-fallback,394,1.0,1.0,11,394
femnist,17,117,stable-local-fallback,407,1.0,1.0,12,407
femnist,17,117,stable-local-fallback,402,1.0,1.0,13,402
femnist,17,117,stable-local-fallback,411,1.0,1.0,14,411
femnist,17,117,stable-local-fallback,411,1.0,1.0,15,411
femnist,17,117,stable-local-fallback,405,1.0,1.0,16,405
femnist,17,117,stable-local-fallback,412,1.0,1.0,17,412
femnist,17,117,stable-local-fallback,399,1.0,1.0,18,399
femnist,17,117,stable-local-fallback,417,1.0,1.0,19,417
femnist,17,117,stable-local-fallback,416,1.0,1.0,20,416
femnist,17,117,stable-local-fallback,401,1.0,1.0,21,401
femnist,17,117,stable-local-fallback,408,1.0,1.0,22,408
femnist,17,117,stable-local-fallback,410,1.0,1.0,23,410
femnist,17,117,stable-local-fallback,410,1.0,1.0,24,410
femnist,17,117,stable-local-fallback,399,1.0,1.0,25,399
femnist,17,117,stable-local-fallback,393,1.0,1.0,26,393
femnist,17,117,stable-local-fallback,400,1.0,1.0,27,400
femnist,17,117,stable-local-fallback,406,1.0,1.0,28,406
femnist,17,117,stable-local-fallback,413,1.0,1.0,29,413
femnist,17,117,stable-local-fallback,408,1.0,1.0,30,408
femnist,17,117,stable-local-fallback,398,1.0,1.0,31,398
femnist,17,117,stable-local-fallback,419,1.0,1.0,32,419
femnist,17,117,stable-local-fallback,421,1.0,1.0,33,421
femnist,17,117,stable-local-fallback,423,1.0,1.0,34,423
femnist,17,117,stable-local-fallback,404,1.0,1.0,35,404
femnist,17,117,stable-local-fallback,422,1.0,1.0,36,422
femnist,17,117,stable-local-fallback,407,1.0,1.0,37,407
femnist,17,117,stable-local-fallback,415,1.0,1.0,38,415
femnist,17,117,stable-local-fallback,409,1.0,1.0,39,409
femnist,17,117,stable-local-fallback,406,1.0,1.0,40,406
femnist,17,117,stable-local-fallback,400,1.0,1.0,41,400
femnist,17,117,stable-local-fallback,404,1.0,1.0,42,404
femnist,17,117,stable-local-fallback,416,1.0,1.0,43,416
femnist,17,117,stable-local-fallback,413,1.0,1.0,44,413
femnist,17,117,stable-local-fallback,417,1.0,1.0,45,417
femnist,17,117,stable-local-fallback,401,1.0,1.0,46,401
femnist,17,117,stable-local-fallback,410,1.0,1.0,47,410
femnist,17,117,stable-local-fallback,415,1.0,1.0,48,415
femnist,17,117,stable-local-fallback,412,1.0,1.0,49,412
femnist,17,117,stable-local-fallback,408,1.0,1.0,50,408
femnist,17,117,handle-only-drop-residual,0,,0.0,1,0
femnist,17,117,handle-only-drop-residual,0,,0.0,2,0
femnist,17,117,handle-only-drop-residual,0,,0.0,3,0
femnist,17,117,handle-only-drop-residual,0,,0.0,4,0
femnist,17,117,handle-only-drop-residual,0,,0.0,5,0
femnist,17,117,handle-only-drop-residual,0,,0.0,6,0
femnist,17,117,handle-only-drop-residual,0,,0.0,7,0
femnist,17,117,handle-only-drop-residual,0,,0.0,8,0
femnist,17,117,handle-only-drop-residual,0,,0.0,9,0
femnist,17,117,handle-only-drop-residual,0,,0.0,10,0
femnist,17,117,handle-only-drop-residual,0,,0.0,11,0
femnist,17,117,handle-only-drop-residual,0,,0.0,12,0
femnist,17,117,handle-only-drop-residual,0,,0.0,13,0
femnist,17,117,handle-only-drop-residual,0,,0.0,14,0
femnist,17,117,handle-only-drop-residual,0,,0.0,15,0
femnist,17,117,handle-only-drop-residual,0,,0.0,16,0
femnist,17,117,handle-only-drop-residual,0,,0.0,17,0
femnist,17,117,handle-only-drop-residual,0,,0.0,18,0
femnist,17,117,handle-only-drop-residual,0,,0.0,19,0
femnist,17,117,handle-only-drop-residual,0,,0.0,20,0
femnist,17,117,handle-only-drop-residual,0,,0.0,21,0
femnist,17,117,handle-only-drop-residual,0,,0.0,22,0
femnist,17,117,handle-only-drop-residual,0,,0.0,23,0
femnist,17,117,handle-only-drop-residual,0,,0.0,24,0
femnist,17,117,handle-only-drop-residual,0,,0.0,25,0
femnist,17,117,handle-only-drop-residual,0,,0.0,26,0
femnist,17,117,handle-only-drop-residual,0,,0.0,27,0
femnist,17,117,handle-only-drop-residual,0,,0.0,28,0
femnist,17,117,handle-only-drop-residual,0,,0.0,29,0
femnist,17,117,handle-only-drop-residual,0,,0.0,30,0
femnist,17,117,handle-only-drop-residual,0,,0.0,31,0
femnist,17,117,handle-only-drop-residual,0,,0.0,32,0
femnist,17,117,handle-only-drop-residual,0,,0.0,33,0
femnist,17,117,handle-only-drop-residual,0,,0.0,34,0
femnist,17,117,handle-only-drop-residual,0,,0.0,35,0
femnist,17,117,handle-only-drop-residual,0,,0.0,36,0
femnist,17,117,handle-only-drop-residual,0,,0.0,37,0
femnist,17,117,handle-only-drop-residual,0,,0.0,38,0
femnist,17,117,handle-only-drop-residual,0,,0.0,39,0
femnist,17,117,handle-only-drop-residual,0,,0.0,40,0
femnist,17,117,handle-only-drop-residual,0,,0.0,41,0
femnist,17,117,handle-only-drop-residual,0,,0.0,42,0
femnist,17,117,handle-only-drop-residual,0,,0.0,43,0
femnist,17,117,handle-only-drop-residual,0,,0.0,44,0
femnist,17,117,handle-only-drop-residual,0,,0.0,45,0
femnist,17,117,handle-only-drop-residual,0,,0.0,46,0
femnist,17,117,handle-only-drop-residual,0,,0.0,47,0
femnist,17,117,handle-only-drop-residual,0,,0.0,48,0
femnist,17,117,handle-only-drop-residual,0,,0.0,49,0
femnist,17,117,handle-only-drop-residual,0,,0.0,50,0
femnist,18,118,naive-recalibrated-2c,298,1.0,0.2310016907457471,1,298
femnist,18,118,naive-recalibrated-2c,334,1.0,0.2692674063369268,2,334
femnist,18,118,naive-recalibrated-2c,312,1.0,0.2680822638338115,3,312
femnist,18,118,naive-recalibrated-2c,324,1.0,0.25872317648184523,4,324
femnist,18,118,naive-recalibrated-2c,347,1.0,0.2616908649988202,5,347
femnist,18,118,naive-recalibrated-2c,305,1.0,0.2711786414337087,6,305
femnist,18,118,naive-recalibrated-2c,317,1.0,0.3135913117570455,7,317
femnist,18,118,naive-recalibrated-2c,319,1.0,0.3691188816616264,8,319
femnist,18,118,naive-recalibrated-2c,342,1.0,0.3401176698145612,9,342
femnist,18,118,naive-recalibrated-2c,311,1.0,0.20217522998406454,10,311
femnist,18,118,naive-recalibrated-2c,325,1.0,0.2709226283354697,11,325
femnist,18,118,naive-recalibrated-2c,302,1.0,0.2241271888904001,12,302
femnist,18,118,naive-recalibrated-2c,331,1.0,0.35951637600309844,13,331
femnist,18,118,naive-recalibrated-2c,318,1.0,0.2744317683726907,14,318
femnist,18,118,naive-recalibrated-2c,328,1.0,0.36625961469997975,15,328
femnist,18,118,naive-recalibrated-2c,327,1.0,0.31614822761213146,16,327
femnist,18,118,naive-recalibrated-2c,306,1.0,0.316027025139514,17,306
femnist,18,118,naive-recalibrated-2c,315,1.0,0.3227086879914454,18,315
femnist,18,118,naive-recalibrated-2c,316,1.0,0.27121695840197324,19,316
femnist,18,118,naive-recalibrated-2c,315,1.0,0.31458480434571723,20,315
femnist,18,118,naive-recalibrated-2c,334,1.0,0.29459468757945056,21,334
femnist,18,118,naive-recalibrated-2c,309,1.0,0.3105644347323112,22,309
femnist,18,118,naive-recalibrated-2c,308,1.0,0.37305033927706505,23,308
femnist,18,118,naive-recalibrated-2c,328,1.0,0.28535295740525823,24,328
femnist,18,118,naive-recalibrated-2c,342,1.0,0.40903463399277296,25,342
femnist,18,118,naive-recalibrated-2c,317,1.0,0.36561801423486145,26,317
femnist,18,118,naive-recalibrated-2c,299,1.0,0.2828389727184355,27,299
femnist,18,118,naive-recalibrated-2c,341,1.0,0.3472633897389332,28,341
femnist,18,118,naive-recalibrated-2c,302,1.0,0.31869060167375957,29,302
femnist,18,118,naive-recalibrated-2c,312,1.0,0.28347305277418555,30,312
femnist,18,118,naive-recalibrated-2c,333,1.0,0.3623183880032132,31,333
femnist,18,118,naive-recalibrated-2c,323,1.0,0.34797373145266025,32,323
femnist,18,118,naive-recalibrated-2c,303,1.0,0.28997518167010483,33,303
femnist,18,118,naive-recalibrated-2c,343,1.0,0.4092742133862775,34,343
femnist,18,118,naive-recalibrated-2c,308,1.0,0.3103396309863109,35,308
femnist,18,118,naive-recalibrated-2c,310,1.0,0.3344325827755344,36,310
femnist,18,118,naive-recalibrated-2c,317,1.0,0.3343302657279235,37,317
femnist,18,118,naive-recalibrated-2c,326,1.0,0.28246731132961833,38,326
femnist,18,118,naive-recalibrated-2c,319,1.0,0.34794027407438516,39,319
femnist,18,118,naive-recalibrated-2c,310,1.0,0.29874464765499986,40,310
femnist,18,118,naive-recalibrated-2c,314,1.0,0.3084374012316068,41,314
femnist,18,118,naive-recalibrated-2c,314,1.0,0.32587225182044227,42,314
femnist,18,118,naive-recalibrated-2c,320,1.0,0.3493106184676923,43,320
femnist,18,118,naive-recalibrated-2c,323,1.0,0.328694578439218,44,323
femnist,18,118,naive-recalibrated-2c,335,1.0,0.39056502641260543,45,335
femnist,18,118,naive-recalibrated-2c,309,0.9967637540453075,0.29596325591486944,46,308
femnist,18,118,naive-recalibrated-2c,326,1.0,0.31486728062652186,47,326
femnist,18,118,naive-recalibrated-2c,313,1.0,0.29277638921048127,48,313
femnist,18,118,naive-recalibrated-2c,316,1.0,0.31168308233443853,49,316
femnist,18,118,naive-recalibrated-2c,328,1.0,0.33115220576183096,50,328
femnist,18,118,stable-local-fallback,390,1.0,1.0,1,390
femnist,18,118,stable-local-fallback,422,1.0,1.0,2,422
femnist,18,118,stable-local-fallback,413,1.0,1.0,3,413
femnist,18,118,stable-local-fallback,423,1.0,1.0,4,423
femnist,18,118,stable-local-fallback,432,1.0,1.0,5,432
femnist,18,118,stable-local-fallback,409,1.0,1.0,6,409
femnist,18,118,stable-local-fallback,407,1.0,1.0,7,407
femnist,18,118,stable-local-fallback,418,1.0,1.0,8,418
femnist,18,118,stable-local-fallback,430,1.0,1.0,9,430
femnist,18,118,stable-local-fallback,402,1.0,1.0,10,402
femnist,18,118,stable-local-fallback,420,1.0,1.0,11,420
femnist,18,118,stable-local-fallback,412,1.0,1.0,12,412
femnist,18,118,stable-local-fallback,411,1.0,1.0,13,411
femnist,18,118,stable-local-fallback,414,1.0,1.0,14,414
femnist,18,118,stable-local-fallback,416,1.0,1.0,15,416
femnist,18,118,stable-local-fallback,413,1.0,1.0,16,413
femnist,18,118,stable-local-fallback,405,1.0,1.0,17,405
femnist,18,118,stable-local-fallback,404,1.0,1.0,18,404
femnist,18,118,stable-local-fallback,412,1.0,1.0,19,412
femnist,18,118,stable-local-fallback,399,1.0,1.0,20,399
femnist,18,118,stable-local-fallback,412,1.0,1.0,21,412
femnist,18,118,stable-local-fallback,409,1.0,1.0,22,409
femnist,18,118,stable-local-fallback,408,1.0,1.0,23,408
femnist,18,118,stable-local-fallback,412,1.0,1.0,24,412
femnist,18,118,stable-local-fallback,422,1.0,1.0,25,422
femnist,18,118,stable-local-fallback,415,1.0,1.0,26,415
femnist,18,118,stable-local-fallback,400,1.0,1.0,27,400
femnist,18,118,stable-local-fallback,418,1.0,1.0,28,418
femnist,18,118,stable-local-fallback,407,1.0,1.0,29,407
femnist,18,118,stable-local-fallback,403,1.0,1.0,30,403
femnist,18,118,stable-local-fallback,421,1.0,1.0,31,421
femnist,18,118,stable-local-fallback,422,1.0,1.0,32,422
femnist,18,118,stable-local-fallback,410,1.0,1.0,33,410
femnist,18,118,stable-local-fallback,418,1.0,1.0,34,418
femnist,18,118,stable-local-fallback,414,1.0,1.0,35,414
femnist,18,118,stable-local-fallback,396,1.0,1.0,36,396
femnist,18,118,stable-local-fallback,408,1.0,1.0,37,408
femnist,18,118,stable-local-fallback,417,1.0,1.0,38,417
femnist,18,118,stable-local-fallback,400,1.0,1.0,39,400
femnist,18,118,stable-local-fallback,399,1.0,1.0,40,399
femnist,18,118,stable-local-fallback,414,1.0,1.0,41,414
femnist,18,118,stable-local-fallback,409,1.0,1.0,42,409
femnist,18,118,stable-local-fallback,409,1.0,1.0,43,409
femnist,18,118,stable-local-fallback,427,1.0,1.0,44,427
femnist,18,118,stable-local-fallback,413,1.0,1.0,45,413
femnist,18,118,stable-local-fallback,395,1.0,1.0,46,395
femnist,18,118,stable-local-fallback,417,1.0,1.0,47,417
femnist,18,118,stable-local-fallback,411,1.0,1.0,48,411
femnist,18,118,stable-local-fallback,411,1.0,1.0,49,411
femnist,18,118,stable-local-fallback,418,1.0,1.0,50,418
femnist,18,118,unitscope-lambda-sweep,298,1.0,0.03229895551575999,1,298
femnist,18,118,unitscope-lambda-sweep,334,1.0,0.029548841459236384,2,334
femnist,18,118,unitscope-lambda-sweep,312,1.0,0.028184461615527595,3,312
femnist,18,118,unitscope-lambda-sweep,324,1.0,0.0396504001401482,4,324
femnist,18,118,unitscope-lambda-sweep,347,1.0,0.027208337978985486,5,347
femnist,18,118,unitscope-lambda-sweep,305,1.0,0.02766558966614784,6,305
femnist,18,118,unitscope-lambda-sweep,317,1.0,0.040517474208670266,7,317
femnist,18,118,unitscope-lambda-sweep,319,1.0,0.0561942866906206,8,319
femnist,18,118,unitscope-lambda-sweep,342,1.0,0.04575407906121036,9,342
femnist,18,118,unitscope-lambda-sweep,311,1.0,0.02368302983258764,10,311
femnist,18,118,unitscope-lambda-sweep,325,1.0,0.03582362786474401,11,325
femnist,18,118,unitscope-lambda-sweep,302,1.0,0.029441732660127482,12,302
femnist,18,118,unitscope-lambda-sweep,331,1.0,0.032656650433650465,13,331
femnist,18,118,unitscope-lambda-sweep,318,1.0,0.03348429619111524,14,318
femnist,18,118,unitscope-lambda-sweep,328,1.0,0.05486508876908252,15,328
femnist,18,118,unitscope-lambda-sweep,327,1.0,0.028384102952405572,16,327
femnist,18,118,unitscope-lambda-sweep,306,1.0,0.03245779460052284,17,306
femnist,18,118,unitscope-lambda-sweep,315,1.0,0.04821500221853375,18,315
femnist,18,118,unitscope-lambda-sweep,316,1.0,0.0319651784452697,19,316
femnist,18,118,unitscope-lambda-sweep,315,1.0,0.06389390294932924,20,315
femnist,18,118,unitscope-lambda-sweep,334,1.0,0.03817702118567179,21,334
femnist,18,118,unitscope-lambda-sweep,309,1.0,0.028003944784144776,22,309
femnist,18,118,unitscope-lambda-sweep,308,1.0,0.046470865325163715,23,308
femnist,18,118,unitscope-lambda-sweep,328,1.0,0.029121097735238587,24,328
femnist,18,118,unitscope-lambda-sweep,342,1.0,0.03341860491716324,25,342
femnist,18,118,unitscope-lambda-sweep,317,1.0,0.0396730186422225,26,317
femnist,18,118,unitscope-lambda-sweep,299,1.0,0.0313215343722088,27,299
femnist,18,118,unitscope-lambda-sweep,341,1.0,0.03179128888713657,28,341
femnist,18,118,unitscope-lambda-sweep,302,1.0,0.04118401809806119,29,302
femnist,18,118,unitscope-lambda-sweep,312,1.0,0.027196235042825694,30,312
femnist,18,118,unitscope-lambda-sweep,333,1.0,0.03787700084718349,31,333
femnist,18,118,unitscope-lambda-sweep,323,1.0,0.035169347131695755,32,323
femnist,18,118,unitscope-lambda-sweep,303,1.0,0.03341142709713885,33,303
femnist,18,118,unitscope-lambda-sweep,343,1.0,0.04843725296214874,34,343
femnist,18,118,unitscope-lambda-sweep,308,1.0,0.03730666446348967,35,308
femnist,18,118,unitscope-lambda-sweep,310,1.0,0.023568787417543233,36,310
femnist,18,118,unitscope-lambda-sweep,317,1.0,0.055779753355060704,37,317
femnist,18,118,unitscope-lambda-sweep,326,1.0,0.03463251397466756,38,326
femnist,18,118,unitscope-lambda-sweep,319,1.0,0.0676836362680083,39,319
femnist,18,118,unitscope-lambda-sweep,310,1.0,0.03562365550524247,40,310
femnist,18,118,unitscope-lambda-sweep,314,1.0,0.034637014364464036,41,314
femnist,18,118,unitscope-lambda-sweep,314,1.0,0.05854491187024198,42,314
femnist,18,118,unitscope-lambda-sweep,320,1.0,0.050770139662818986,43,320
femnist,18,118,unitscope-lambda-sweep,323,1.0,0.046103960847231236,44,323
femnist,18,118,unitscope-lambda-sweep,335,1.0,0.04010734777722205,45,335
femnist,18,118,unitscope-lambda-sweep,309,1.0,0.04004250668367576,46,309
femnist,18,118,unitscope-lambda-sweep,326,1.0,0.03973937444095363,47,326
femnist,18,118,unitscope-lambda-sweep,313,1.0,0.039820467032354444,48,313
femnist,18,118,unitscope-lambda-sweep,316,1.0,0.04249832713681579,49,316
