dataset,replicate,seed,method,active_residual_units,residual_clip_saturation_rate,residual_norm_share,round,saturated_residual_units
femnist,6,106,stable-local-fallback,401,1.0,1.0,40,401
femnist,6,106,stable-local-fallback,412,1.0,1.0,41,412
femnist,6,106,stable-local-fallback,406,1.0,1.0,42,406
femnist,6,106,stable-local-fallback,410,1.0,1.0,43,410
femnist,6,106,stable-local-fallback,407,1.0,1.0,44,407
femnist,6,106,stable-local-fallback,411,1.0,1.0,45,411
femnist,6,106,stable-local-fallback,405,1.0,1.0,46,405
femnist,6,106,stable-local-fallback,416,1.0,1.0,47,416
femnist,6,106,stable-local-fallback,407,1.0,1.0,48,407
femnist,6,106,stable-local-fallback,405,1.0,1.0,49,405
femnist,6,106,stable-local-fallback,430,1.0,1.0,50,430
femnist,6,106,handle-only-drop-residual,0,,0.0,1,0
femnist,6,106,handle-only-drop-residual,0,,0.0,2,0
femnist,6,106,handle-only-drop-residual,0,,0.0,3,0
femnist,6,106,handle-only-drop-residual,0,,0.0,4,0
femnist,6,106,handle-only-drop-residual,0,,0.0,5,0
femnist,6,106,handle-only-drop-residual,0,,0.0,6,0
femnist,6,106,handle-only-drop-residual,0,,0.0,7,0
femnist,6,106,handle-only-drop-residual,0,,0.0,8,0
femnist,6,106,handle-only-drop-residual,0,,0.0,9,0
femnist,6,106,handle-only-drop-residual,0,,0.0,10,0
femnist,6,106,handle-only-drop-residual,0,,0.0,11,0
femnist,6,106,handle-only-drop-residual,0,,0.0,12,0
femnist,6,106,handle-only-drop-residual,0,,0.0,13,0
femnist,6,106,handle-only-drop-residual,0,,0.0,14,0
femnist,6,106,handle-only-drop-residual,0,,0.0,15,0
femnist,6,106,handle-only-drop-residual,0,,0.0,16,0
femnist,6,106,handle-only-drop-residual,0,,0.0,17,0
femnist,6,106,handle-only-drop-residual,0,,0.0,18,0
femnist,6,106,handle-only-drop-residual,0,,0.0,19,0
femnist,6,106,handle-only-drop-residual,0,,0.0,20,0
femnist,6,106,handle-only-drop-residual,0,,0.0,21,0
femnist,6,106,handle-only-drop-residual,0,,0.0,22,0
femnist,6,106,handle-only-drop-residual,0,,0.0,23,0
femnist,6,106,handle-only-drop-residual,0,,0.0,24,0
femnist,6,106,handle-only-drop-residual,0,,0.0,25,0
femnist,6,106,handle-only-drop-residual,0,,0.0,26,0
femnist,6,106,handle-only-drop-residual,0,,0.0,27,0
femnist,6,106,handle-only-drop-residual,0,,0.0,28,0
femnist,6,106,handle-only-drop-residual,0,,0.0,29,0
femnist,6,106,handle-only-drop-residual,0,,0.0,30,0
femnist,6,106,handle-only-drop-residual,0,,0.0,31,0
femnist,6,106,handle-only-drop-residual,0,,0.0,32,0
femnist,6,106,handle-only-drop-residual,0,,0.0,33,0
femnist,6,106,handle-only-drop-residual,0,,0.0,34,0
femnist,6,106,handle-only-drop-residual,0,,0.0,35,0
femnist,6,106,handle-only-drop-residual,0,,0.0,36,0
femnist,6,106,handle-only-drop-residual,0,,0.0,37,0
femnist,6,106,handle-only-drop-residual,0,,0.0,38,0
femnist,6,106,handle-only-drop-residual,0,,0.0,39,0
femnist,6,106,handle-only-drop-residual,0,,0.0,40,0
femnist,6,106,handle-only-drop-residual,0,,0.0,41,0
femnist,6,106,handle-only-drop-residual,0,,0.0,42,0
femnist,6,106,handle-only-drop-residual,0,,0.0,43,0
femnist,6,106,handle-only-drop-residual,0,,0.0,44,0
femnist,6,106,handle-only-drop-residual,0,,0.0,45,0
femnist,6,106,handle-only-drop-residual,0,,0.0,46,0
femnist,6,106,handle-only-drop-residual,0,,0.0,47,0
femnist,6,106,handle-only-drop-residual,0,,0.0,48,0
femnist,6,106,handle-only-drop-residual,0,,0.0,49,0
femnist,6,106,handle-only-drop-residual,0,,0.0,50,0
femnist,7,107,stable-local-fallback,415,1.0,1.0,1,415
femnist,7,107,stable-local-fallback,404,1.0,1.0,2,404
femnist,7,107,stable-local-fallback,418,1.0,1.0,3,418
femnist,7,107,stable-local-fallback,417,1.0,1.0,4,417
femnist,7,107,stable-local-fallback,414,1.0,1.0,5,414
femnist,7,107,stable-local-fallback,403,1.0,1.0,6,403
femnist,7,107,stable-local-fallback,405,1.0,1.0,7,405
femnist,7,107,stable-local-fallback,413,1.0,1.0,8,413
femnist,7,107,stable-local-fallback,418,1.0,1.0,9,418
femnist,7,107,stable-local-fallback,415,1.0,1.0,10,415
femnist,7,107,stable-local-fallback,415,1.0,1.0,11,415
femnist,7,107,stable-local-fallback,405,1.0,1.0,12,405
femnist,7,107,stable-local-fallback,422,1.0,1.0,13,422
femnist,7,107,stable-local-fallback,408,1.0,1.0,14,408
femnist,7,107,stable-local-fallback,409,1.0,1.0,15,409
femnist,7,107,stable-local-fallback,400,1.0,1.0,16,400
femnist,7,107,stable-local-fallback,415,1.0,1.0,17,415
femnist,7,107,stable-local-fallback,408,1.0,1.0,18,408
femnist,7,107,stable-local-fallback,415,1.0,1.0,19,415
femnist,7,107,stable-local-fallback,411,1.0,1.0,20,411
femnist,7,107,stable-local-fallback,419,1.0,1.0,21,419
femnist,7,107,stable-local-fallback,410,1.0,1.0,22,410
femnist,7,107,stable-local-fallback,414,1.0,1.0,23,414
femnist,7,107,stable-local-fallback,411,1.0,1.0,24,411
femnist,7,107,stable-local-fallback,414,1.0,1.0,25,414
femnist,7,107,stable-local-fallback,418,1.0,1.0,26,418
femnist,7,107,stable-local-fallback,404,1.0,1.0,27,404
femnist,7,107,stable-local-fallback,416,1.0,1.0,28,416
femnist,7,107,stable-local-fallback,408,1.0,1.0,29,408
femnist,7,107,stable-local-fallback,386,1.0,1.0,30,386
femnist,7,107,stable-local-fallback,400,1.0,1.0,31,400
femnist,7,107,stable-local-fallback,410,1.0,1.0,32,410
femnist,7,107,stable-local-fallback,402,1.0,1.0,33,402
femnist,7,107,stable-local-fallback,407,1.0,1.0,34,407
femnist,7,107,stable-local-fallback,410,1.0,1.0,35,410
femnist,7,107,stable-local-fallback,406,1.0,1.0,36,406
femnist,7,107,stable-local-fallback,419,1.0,1.0,37,419
femnist,7,107,stable-local-fallback,399,1.0,1.0,38,399
femnist,7,107,stable-local-fallback,417,1.0,1.0,39,417
femnist,7,107,stable-local-fallback,398,1.0,1.0,40,398
femnist,7,107,stable-local-fallback,420,1.0,1.0,41,420
femnist,7,107,stable-local-fallback,410,1.0,1.0,42,410
femnist,7,107,stable-local-fallback,406,1.0,1.0,43,406
femnist,7,107,stable-local-fallback,418,1.0,1.0,44,418
femnist,7,107,stable-local-fallback,407,1.0,1.0,45,407
femnist,7,107,stable-local-fallback,414,1.0,1.0,46,414
femnist,7,107,stable-local-fallback,413,1.0,1.0,47,413
femnist,7,107,stable-local-fallback,413,1.0,1.0,48,413
femnist,7,107,stable-local-fallback,407,1.0,1.0,49,407
femnist,7,107,stable-local-fallback,414,1.0,1.0,50,414
femnist,7,107,handle-only-drop-residual,0,,0.0,1,0
femnist,7,107,handle-only-drop-residual,0,,0.0,2,0
femnist,7,107,handle-only-drop-residual,0,,0.0,3,0
femnist,7,107,handle-only-drop-residual,0,,0.0,4,0
femnist,7,107,handle-only-drop-residual,0,,0.0,5,0
femnist,7,107,handle-only-drop-residual,0,,0.0,6,0
femnist,7,107,handle-only-drop-residual,0,,0.0,7,0
femnist,7,107,handle-only-drop-residual,0,,0.0,8,0
femnist,7,107,handle-only-drop-residual,0,,0.0,9,0
femnist,7,107,handle-only-drop-residual,0,,0.0,10,0
femnist,7,107,handle-only-drop-residual,0,,0.0,11,0
femnist,7,107,handle-only-drop-residual,0,,0.0,12,0
femnist,7,107,handle-only-drop-residual,0,,0.0,13,0
femnist,7,107,handle-only-drop-residual,0,,0.0,14,0
femnist,7,107,handle-only-drop-residual,0,,0.0,15,0
femnist,7,107,handle-only-drop-residual,0,,0.0,16,0
femnist,7,107,handle-only-drop-residual,0,,0.0,17,0
femnist,7,107,handle-only-drop-residual,0,,0.0,18,0
femnist,7,107,handle-only-drop-residual,0,,0.0,19,0
femnist,7,107,handle-only-drop-residual,0,,0.0,20,0
femnist,7,107,handle-only-drop-residual,0,,0.0,21,0
femnist,7,107,handle-only-drop-residual,0,,0.0,22,0
femnist,7,107,handle-only-drop-residual,0,,0.0,23,0
femnist,7,107,handle-only-drop-residual,0,,0.0,24,0
femnist,7,107,handle-only-drop-residual,0,,0.0,25,0
femnist,7,107,handle-only-drop-residual,0,,0.0,26,0
femnist,7,107,handle-only-drop-residual,0,,0.0,27,0
femnist,7,107,handle-only-drop-residual,0,,0.0,28,0
femnist,7,107,handle-only-drop-residual,0,,0.0,29,0
femnist,7,107,handle-only-drop-residual,0,,0.0,30,0
femnist,7,107,handle-only-drop-residual,0,,0.0,31,0
femnist,7,107,handle-only-drop-residual,0,,0.0,32,0
femnist,7,107,handle-only-drop-residual,0,,0.0,33,0
femnist,7,107,handle-only-drop-residual,0,,0.0,34,0
femnist,7,107,handle-only-drop-residual,0,,0.0,35,0
femnist,7,107,handle-only-drop-residual,0,,0.0,36,0
femnist,7,107,handle-only-drop-residual,0,,0.0,37,0
femnist,7,107,handle-only-drop-residual,0,,0.0,38,0
femnist,7,107,handle-only-drop-residual,0,,0.0,39,0
femnist,7,107,handle-only-drop-residual,0,,0.0,40,0
femnist,7,107,handle-only-drop-residual,0,,0.0,41,0
femnist,7,107,handle-only-drop-residual,0,,0.0,42,0
femnist,7,107,handle-only-drop-residual,0,,0.0,43,0
femnist,7,107,handle-only-drop-residual,0,,0.0,44,0
femnist,7,107,handle-only-drop-residual,0,,0.0,45,0
femnist,7,107,handle-only-drop-residual,0,,0.0,46,0
femnist,7,107,handle-only-drop-residual,0,,0.0,47,0
femnist,7,107,handle-only-drop-residual,0,,0.0,48,0
femnist,7,107,handle-only-drop-residual,0,,0.0,49,0
femnist,7,107,handle-only-drop-residual,0,,0.0,50,0
femnist,7,107,naive-recalibrated-2c,318,1.0,0.3472914570391854,1,318
femnist,7,107,naive-recalibrated-2c,328,1.0,0.2500474692172654,2,328
femnist,7,107,naive-recalibrated-2c,339,1.0,0.43107177727365514,3,339
femnist,7,107,naive-recalibrated-2c,318,1.0,0.22919760648517695,4,318
femnist,7,107,naive-recalibrated-2c,316,1.0,0.18186777723481037,5,316
femnist,7,107,naive-recalibrated-2c,314,1.0,0.30256078926321556,6,314
femnist,7,107,naive-recalibrated-2c,325,1.0,0.33461229035712803,7,325
femnist,7,107,naive-recalibrated-2c,310,1.0,0.2721944549159121,8,310
femnist,7,107,naive-recalibrated-2c,337,1.0,0.30890874200541174,9,337
femnist,7,107,naive-recalibrated-2c,321,1.0,0.23141512915353477,10,321
femnist,7,107,naive-recalibrated-2c,335,1.0,0.3224177734414054,11,335
femnist,7,107,naive-recalibrated-2c,312,1.0,0.236709889843678,12,312
femnist,7,107,naive-recalibrated-2c,337,1.0,0.26731507909611435,13,337
femnist,7,107,naive-recalibrated-2c,331,1.0,0.3600699458249403,14,331
femnist,7,107,naive-recalibrated-2c,331,1.0,0.3048014155066172,15,331
femnist,7,107,naive-recalibrated-2c,313,1.0,0.26841846202572733,16,313
femnist,7,107,naive-recalibrated-2c,319,1.0,0.2624362677288993,17,319
femnist,7,107,naive-recalibrated-2c,326,1.0,0.3782902567851707,18,326
femnist,7,107,naive-recalibrated-2c,324,1.0,0.3060268928106587,19,324
femnist,7,107,naive-recalibrated-2c,324,1.0,0.38845317834543874,20,324
femnist,7,107,naive-recalibrated-2c,320,1.0,0.3081342723881368,21,320
femnist,7,107,naive-recalibrated-2c,325,1.0,0.2998787013830639,22,325
femnist,7,107,naive-recalibrated-2c,324,1.0,0.3039487358791647,23,324
femnist,7,107,naive-recalibrated-2c,305,1.0,0.26615791975504877,24,305
femnist,7,107,naive-recalibrated-2c,325,1.0,0.3819700836924294,25,325
femnist,7,107,naive-recalibrated-2c,321,1.0,0.31677765312734685,26,321
femnist,7,107,naive-recalibrated-2c,317,1.0,0.39078748153430276,27,317
femnist,7,107,naive-recalibrated-2c,326,1.0,0.30978603563410034,28,326
femnist,7,107,naive-recalibrated-2c,322,1.0,0.3492608011428954,29,322
femnist,7,107,naive-recalibrated-2c,302,1.0,0.36602611081257186,30,302
femnist,7,107,naive-recalibrated-2c,308,1.0,0.2778017272913698,31,308
femnist,7,107,naive-recalibrated-2c,318,1.0,0.35147938124407657,32,318
femnist,7,107,naive-recalibrated-2c,326,1.0,0.37104795279224434,33,326
femnist,7,107,naive-recalibrated-2c,303,1.0,0.26345649193578474,34,303
femnist,7,107,naive-recalibrated-2c,335,1.0,0.3627522105171091,35,335
femnist,7,107,naive-recalibrated-2c,329,1.0,0.3833779758003102,36,329
femnist,7,107,naive-recalibrated-2c,324,1.0,0.3661538388596932,37,324
femnist,7,107,naive-recalibrated-2c,324,1.0,0.32581830159428826,38,324
femnist,7,107,naive-recalibrated-2c,318,1.0,0.2793906521558894,39,318
femnist,7,107,naive-recalibrated-2c,308,1.0,0.2985025989529196,40,308
femnist,7,107,naive-recalibrated-2c,329,1.0,0.33107600773090684,41,329
femnist,7,107,naive-recalibrated-2c,320,1.0,0.3280004549287399,42,320
femnist,7,107,naive-recalibrated-2c,306,1.0,0.3184341392881711,43,306
femnist,7,107,naive-recalibrated-2c,340,1.0,0.33881051569345033,44,340
femnist,7,107,naive-recalibrated-2c,335,1.0,0.36771477353664955,45,335
femnist,7,107,naive-recalibrated-2c,319,1.0,0.28763471012054387,46,319
femnist,7,107,naive-recalibrated-2c,315,1.0,0.3154912740601251,47,315
femnist,7,107,naive-recalibrated-2c,334,0.9940119760479041,0.3497143369846911,48,332
femnist,7,107,naive-recalibrated-2c,312,1.0,0.328666580433335,49,312
femnist,7,107,naive-recalibrated-2c,330,1.0,0.3842524335770926,50,330
femnist,7,107,unitscope-lambda-sweep,318,1.0,0.05581966170831762,1,318
femnist,7,107,unitscope-lambda-sweep,328,1.0,0.034763573014912744,2,328
femnist,7,107,unitscope-lambda-sweep,339,1.0,0.05619997984695042,3,339
femnist,7,107,unitscope-lambda-sweep,318,1.0,0.02861746559527288,4,318
femnist,7,107,unitscope-lambda-sweep,316,1.0,0.025055540973856344,5,316
femnist,7,107,unitscope-lambda-sweep,314,1.0,0.02645959033631682,6,314
femnist,7,107,unitscope-lambda-sweep,325,1.0,0.03909381996335632,7,325
femnist,7,107,unitscope-lambda-sweep,310,1.0,0.032155386527465676,8,310
femnist,7,107,unitscope-lambda-sweep,337,1.0,0.03705133664291994,9,337
femnist,7,107,unitscope-lambda-sweep,321,1.0,0.031035768713601496,10,321
femnist,7,107,unitscope-lambda-sweep,335,1.0,0.037156269990982475,11,335
femnist,7,107,unitscope-lambda-sweep,312,1.0,0.034548473699100274,12,312
femnist,7,107,unitscope-lambda-sweep,337,1.0,0.027874620343848945,13,337
femnist,7,107,unitscope-lambda-sweep,331,1.0,0.04479232354805023,14,331
femnist,7,107,unitscope-lambda-sweep,331,1.0,0.038812807034116305,15,331
femnist,7,107,unitscope-lambda-sweep,313,1.0,0.02669962104112534,16,313
femnist,7,107,unitscope-lambda-sweep,319,1.0,0.030468011766711416,17,319
femnist,7,107,unitscope-lambda-sweep,326,1.0,0.07257732696556038,18,326
femnist,7,107,unitscope-lambda-sweep,324,1.0,0.041231398637726284,19,324
femnist,7,107,unitscope-lambda-sweep,324,1.0,0.05458522261896753,20,324
femnist,7,107,unitscope-lambda-sweep,320,1.0,0.05082430728302371,21,320
femnist,7,107,unitscope-lambda-sweep,325,1.0,0.03597732787892466,22,325
femnist,7,107,unitscope-lambda-sweep,324,1.0,0.0357618859630634,23,324
femnist,7,107,unitscope-lambda-sweep,305,1.0,0.031792153617910976,24,305
femnist,7,107,unitscope-lambda-sweep,325,1.0,0.04637664646484829,25,325
femnist,7,107,unitscope-lambda-sweep,321,1.0,0.05506390998080369,26,321
femnist,7,107,unitscope-lambda-sweep,317,1.0,0.05710236003647546,27,317
femnist,7,107,unitscope-lambda-sweep,326,1.0,0.039908825538953405,28,326
femnist,7,107,unitscope-lambda-sweep,322,1.0,0.05779236778511561,29,322
femnist,7,107,unitscope-lambda-sweep,302,1.0,0.05593827640846457,30,302
femnist,7,107,unitscope-lambda-sweep,308,1.0,0.03839920300454969,31,308
femnist,7,107,unitscope-lambda-sweep,318,1.0,0.05485560323405104,32,318
femnist,7,107,unitscope-lambda-sweep,326,1.0,0.04801556983235646,33,326
femnist,7,107,unitscope-lambda-sweep,303,1.0,0.03161757177949826,34,303
femnist,7,107,unitscope-lambda-sweep,335,1.0,0.06317852951259806,35,335
femnist,7,107,unitscope-lambda-sweep,329,1.0,0.08224607753284438,36,329
femnist,7,107,unitscope-lambda-sweep,324,1.0,0.05154768190040716,37,324
femnist,7,107,unitscope-lambda-sweep,324,1.0,0.04537798561271583,38,324
femnist,7,107,unitscope-lambda-sweep,318,1.0,0.03219287218014182,39,318
femnist,7,107,unitscope-lambda-sweep,308,1.0,0.033939253472483694,40,308
femnist,7,107,unitscope-lambda-sweep,329,1.0,0.04498504513687038,41,329
femnist,7,107,unitscope-lambda-sweep,320,1.0,0.048784027506749775,42,320
femnist,7,107,unitscope-lambda-sweep,306,1.0,0.05256858947590382,43,306
femnist,7,107,unitscope-lambda-sweep,340,1.0,0.04787926142505923,44,340
femnist,7,107,unitscope-lambda-sweep,335,1.0,0.06760207154235714,45,335
femnist,7,107,unitscope-lambda-sweep,319,1.0,0.03652759190457331,46,319
femnist,7,107,unitscope-lambda-sweep,315,1.0,0.0409825628675568,47,315
femnist,7,107,unitscope-lambda-sweep,334,1.0,0.06245924677905946,48,334
femnist,7,107,unitscope-lambda-sweep,312,1.0,0.06263337905285803,49,312
femnist,7,107,unitscope-lambda-sweep,330,1.0,0.06108989578499052,50,330
femnist,8,108,unitscope-lambda-sweep,327,1.0,0.051218140321922026,1,327
femnist,8,108,unitscope-lambda-sweep,310,1.0,0.05768932474520601,2,310
femnist,8,108,unitscope-lambda-sweep,325,1.0,0.03331832287888637,3,325
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.043905370306650954,4,321
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.03119993336853748,5,321
femnist,8,108,unitscope-lambda-sweep,322,1.0,0.033616532033512024,6,322
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.051022263171779395,7,321
femnist,8,108,unitscope-lambda-sweep,316,1.0,0.04683043842526757,8,316
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.04116592248508451,9,321
femnist,8,108,unitscope-lambda-sweep,339,1.0,0.04024301702068104,10,339
femnist,8,108,unitscope-lambda-sweep,310,1.0,0.036787843940098944,11,310
femnist,8,108,unitscope-lambda-sweep,325,1.0,0.04155708339843944,12,325
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.05446203981938775,13,321
femnist,8,108,unitscope-lambda-sweep,302,1.0,0.036750964116177856,14,302
femnist,8,108,unitscope-lambda-sweep,332,1.0,0.05747267794715663,15,332
femnist,8,108,unitscope-lambda-sweep,312,1.0,0.05535408551609702,16,312
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.053213623890243936,17,321
femnist,8,108,unitscope-lambda-sweep,310,1.0,0.035986833620984274,18,310
femnist,8,108,unitscope-lambda-sweep,322,1.0,0.0327325816687199,19,322
femnist,8,108,unitscope-lambda-sweep,308,1.0,0.0365470386878413,20,308
femnist,8,108,unitscope-lambda-sweep,329,1.0,0.04993378628308965,21,329
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.036854063884024534,22,321
femnist,8,108,unitscope-lambda-sweep,333,1.0,0.036227178116748915,23,333
femnist,8,108,unitscope-lambda-sweep,319,1.0,0.039633372094158216,24,319
femnist,8,108,unitscope-lambda-sweep,336,1.0,0.03946770596005194,25,336
femnist,8,108,unitscope-lambda-sweep,327,1.0,0.0423087639451794,26,327
femnist,8,108,unitscope-lambda-sweep,305,1.0,0.02712951114100123,27,305
femnist,8,108,unitscope-lambda-sweep,324,1.0,0.028409552039042912,28,324
femnist,8,108,unitscope-lambda-sweep,322,1.0,0.05345508806338419,29,322
femnist,8,108,unitscope-lambda-sweep,307,1.0,0.039955488810138065,30,307
femnist,8,108,unitscope-lambda-sweep,316,1.0,0.03898117492879499,31,316
femnist,8,108,unitscope-lambda-sweep,321,1.0,0.049816972678537665,32,321
femnist,8,108,unitscope-lambda-sweep,317,1.0,0.03949685946201578,33,317
femnist,8,108,unitscope-lambda-sweep,317,1.0,0.03654046958078616,34,317
femnist,8,108,unitscope-lambda-sweep,316,1.0,0.03832770494104914,35,316
femnist,8,108,unitscope-lambda-sweep,308,1.0,0.049263912320984066,36,308
femnist,8,108,unitscope-lambda-sweep,315,1.0,0.03907196078020723,37,315
femnist,8,108,unitscope-lambda-sweep,307,1.0,0.03744826035100264,38,307
femnist,8,108,unitscope-lambda-sweep,311,1.0,0.04087517689898879,39,311
femnist,8,108,unitscope-lambda-sweep,330,1.0,0.04435892139804729,40,330
femnist,8,108,unitscope-lambda-sweep,331,1.0,0.04089534872343815,41,331
femnist,8,108,unitscope-lambda-sweep,329,1.0,0.040390867479552374,42,329
femnist,8,108,unitscope-lambda-sweep,310,1.0,0.046137789801240114,43,310
femnist,8,108,unitscope-lambda-sweep,315,1.0,0.04510893640272079,44,315
femnist,8,108,unitscope-lambda-sweep,320,1.0,0.039106937985263185,45,320
femnist,8,108,unitscope-lambda-sweep,324,1.0,0.057834925175783605,46,324
femnist,8,108,unitscope-lambda-sweep,320,1.0,0.04219526962396378,47,320
femnist,8,108,unitscope-lambda-sweep,328,1.0,0.06111593102114982,48,328
femnist,8,108,unitscope-lambda-sweep,311,1.0,0.053201480997799554,49,311
femnist,8,108,unitscope-lambda-sweep,323,1.0,0.06362712777395449,50,323
femnist,8,108,naive-recalibrated-2c,327,1.0,0.3269833846806124,1,327
femnist,8,108,naive-recalibrated-2c,310,1.0,0.3583231879365893,2,310
femnist,8,108,naive-recalibrated-2c,325,1.0,0.32825142164428067,3,325
femnist,8,108,naive-recalibrated-2c,321,1.0,0.32215666038378166,4,321
femnist,8,108,naive-recalibrated-2c,321,1.0,0.2769661990400897,5,321
femnist,8,108,naive-recalibrated-2c,322,1.0,0.2441636337440506,6,322
femnist,8,108,naive-recalibrated-2c,321,1.0,0.3543270387347742,7,321
femnist,8,108,naive-recalibrated-2c,316,1.0,0.3606619863735444,8,316
femnist,8,108,naive-recalibrated-2c,321,1.0,0.2761389031728642,9,321
femnist,8,108,naive-recalibrated-2c,339,1.0,0.3111117541194119,10,339
femnist,8,108,naive-recalibrated-2c,310,1.0,0.29690012896293544,11,310
femnist,8,108,naive-recalibrated-2c,325,1.0,0.2458809540857109,12,325
femnist,8,108,naive-recalibrated-2c,321,1.0,0.3193659399620845,13,321
femnist,8,108,naive-recalibrated-2c,302,1.0,0.2675560329237823,14,302
femnist,8,108,naive-recalibrated-2c,332,1.0,0.31925405487457587,15,332
femnist,8,108,naive-recalibrated-2c,312,1.0,0.32247857873800423,16,312
femnist,8,108,naive-recalibrated-2c,321,1.0,0.35057503619108893,17,321
femnist,8,108,naive-recalibrated-2c,310,1.0,0.26785534824051327,18,310
femnist,8,108,naive-recalibrated-2c,322,1.0,0.3133463508770055,19,322
femnist,8,108,naive-recalibrated-2c,308,1.0,0.29237459061502097,20,308
femnist,8,108,naive-recalibrated-2c,329,1.0,0.3098214301556597,21,329
femnist,8,108,naive-recalibrated-2c,321,1.0,0.3557748265096583,22,321
femnist,8,108,naive-recalibrated-2c,333,1.0,0.298236312552628,23,333
femnist,8,108,naive-recalibrated-2c,319,1.0,0.32623548887186504,24,319
femnist,8,108,naive-recalibrated-2c,336,1.0,0.4350029807474183,25,336
femnist,8,108,naive-recalibrated-2c,327,1.0,0.35395409622484314,26,327
femnist,8,108,naive-recalibrated-2c,305,1.0,0.256339154911317,27,305
femnist,8,108,naive-recalibrated-2c,324,1.0,0.3152602911351188,28,324
femnist,8,108,naive-recalibrated-2c,322,1.0,0.3528109965258895,29,322
femnist,8,108,naive-recalibrated-2c,307,1.0,0.31403111270710743,30,307
femnist,8,108,naive-recalibrated-2c,316,1.0,0.3222508818615333,31,316
femnist,8,108,naive-recalibrated-2c,321,1.0,0.31035201466258333,32,321
femnist,8,108,naive-recalibrated-2c,317,1.0,0.30219600146212644,33,317
femnist,8,108,naive-recalibrated-2c,317,1.0,0.31385680149595524,34,317
femnist,8,108,naive-recalibrated-2c,316,1.0,0.3110610024125273,35,316
femnist,8,108,naive-recalibrated-2c,308,1.0,0.31499663967267155,36,308
femnist,8,108,naive-recalibrated-2c,315,1.0,0.31642827213798796,37,315
femnist,8,108,naive-recalibrated-2c,307,1.0,0.34756722986822103,38,307
femnist,8,108,naive-recalibrated-2c,311,1.0,0.31450229360558546,39,311
femnist,8,108,naive-recalibrated-2c,330,1.0,0.3112412335258424,40,330
femnist,8,108,naive-recalibrated-2c,331,1.0,0.32049072822082664,41,331
femnist,8,108,naive-recalibrated-2c,329,0.9696048632218845,0.30965268009809216,42,319
femnist,8,108,naive-recalibrated-2c,310,1.0,0.31110527113471403,43,310
femnist,8,108,naive-recalibrated-2c,315,1.0,0.3326595352537463,44,315
femnist,8,108,naive-recalibrated-2c,320,1.0,0.2783611140515101,45,320
femnist,8,108,naive-recalibrated-2c,324,1.0,0.3444297755984167,46,324
femnist,8,108,naive-recalibrated-2c,320,1.0,0.3222867574389136,47,320
femnist,8,108,naive-recalibrated-2c,328,1.0,0.3780560187616057,48,328
femnist,8,108,naive-recalibrated-2c,311,1.0,0.3355579270021805,49,311
femnist,8,108,naive-recalibrated-2c,323,1.0,0.3535472222105892,50,323
femnist,8,108,handle-only-drop-residual,0,,0.0,1,0
femnist,8,108,handle-only-drop-residual,0,,0.0,2,0
femnist,8,108,handle-only-drop-residual,0,,0.0,3,0
femnist,8,108,handle-only-drop-residual,0,,0.0,4,0
femnist,8,108,handle-only-drop-residual,0,,0.0,5,0
femnist,8,108,handle-only-drop-residual,0,,0.0,6,0
femnist,8,108,handle-only-drop-residual,0,,0.0,7,0
femnist,8,108,handle-only-drop-residual,0,,0.0,8,0
femnist,8,108,handle-only-drop-residual,0,,0.0,9,0
femnist,8,108,handle-only-drop-residual,0,,0.0,10,0
femnist,8,108,handle-only-drop-residual,0,,0.0,11,0
femnist,8,108,handle-only-drop-residual,0,,0.0,12,0
femnist,8,108,handle-only-drop-residual,0,,0.0,13,0
femnist,8,108,handle-only-drop-residual,0,,0.0,14,0
femnist,8,108,handle-only-drop-residual,0,,0.0,15,0
femnist,8,108,handle-only-drop-residual,0,,0.0,16,0
femnist,8,108,handle-only-drop-residual,0,,0.0,17,0
femnist,8,108,handle-only-drop-residual,0,,0.0,18,0
femnist,8,108,handle-only-drop-residual,0,,0.0,19,0
femnist,8,108,handle-only-drop-residual,0,,0.0,20,0
femnist,8,108,handle-only-drop-residual,0,,0.0,21,0
femnist,8,108,handle-only-drop-residual,0,,0.0,22,0
femnist,8,108,handle-only-drop-residual,0,,0.0,23,0
femnist,8,108,handle-only-drop-residual,0,,0.0,24,0
femnist,8,108,handle-only-drop-residual,0,,0.0,25,0
femnist,8,108,handle-only-drop-residual,0,,0.0,26,0
femnist,8,108,handle-only-drop-residual,0,,0.0,27,0
femnist,8,108,handle-only-drop-residual,0,,0.0,28,0
femnist,8,108,handle-only-drop-residual,0,,0.0,29,0
femnist,8,108,handle-only-drop-residual,0,,0.0,30,0
femnist,8,108,handle-only-drop-residual,0,,0.0,31,0
femnist,8,108,handle-only-drop-residual,0,,0.0,32,0
femnist,8,108,handle-only-drop-residual,0,,0.0,33,0
femnist,8,108,handle-only-drop-residual,0,,0.0,34,0
femnist,8,108,handle-only-drop-residual,0,,0.0,35,0
femnist,8,108,handle-only-drop-residual,0,,0.0,36,0
femnist,8,108,handle-only-drop-residual,0,,0.0,37,0
femnist,8,108,handle-only-drop-residual,0,,0.0,38,0
