dataset,replicate,seed,method,metric_name,metric_value,residual_norm_share,residual_clip_saturation_rate,residual_only_subgroup_metric,residual_only_subgroup_people,residual_only_subgroup_records,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,residual_clip_fraction,clip_fraction,noise_multiplier,epsilon,delta,rounds,run_id,config_hash,manifest_hash
femnist,14,114,stable-local-fallback,user_macro_accuracy,0.08859375,1.0,1.0,0.0890625,100,3200,1.0,0.0,1.0,0.9999999964237213,0.9999999964237213,9.214933748786253,4.0,1e-05,,4cb11e1d5b6ac656a6a2b0de47a6eaa2e71de679f6070a1d70d0741afdc266e9,9a719aead280dc2ce3c3b193b62c8f7aecbe8827a6734f23c22373bec601fc38,102a4d2150d1a182f1b1bd3b186b5e6d070e24ce48fbf40ca5571f1abdf1cc7a
femnist,14,114,unitscope-lambda-sweep,user_macro_accuracy,0.090625,0.04333680240255606,1.0,0.0925,100,3200,1.0,0.2536328125,0.7463671875,0.9999999904632568,0.9999999797344208,9.214933748786253,4.0,1e-05,,94c6b53bb36ec3f2863c5a2c9e49ab201e48c76ac3552ced0ec1cb30d50b06a6,9a719aead280dc2ce3c3b193b62c8f7aecbe8827a6734f23c22373bec601fc38,102a4d2150d1a182f1b1bd3b186b5e6d070e24ce48fbf40ca5571f1abdf1cc7a
femnist,14,114,handle-only-drop-residual,user_macro_accuracy,0.09140625,0.0,,0.0925,100,3200,0.2536328125,0.2536328125,0.0,0.0,0.9999999880790711,9.214933748786253,4.0,1e-05,,b79212bcc31bae9a9374e672a81bdcc48d4c5958ddb81c71bf3b4611e5404776,9a719aead280dc2ce3c3b193b62c8f7aecbe8827a6734f23c22373bec601fc38,102a4d2150d1a182f1b1bd3b186b5e6d070e24ce48fbf40ca5571f1abdf1cc7a
femnist,14,114,naive-recalibrated-2c,user_macro_accuracy,0.0834375,0.30725328283866427,0.9998749140033774,0.0809375,100,3200,1.0,0.2536328125,0.7463671875,0.9998798668384552,0.9998165786266326,9.214933748786253,4.0,1e-05,,c4566d06c8612061765ef2de3ba817764e421870f89b0fbab25ade6e0aa996e9,9a719aead280dc2ce3c3b193b62c8f7aecbe8827a6734f23c22373bec601fc38,102a4d2150d1a182f1b1bd3b186b5e6d070e24ce48fbf40ca5571f1abdf1cc7a
femnist,15,115,unitscope-lambda-sweep,user_macro_accuracy,0.17078125,0.04369886721244894,1.0,0.1784375,100,3200,1.0,0.2490625,0.7509375,0.9999999904632568,0.9999999797344208,9.214933748786253,4.0,1e-05,,1c3e6cc1b95d429fc38e6555cc7a8c444ae0435d0ed8357f44bb7f6b976c874b,a3bf1957a5c34572c59814590788dc9e49131709c710dfda164aaf5b4442ff6c,5c53774aa7ba0ddf0feaf22cc58d92511f9393b25dd72dd0f4b69966fe29fce9
femnist,15,115,stable-local-fallback,user_macro_accuracy,0.1221875,1.0,1.0,0.1253125,100,3200,1.0,0.0,1.0,0.9999999976158143,0.9999999976158143,9.214933748786253,4.0,1e-05,,2bc31e0d7306c41769a9195824bc12213ea63eb917477407bcf57b27e0fea08a,a3bf1957a5c34572c59814590788dc9e49131709c710dfda164aaf5b4442ff6c,5c53774aa7ba0ddf0feaf22cc58d92511f9393b25dd72dd0f4b69966fe29fce9
femnist,15,115,naive-recalibrated-2c,user_macro_accuracy,0.1321875,0.32164975967226006,1.0,0.1378125,100,3200,1.0,0.2490625,0.7509375,0.9999999904632568,0.9999511992931366,9.214933748786253,4.0,1e-05,,584ff41c6117d56f54fa32478286a7b4525d364ef6efce8dee3c981e67227a40,a3bf1957a5c34572c59814590788dc9e49131709c710dfda164aaf5b4442ff6c,5c53774aa7ba0ddf0feaf22cc58d92511f9393b25dd72dd0f4b69966fe29fce9
femnist,15,115,handle-only-drop-residual,user_macro_accuracy,0.176875,0.0,,0.18375,100,3200,0.2490625,0.2490625,0.0,0.0,0.9999999880790711,9.214933748786253,4.0,1e-05,,f1b9d332978900068b8877e8c45241c543395661a5afe44d2fa86b213144e2ba,a3bf1957a5c34572c59814590788dc9e49131709c710dfda164aaf5b4442ff6c,5c53774aa7ba0ddf0feaf22cc58d92511f9393b25dd72dd0f4b69966fe29fce9
femnist,16,116,naive-recalibrated-2c,user_macro_accuracy,0.19993125,0.3200392012496082,1.0,0.205625,100,3200,1.0,0.25046875,0.74953125,0.9999999868869781,0.9998610973358154,9.214933748786253,4.0,1e-05,,6177b756e996f9ae8554d36bd5183963e7c94cf2940bcada5cd35aa0a608e2aa,f0a24529ce87d02e9486e876be40c2e9b55154fce6605d4af89b4832b89ee876,31fa5b455d62f177ddd0c97aa202d39d2216f2a2ff24e918fc8ad94bcfea3c7b
femnist,16,116,handle-only-drop-residual,user_macro_accuracy,0.19890625,0.0,,0.1984375,100,3200,0.25046875,0.25046875,0.0,0.0,0.9999999880790711,9.214933748786253,4.0,1e-05,,62b99210f621f1223ede95d33648f62c9a6082f4d189deb7235e5591590f169e,f0a24529ce87d02e9486e876be40c2e9b55154fce6605d4af89b4832b89ee876,31fa5b455d62f177ddd0c97aa202d39d2216f2a2ff24e918fc8ad94bcfea3c7b
femnist,16,116,unitscope-lambda-sweep,user_macro_accuracy,0.19203125,0.04594471201776142,1.0,0.1903125,100,3200,1.0,0.25046875,0.74953125,0.9999999868869781,0.9999999856948852,9.214933748786253,4.0,1e-05,,919a76c9d12c5f78d06f897c490285b3e89cbd7d0036d104f1767240f9d25a13,f0a24529ce87d02e9486e876be40c2e9b55154fce6605d4af89b4832b89ee876,31fa5b455d62f177ddd0c97aa202d39d2216f2a2ff24e918fc8ad94bcfea3c7b
femnist,16,116,stable-local-fallback,user_macro_accuracy,0.13984375,1.0,1.0,0.1415625,100,3200,1.0,0.0,1.0,0.9999999964237213,0.9999999964237213,9.214933748786253,4.0,1e-05,,fc81f54aaec8a2397dbb0dfff75c7059e5ccd7b2e070a05ef9c204e17fb02914,f0a24529ce87d02e9486e876be40c2e9b55154fce6605d4af89b4832b89ee876,31fa5b455d62f177ddd0c97aa202d39d2216f2a2ff24e918fc8ad94bcfea3c7b
femnist,17,117,naive-recalibrated-2c,user_macro_accuracy,0.17551339285714285,0.3126973408903565,0.99987534280728,0.180625,100,3200,1.0,0.24828125,0.75171875,0.9998759555816651,0.9998099613189697,9.214933748786253,4.0,1e-05,,0bab4a988861a2cec4c1bc9f428befe11a0dbdf298bd39bf9528cfc90e03c016,5ce8b5a0ed917b1bad25985235bfe7a09e9229fff8db4806d8708ab4c9cf9531,6140c303a7cac528afd7909e1cc9c11323d1f6b78dc26f3fc1e798890c41364d
femnist,17,117,unitscope-lambda-sweep,user_macro_accuracy,0.2024330357142857,0.044795645131496614,1.0,0.20625,100,3200,1.0,0.24828125,0.75171875,0.9999999880790711,0.9999999833106995,9.214933748786253,4.0,1e-05,,3c4fa4cacc9e36f7926791cdc66809deffc707f998a66eeaa1753b4c1b8759fc,5ce8b5a0ed917b1bad25985235bfe7a09e9229fff8db4806d8708ab4c9cf9531,6140c303a7cac528afd7909e1cc9c11323d1f6b78dc26f3fc1e798890c41364d
femnist,17,117,stable-local-fallback,user_macro_accuracy,0.16223214285714285,1.0,1.0,0.1696875,100,3200,1.0,0.0,1.0,1.0,1.0,9.214933748786253,4.0,1e-05,,4200d317249baccafd08fa5c8271faf3c43f631129ef90f2578d2cdd3444c1f8,5ce8b5a0ed917b1bad25985235bfe7a09e9229fff8db4806d8708ab4c9cf9531,6140c303a7cac528afd7909e1cc9c11323d1f6b78dc26f3fc1e798890c41364d
femnist,17,117,handle-only-drop-residual,user_macro_accuracy,0.20712053571428568,0.0,,0.211875,100,3200,0.24828125,0.24828125,0.0,0.0,0.9999999868869781,9.214933748786253,4.0,1e-05,,7e3f006e5d35adbfa8d0ee668fbf0215be3d81fba0654172b68370f52f103454,5ce8b5a0ed917b1bad25985235bfe7a09e9229fff8db4806d8708ab4c9cf9531,6140c303a7cac528afd7909e1cc9c11323d1f6b78dc26f3fc1e798890c41364d
femnist,18,118,naive-recalibrated-2c,user_macro_accuracy,0.11921875,0.3131697963649669,0.9999373982721923,0.12125,100,3200,1.0,0.249921875,0.750078125,0.9999352705478668,0.999904807806015,9.214933748786253,4.0,1e-05,,123bd1d18484494d78d220b13ec32d227a6db9dcde5446a051c38148743336ac,5acbb62372d115348e18cf6905af5c601d78da6177e220af18bae5ae940c6640,bce09b114d2b8835dbb09902d9aa7a27418d931e05b8c1cc8fa3c01838ec850d
femnist,18,118,stable-local-fallback,user_macro_accuracy,0.1075,1.0,1.0,0.105625,100,3200,1.0,0.0,1.0,0.9999999940395355,0.9999999940395355,9.214933748786253,4.0,1e-05,,61db023b07a3867cde9c9a079d0c5bf8a8932aff0b6dd09f8eeda43734cb89b1,5acbb62372d115348e18cf6905af5c601d78da6177e220af18bae5ae940c6640,bce09b114d2b8835dbb09902d9aa7a27418d931e05b8c1cc8fa3c01838ec850d
femnist,18,118,unitscope-lambda-sweep,user_macro_accuracy,0.1259375,0.038759273713787075,1.0,0.1221875,100,3200,1.0,0.249921875,0.750078125,0.9999999952316284,0.9999999821186065,9.214933748786253,4.0,1e-05,,c5c800f216323195e51e995d671ff50c2e8839b9752548b94fd57b04114abf4e,5acbb62372d115348e18cf6905af5c601d78da6177e220af18bae5ae940c6640,bce09b114d2b8835dbb09902d9aa7a27418d931e05b8c1cc8fa3c01838ec850d
femnist,18,118,handle-only-drop-residual,user_macro_accuracy,0.12984375,0.0,,0.1275,100,3200,0.249921875,0.249921875,0.0,0.0,0.999999989271164,9.214933748786253,4.0,1e-05,,e26d69f54e2a4da6ee921eb486f6245126902fe416f2f44af1f9fea6234807a2,5acbb62372d115348e18cf6905af5c601d78da6177e220af18bae5ae940c6640,bce09b114d2b8835dbb09902d9aa7a27418d931e05b8c1cc8fa3c01838ec850d
femnist,19,119,handle-only-drop-residual,user_macro_accuracy,0.16171875,0.0,,0.16875,100,3200,0.2483203125,0.2483203125,0.0,0.0,0.9999999845027924,9.214933748786253,4.0,1e-05,,0d959eeb1b03feaca984fde18f3916259f4349efa93cac580bfadaf0ab58d29f,0e7dd6b18bd14e284a80a460868d2bf6da203890e5cfca511375ebc9d89c0450,4ab998fc8e844b8f817e63161e54899907bcf607a5f5cd06bf352ec5faef9e4f
femnist,19,119,unitscope-lambda-sweep,user_macro_accuracy,0.15984375,0.041981809394774736,1.0,0.165625,100,3200,1.0,0.2483203125,0.7516796875,0.9999999809265137,0.9999999856948852,9.214933748786253,4.0,1e-05,,566b70fee229d1ff02aecbf87a8c3acf66e80e1ecf9e91a9c8e853357f917c1f,0e7dd6b18bd14e284a80a460868d2bf6da203890e5cfca511375ebc9d89c0450,4ab998fc8e844b8f817e63161e54899907bcf607a5f5cd06bf352ec5faef9e4f
femnist,19,119,stable-local-fallback,user_macro_accuracy,0.1484375,1.0,1.0,0.1496875,100,3200,1.0,0.0,1.0,0.9999999940395355,0.9999999940395355,9.214933748786253,4.0,1e-05,,79057099d6787f1719c68f809f4cda77bd55152b61be15d1ff7b08669cd33397,0e7dd6b18bd14e284a80a460868d2bf6da203890e5cfca511375ebc9d89c0450,4ab998fc8e844b8f817e63161e54899907bcf607a5f5cd06bf352ec5faef9e4f
femnist,19,119,naive-recalibrated-2c,user_macro_accuracy,0.1565625,0.31491626860689104,0.9999377838611336,0.1634375,100,3200,1.0,0.2483203125,0.7516796875,0.9999401009082795,0.9998578834533691,9.214933748786253,4.0,1e-05,,a56b481299a4d490d78e667ba250352591249da6dd0369cdd127d9f90ae45c5d,0e7dd6b18bd14e284a80a460868d2bf6da203890e5cfca511375ebc9d89c0450,4ab998fc8e844b8f817e63161e54899907bcf607a5f5cd06bf352ec5faef9e4f
synthea,0,100,unitscope-lambda-sweep,patient_or_user_auprc,0.1987258757981466,0.1865013114220515,1.0,0.19184003980874587,735,1601,1.0,0.395,0.605,0.9999999964237213,0.7169725167751312,9.214933748786253,4.0,1e-05,,01a2b1f19c02688238eb59484b16b2cdd45564f784c0bbbab291003fefb518d0,55cbda91aed302d73684e61d5ec297b50893fc7ffadf3353827cf3867cb96ba6,37a9b0ad59a77547078a5cf4201757b6e67040cc6dc234073bf0bf114af4cc20
synthea,0,100,naive-recalibrated-2c,patient_or_user_auprc,0.1864827062486708,0.5151607227756798,0.7950553025374105,0.18221767486467505,735,1601,1.0,0.395,0.605,0.7945899099111557,0.5866963356733322,9.214933748786253,4.0,1e-05,,678d4f55d4a41850a4c12c0800ecf0dfc8b01d6b9c5e69e650b3c95b72139e68,55cbda91aed302d73684e61d5ec297b50893fc7ffadf3353827cf3867cb96ba6,37a9b0ad59a77547078a5cf4201757b6e67040cc6dc234073bf0bf114af4cc20
synthea,0,100,stable-local-fallback,patient_or_user_auprc,0.17728684489817723,1.0,0.5842612889083735,0.1723420770292299,735,1601,1.0,0.0,1.0,0.5834094285964966,0.5834094285964966,9.214933748786253,4.0,1e-05,,6ba93570ffaacc6e37423b9c8d90c67e52c758b893e0fb961f84b3b75e19f1d1,55cbda91aed302d73684e61d5ec297b50893fc7ffadf3353827cf3867cb96ba6,37a9b0ad59a77547078a5cf4201757b6e67040cc6dc234073bf0bf114af4cc20
synthea,0,100,handle-only-drop-residual,patient_or_user_auprc,0.20534203813690965,0.0,,0.19750845229264,735,1601,0.395,0.395,0.0,0.0,0.2830551341176033,9.214933748786253,4.0,1e-05,,9b710693044ec8d3af30c48c6700d8cb24d309e9da3887842e78e0f81ef39943,55cbda91aed302d73684e61d5ec297b50893fc7ffadf3353827cf3867cb96ba6,37a9b0ad59a77547078a5cf4201757b6e67040cc6dc234073bf0bf114af4cc20
synthea,1,101,naive-recalibrated-2c,patient_or_user_auprc,0.326665909258729,0.5026143255800304,0.6750624331073849,0.3520013017517909,763,1659,1.0,0.399609375,0.600390625,0.6734570121765137,0.5101601803302764,9.214933748786253,4.0,1e-05,,5f846ec1daedc077ade15d90b4ae5e6b5aa4f683da7b64bedca0d609ed152f09,ab164260df1f22f0f6194776ce1bd50e9e6693b79743be9ed0551b6654525a1e,c8fbfbf8d1f649323ec6339349db446563b8d778d4ec2a1876cedd60f82b998b
synthea,1,101,unitscope-lambda-sweep,patient_or_user_auprc,0.31566955899479665,0.19690494975973175,1.0,0.33404778356898357,763,1659,1.0,0.399609375,0.600390625,1.0,0.7133101522922516,9.214933748786253,4.0,1e-05,,d62a7c5042733d2c2c86b92cb3785298100499cb346e730ddd346bbe7899ebcf,ab164260df1f22f0f6194776ce1bd50e9e6693b79743be9ed0551b6654525a1e,c8fbfbf8d1f649323ec6339349db446563b8d778d4ec2a1876cedd60f82b998b
synthea,1,101,stable-local-fallback,patient_or_user_auprc,0.2523435352559713,1.0,0.5685265911072362,0.26033886192114974,763,1659,1.0,0.0,1.0,0.5683737164735794,0.5683737164735794,9.214933748786253,4.0,1e-05,,e4c72c80ab84f12e37137bdbf465586c7dd1d2742865a5e0bf66de68b8e08a9d,ab164260df1f22f0f6194776ce1bd50e9e6693b79743be9ed0551b6654525a1e,c8fbfbf8d1f649323ec6339349db446563b8d778d4ec2a1876cedd60f82b998b
synthea,1,101,handle-only-drop-residual,patient_or_user_auprc,0.3197085780974224,0.0,,0.3386541534941745,763,1659,0.399609375,0.399609375,0.0,0.0,0.271733275949955,9.214933748786253,4.0,1e-05,,f92db0e914bf1b767a693532e6202e5c63fc1c7a608004a5975103aa2acff31b,ab164260df1f22f0f6194776ce1bd50e9e6693b79743be9ed0551b6654525a1e,c8fbfbf8d1f649323ec6339349db446563b8d778d4ec2a1876cedd60f82b998b
synthea,2,102,unitscope-lambda-sweep,patient_or_user_auprc,0.25042093865307846,0.17923435337397609,1.0,0.2455937556776634,764,1504,1.0,0.39140625,0.60859375,0.9999999940395355,0.7218910646438599,9.214933748786253,4.0,1e-05,,00bb5d54e309981075e508cc4d36b8030d5c323ef2f541fbdcd1be34ca8b77b9,bbab3d2fe0199f639ccbdce6a888c1d47c70a7deb63dd7ae9de119e7f2bae360,a45c51b642d2016c86003d1505a4bd7d026aa891c4c980fb5458791c892f736f
synthea,2,102,stable-local-fallback,patient_or_user_auprc,0.23148953308163087,1.0,0.6286879555709823,0.23587334818478106,764,1504,1.0,0.0,1.0,0.6288174492120743,0.6288174492120743,9.214933748786253,4.0,1e-05,,169f042a171021d835180a1c3e7ca5c6cfc07719dfe880005667f9fea5ac5db2,bbab3d2fe0199f639ccbdce6a888c1d47c70a7deb63dd7ae9de119e7f2bae360,a45c51b642d2016c86003d1505a4bd7d026aa891c4c980fb5458791c892f736f
synthea,2,102,handle-only-drop-residual,patient_or_user_auprc,0.2522094833701445,0.0,,0.24681440230232918,764,1504,0.39140625,0.39140625,0.0,0.0,0.28004005044698715,9.214933748786253,4.0,1e-05,,6e451118af9bdcfedd4c06419cd2856e05169dc6309ec8bf47f92b6b3abb76aa,bbab3d2fe0199f639ccbdce6a888c1d47c70a7deb63dd7ae9de119e7f2bae360,a45c51b642d2016c86003d1505a4bd7d026aa891c4c980fb5458791c892f736f
synthea,2,102,naive-recalibrated-2c,patient_or_user_auprc,0.25946621478151366,0.5699947623148652,0.8802105562668943,0.25528647856365994,764,1504,1.0,0.39140625,0.60859375,0.8796472334861756,0.641224988102913,9.214933748786253,4.0,1e-05,,b58be727912cec13e0730292b91ed81ca360f3aebf21bc2732a4aa3aba0a6b4d,bbab3d2fe0199f639ccbdce6a888c1d47c70a7deb63dd7ae9de119e7f2bae360,a45c51b642d2016c86003d1505a4bd7d026aa891c4c980fb5458791c892f736f
synthea,3,103,naive-recalibrated-2c,patient_or_user_auprc,0.2849907543202577,0.5499118639198436,0.8088843725048994,0.25312148438897597,787,1761,1.0,0.4112109375,0.5887890625,0.8086521720886231,0.5893066930770874,9.214933748786253,4.0,1e-05,,31fba437d88129b2ecacd27c8a0e92683907dc06e2189798f9c9a7660e737579,72b31de26b063bb180b85f87ecf7c9e74bdc33601249fab4898f9b947bc1bdb7,d50b088070b204870a282194da51c938caddcfbb744d05827b75cb78f87b830c
synthea,3,103,stable-local-fallback,patient_or_user_auprc,0.24076093630527848,1.0,0.5400514542362534,0.2310230330020902,787,1761,1.0,0.0,1.0,0.5396526315808297,0.5396526315808297,9.214933748786253,4.0,1e-05,,c75749bc7b48d0fa7edbf2b379841118542894e9d4f074a9aec54991ef37a66b,72b31de26b063bb180b85f87ecf7c9e74bdc33601249fab4898f9b947bc1bdb7,d50b088070b204870a282194da51c938caddcfbb744d05827b75cb78f87b830c
synthea,3,103,unitscope-lambda-sweep,patient_or_user_auprc,0.28725254714140697,0.18863212653626707,1.0,0.26480454096235495,787,1761,1.0,0.4112109375,0.5887890625,0.9999999964237213,0.7066243469715119,9.214933748786253,4.0,1e-05,,dd0ce07ceb21fa828a99b7862c41bf6b3d2eb26cc43a8aca176bfcfb05c5bb82,72b31de26b063bb180b85f87ecf7c9e74bdc33601249fab4898f9b947bc1bdb7,d50b088070b204870a282194da51c938caddcfbb744d05827b75cb78f87b830c
synthea,3,103,handle-only-drop-residual,patient_or_user_auprc,0.2921569552355765,0.0,,0.269751255724731,787,1761,0.4112109375,0.4112109375,0.0,0.0,0.2751181873679161,9.214933748786253,4.0,1e-05,,f2ec1be2ad83a395ff4bdbb878cab7b21d63d752bb43cc9eb0dc6a66a7c209e4,72b31de26b063bb180b85f87ecf7c9e74bdc33601249fab4898f9b947bc1bdb7,d50b088070b204870a282194da51c938caddcfbb744d05827b75cb78f87b830c
synthea,4,104,naive-recalibrated-2c,patient_or_user_auprc,0.32921916697981946,0.5329874710973954,0.803128332740846,0.3584780892187518,774,1603,1.0,0.396875,0.603125,0.8022881656885147,0.5984519696235657,9.214933748786253,4.0,1e-05,,0f5d8f8fd2d0ce1c0f7803b2893e7782693839c752a37e9bbe80970cf6cd1005,4b0299588e06f5bd5c75f189bad15bea479b5f6289ca8d54e5b209b15be2d37e,a7da9298d2ebd8811fae978bb19ce39e67fd86ddd5bd521537821eefb5fe34ed
synthea,4,104,stable-local-fallback,patient_or_user_auprc,0.1924241857277387,1.0,0.6127185181971978,0.1931734094988416,774,1603,1.0,0.0,1.0,0.612051605284214,0.612051605284214,9.214933748786253,4.0,1e-05,,14b04bc0c484003cbce064f0a40ea35bab55e3d1a16343a0468ba5dbcb68fc92,4b0299588e06f5bd5c75f189bad15bea479b5f6289ca8d54e5b209b15be2d37e,a7da9298d2ebd8811fae978bb19ce39e67fd86ddd5bd521537821eefb5fe34ed
synthea,4,104,handle-only-drop-residual,patient_or_user_auprc,0.3192792847011362,0.0,,0.31399421864613947,774,1603,0.396875,0.396875,0.0,0.0,0.29025123924016955,9.214933748786253,4.0,1e-05,,693b261035243adaf3ec41d58629d1887fa4d454c9575e098fd6d1d8558436ca,4b0299588e06f5bd5c75f189bad15bea479b5f6289ca8d54e5b209b15be2d37e,a7da9298d2ebd8811fae978bb19ce39e67fd86ddd5bd521537821eefb5fe34ed
synthea,4,104,unitscope-lambda-sweep,patient_or_user_auprc,0.3099538314022771,0.17188233807659384,1.0,0.30488795203404095,774,1603,1.0,0.396875,0.603125,0.9999999964237213,0.7222891390323639,9.214933748786253,4.0,1e-05,,eebb6ca0ae07f2b9a54438f053e2c557eaaaceddc01347d0682cf5732d41d17f,4b0299588e06f5bd5c75f189bad15bea479b5f6289ca8d54e5b209b15be2d37e,a7da9298d2ebd8811fae978bb19ce39e67fd86ddd5bd521537821eefb5fe34ed
synthea,5,105,handle-only-drop-residual,patient_or_user_auprc,0.25037198407778766,0.0,,0.208052740201971,773,1548,0.4011328125,0.4011328125,0.0,0.0,0.28126851677894593,9.214933748786253,4.0,1e-05,,59148a2cd3bda5f22bc9ab63042396e672aee7d311cb0b9dc88adf3b94df7f16,0192abb4e743a3f2b0087217519e50ff08f1834b2c2c50501ad0e664b4fa58d0,a3a860dbc173d5244d42acd5427c694c1653756ca1a2c6415ecd97a9008cea72
synthea,5,105,unitscope-lambda-sweep,patient_or_user_auprc,0.24637205939838178,0.191451542231526,1.0,0.2061946809392198,773,1548,1.0,0.4011328125,0.5988671875,0.9999999976158143,0.7190503227710724,9.214933748786253,4.0,1e-05,,7fe01216b8c294373f8507ce9890e1f11fa54afafc075bfe6d70cdf0161e8160,0192abb4e743a3f2b0087217519e50ff08f1834b2c2c50501ad0e664b4fa58d0,a3a860dbc173d5244d42acd5427c694c1653756ca1a2c6415ecd97a9008cea72
synthea,5,105,naive-recalibrated-2c,patient_or_user_auprc,0.2546550745981105,0.4874742135532105,0.7349007765314927,0.2221852123361228,773,1548,1.0,0.4011328125,0.5988671875,0.7355686753988266,0.5520805305242539,9.214933748786253,4.0,1e-05,,91007c663bdd1d686458d4441ef33d9ccdcfe7068d2b214d98e39cc45257c739,0192abb4e743a3f2b0087217519e50ff08f1834b2c2c50501ad0e664b4fa58d0,a3a860dbc173d5244d42acd5427c694c1653756ca1a2c6415ecd97a9008cea72
synthea,5,105,stable-local-fallback,patient_or_user_auprc,0.21198828730523725,1.0,0.5542872195635948,0.18874739842509397,773,1548,1.0,0.0,1.0,0.5535420814156532,0.5535420814156532,9.214933748786253,4.0,1e-05,,f6338e49f0f8c5e8ae5b27697cc76664b1cf57a55cb70c0bac0de2fd2e435a7f,0192abb4e743a3f2b0087217519e50ff08f1834b2c2c50501ad0e664b4fa58d0,a3a860dbc173d5244d42acd5427c694c1653756ca1a2c6415ecd97a9008cea72
synthea,6,106,handle-only-drop-residual,patient_or_user_auprc,0.2933512652017657,0.0,,0.285547013610175,759,1602,0.4019140625,0.4019140625,0.0,0.0,0.2788162562251091,9.214933748786253,4.0,1e-05,,3ef2851b01312b1a2527c63d6ddaed7197b7ac7c17de428692e671b0a2506f3b,659e26b6f8efe4f14ed0fedf07ddf0eeb9fbbee96b30218e1940cf4d58b359d0,490b0c732b07aa3dc7a74063382c7fb62c85e3241d52872f4dac282d9983593f
synthea,6,106,stable-local-fallback,patient_or_user_auprc,0.21384686560310376,1.0,0.5664953840794287,0.21580759684959872,759,1602,1.0,0.0,1.0,0.5670854765176773,0.5670854765176773,9.214933748786253,4.0,1e-05,,77327b9ece6c795173c398a570ca6a3722174a0ccc168740016c483702daef18,659e26b6f8efe4f14ed0fedf07ddf0eeb9fbbee96b30218e1940cf4d58b359d0,490b0c732b07aa3dc7a74063382c7fb62c85e3241d52872f4dac282d9983593f
synthea,6,106,naive-recalibrated-2c,patient_or_user_auprc,0.3220972128896721,0.4901174115171654,0.7276205602079122,0.3075078344064225,759,1602,1.0,0.4019140625,0.5980859375,0.726684786081314,0.5437149113416672,9.214933748786253,4.0,1e-05,,8253859f11fcc7459fa89b3824a30c6ad65b404c509543fc2cf172c3c9a85711,659e26b6f8efe4f14ed0fedf07ddf0eeb9fbbee96b30218e1940cf4d58b359d0,490b0c732b07aa3dc7a74063382c7fb62c85e3241d52872f4dac282d9983593f
synthea,6,106,unitscope-lambda-sweep,patient_or_user_auprc,0.2878878818610777,0.19171442739997357,1.0,0.28112268389832473,759,1602,1.0,0.4019140625,0.5980859375,0.9999999952316284,0.7131956279277801,9.214933748786253,4.0,1e-05,,9738296d8884a50ac3943287679a71b0a200edc8f3b51ec624a7d810ded277e9,659e26b6f8efe4f14ed0fedf07ddf0eeb9fbbee96b30218e1940cf4d58b359d0,490b0c732b07aa3dc7a74063382c7fb62c85e3241d52872f4dac282d9983593f
synthea,7,107,naive-recalibrated-2c,patient_or_user_auprc,0.23758001251533667,0.5090267556875335,0.6969223114649229,0.2183560165062216,778,1760,1.0,0.40640625,0.59359375,0.6980235284566879,0.5257886356115341,9.214933748786253,4.0,1e-05,,05bfe80243ab081a9161e19846290ccb2dff072379e0d3e9cf8df7cdbdded1e9,2e675743874ab6b97193d8985dea5745cb88f2028656d45a5fa79a0542f15398,2dc2333461a963b4a85db329c4047c8c21953a9137457ba4cb9872e04cdbd933
synthea,7,107,stable-local-fallback,patient_or_user_auprc,0.20107472972991738,1.0,0.5676563377846925,0.18922889674905816,778,1760,1.0,0.0,1.0,0.5679574769735336,0.5679574769735336,9.214933748786253,4.0,1e-05,,211f7a2b3bc8c946329899ed46e7597c03d595e3819a3fdc034cee0069a5987c,2e675743874ab6b97193d8985dea5745cb88f2028656d45a5fa79a0542f15398,2dc2333461a963b4a85db329c4047c8c21953a9137457ba4cb9872e04cdbd933
synthea,7,107,handle-only-drop-residual,patient_or_user_auprc,0.22335363710070505,0.0,,0.2080867994269649,778,1760,0.40640625,0.40640625,0.0,0.0,0.2712876257300377,9.214933748786253,4.0,1e-05,,324582b5ad867d8e3e7efa1d9ad12d473209cd12697ec809184e61586017b457,2e675743874ab6b97193d8985dea5745cb88f2028656d45a5fa79a0542f15398,2dc2333461a963b4a85db329c4047c8c21953a9137457ba4cb9872e04cdbd933
synthea,7,107,unitscope-lambda-sweep,patient_or_user_auprc,0.22086640859575063,0.19863002796190685,1.0,0.20576746255809292,778,1760,1.0,0.40640625,0.59359375,0.9999999916553497,0.714273761510849,9.214933748786253,4.0,1e-05,,f182a25a7560539b39c579c5dbdbdab196a1cb2efe65213260043b1fa11210cb,2e675743874ab6b97193d8985dea5745cb88f2028656d45a5fa79a0542f15398,2dc2333461a963b4a85db329c4047c8c21953a9137457ba4cb9872e04cdbd933
synthea,8,108,stable-local-fallback,patient_or_user_auprc,0.17040393595254594,1.0,0.5067121430757794,0.16063590321986954,767,1662,1.0,0.0,1.0,0.5068663415312767,0.5068663415312767,9.214933748786253,4.0,1e-05,,19b9f6d61c6473f17f93d7fc04a3ef3de421c79394137e7c60ee7c352ea6d3e2,d7dba20087ac3ab604287db08b28c670d4ee8bb2466d81297ac206b4ad0ecac4,b3c15897575d5b46194367f2cb30cd58391fcfc3312c20486f7324cdafb32dd5
