threshold,K,entity_id,deleted_atoms,touched_original_components,touched_original_nodes,deleted_group_tags,inserted_group_tags,d_w_empirical,changed_surviving_nodes
0.72,2,223,2,1,2,1,0,1,0
0.72,2,122,2,1,2,1,0,1,0
0.72,2,373,2,1,2,1,0,1,0
0.72,2,10,2,1,2,1,0,1,0
0.72,2,227,2,1,2,1,0,1,0
0.72,2,6,2,1,2,1,0,1,0
0.72,2,190,2,1,2,1,0,1,0
0.72,2,294,2,1,2,1,0,1,0
0.72,2,206,2,1,2,1,0,1,0
0.72,2,344,2,1,2,1,0,1,0
0.72,2,81,2,1,2,1,0,1,0
0.72,2,34,2,1,2,1,0,1,0
0.72,2,478,2,1,2,1,0,1,0
0.72,2,225,2,1,2,1,0,1,0
0.72,2,452,2,1,2,1,0,1,0
0.72,2,67,2,1,2,1,0,1,0
0.72,2,286,2,1,2,1,0,1,0
0.72,2,251,2,1,2,1,0,1,0
0.72,2,335,2,1,2,1,0,1,0
0.72,2,439,2,1,2,1,0,1,0
0.72,2,409,2,1,2,1,0,1,0
0.72,2,125,2,1,2,1,0,1,0
0.72,2,70,2,1,2,1,0,1,0
0.72,2,145,2,1,2,1,0,1,0
0.72,2,73,2,1,2,1,0,1,0
0.72,2,284,2,1,2,1,0,1,0
0.72,2,186,2,1,2,1,0,1,0
0.72,2,58,2,1,2,1,0,1,0
0.72,2,381,2,1,2,1,0,1,0
0.72,2,305,2,1,2,1,0,1,0
0.72,2,149,2,1,2,1,0,1,0
0.72,2,140,2,1,2,1,0,1,0
0.72,2,364,2,1,4,4,1,5,2
0.72,2,361,2,1,2,1,0,1,0
0.72,2,23,2,1,2,1,0,1,0
0.72,2,254,2,1,2,1,0,1,0
0.72,2,173,2,1,2,1,0,1,0
0.72,2,456,2,1,2,1,0,1,0
0.72,2,403,2,1,2,1,0,1,0
0.72,2,382,2,1,2,1,0,1,0
0.72,2,320,2,1,2,1,0,1,0
0.72,2,167,2,1,2,1,0,1,0
0.72,2,419,2,1,4,4,1,5,2
0.72,2,262,2,1,2,1,0,1,0
0.72,2,91,2,1,2,1,0,1,0
0.72,2,19,2,1,2,1,0,1,0
0.72,2,78,2,1,2,1,0,1,0
0.72,2,440,2,1,2,1,0,1,0
0.72,2,350,2,1,2,1,0,1,0
0.72,2,113,2,1,2,1,0,1,0
0.72,2,291,2,1,2,1,0,1,0
0.72,2,370,2,1,2,1,0,1,0
0.72,2,152,2,1,2,1,0,1,0
0.72,2,99,2,1,2,1,0,1,0
0.72,2,32,2,1,2,1,0,1,0
0.72,2,77,2,1,2,1,0,1,0
0.72,2,183,2,1,2,1,0,1,0
0.72,2,383,2,1,2,1,0,1,0
0.72,2,179,2,1,2,1,0,1,0
0.72,2,68,2,1,2,1,0,1,0
0.72,2,385,2,1,2,1,0,1,0
0.72,2,464,2,1,2,1,0,1,0
0.72,2,482,2,1,2,1,0,1,0
0.72,2,351,2,1,2,1,0,1,0
0.72,2,287,2,1,2,1,0,1,0
0.72,2,302,2,1,2,1,0,1,0
0.72,2,457,2,1,2,1,0,1,0
0.72,2,94,2,1,2,1,0,1,0
0.72,2,102,2,1,2,1,0,1,0
0.72,2,490,2,1,2,1,0,1,0
0.72,2,449,2,1,2,1,0,1,0
0.72,2,172,2,1,2,1,0,1,0
0.72,2,323,2,1,2,1,0,1,0
0.72,2,484,2,1,2,1,0,1,0
0.72,2,312,2,1,2,1,0,1,0
0.72,2,69,2,1,2,1,0,1,0
0.72,2,157,2,1,2,1,0,1,0
0.72,2,280,2,1,2,1,0,1,0
0.72,2,187,2,1,2,1,0,1,0
0.72,2,232,2,1,2,1,0,1,0
0.72,2,133,2,2,2,2,0,2,0
0.72,2,128,2,1,2,1,0,1,0
0.72,2,250,2,1,2,1,0,1,0
0.72,2,483,2,1,2,1,0,1,0
0.72,2,218,2,1,2,1,0,1,0
0.72,2,338,2,1,2,1,0,1,0
0.72,2,486,2,1,2,1,0,1,0
0.72,2,420,2,1,2,1,0,1,0
0.72,2,333,2,1,2,1,0,1,0
0.72,2,401,2,1,2,1,0,1,0
0.72,2,61,2,1,2,1,0,1,0
0.72,2,432,2,1,2,1,0,1,0
0.72,2,428,2,1,2,1,0,1,0
0.72,2,38,2,1,2,1,0,1,0
0.72,2,480,2,1,2,1,0,1,0
0.72,2,199,2,1,2,1,0,1,0
0.72,2,17,2,1,2,1,0,1,0
0.72,2,162,2,1,2,1,0,1,0
0.72,2,62,2,1,2,1,0,1,0
0.72,2,181,2,1,2,1,0,1,0
0.72,2,307,2,1,2,1,0,1,0
0.72,2,271,2,1,2,1,0,1,0
0.72,2,418,2,1,2,1,0,1,0
0.72,2,130,2,1,2,1,0,1,0
0.72,2,44,2,1,2,1,0,1,0
0.72,2,138,2,1,2,1,0,1,0
0.72,2,165,2,1,2,1,0,1,0
0.72,2,203,2,1,2,1,0,1,0
0.72,2,22,2,1,2,1,0,1,0
0.72,2,85,2,1,2,1,0,1,0
0.72,2,316,2,1,2,1,0,1,0
0.72,2,279,2,1,2,1,0,1,0
0.72,2,108,2,1,2,1,0,1,0
0.72,2,325,2,1,2,1,0,1,0
0.72,2,384,2,1,2,1,0,1,0
0.72,2,274,2,1,2,1,0,1,0
0.72,2,261,2,1,2,1,0,1,0
0.72,2,207,2,1,2,1,0,1,0
0.72,2,339,2,1,2,1,0,1,0
0.72,2,224,2,1,2,1,0,1,0
0.72,2,196,2,1,2,1,0,1,0
0.72,2,283,2,1,2,1,0,1,0
0.72,2,243,2,1,2,1,0,1,0
0.72,2,258,2,1,2,1,0,1,0
0.72,2,229,2,1,2,1,0,1,0
0.72,2,247,2,1,2,1,0,1,0
0.72,2,89,2,1,2,1,0,1,0
0.72,2,394,2,1,2,1,0,1,0
0.72,2,82,2,1,2,1,0,1,0
0.72,2,444,2,1,2,1,0,1,0
0.72,2,147,2,1,2,1,0,1,0
0.72,2,178,2,1,2,1,0,1,0
0.72,2,239,2,1,2,1,0,1,0
0.72,2,240,2,1,2,1,0,1,0
0.72,2,3,2,1,2,1,0,1,0
0.72,2,154,2,1,2,1,0,1,0
0.72,2,53,2,1,2,1,0,1,0
0.72,2,417,2,1,2,1,0,1,0
0.72,2,313,2,1,2,1,0,1,0
0.72,2,468,2,1,2,1,0,1,0
0.72,2,182,2,1,2,1,0,1,0
0.72,2,26,2,1,2,1,0,1,0
0.72,2,202,2,1,2,1,0,1,0
0.72,2,30,2,1,2,1,0,1,0
0.72,2,92,2,1,2,1,0,1,0
0.72,2,136,2,1,2,1,0,1,0
0.72,2,13,2,1,2,1,0,1,0
0.72,2,492,2,1,2,1,0,1,0
0.72,2,143,2,1,2,1,0,1,0
0.72,2,118,2,1,2,1,0,1,0
0.72,2,290,2,1,2,1,0,1,0
0.72,2,31,2,1,2,1,0,1,0
0.72,2,141,2,1,2,1,0,1,0
0.72,2,485,2,1,2,1,0,1,0
0.72,2,18,2,1,2,1,0,1,0
0.72,2,346,2,1,2,1,0,1,0
0.72,2,304,2,1,2,1,0,1,0
0.72,2,471,2,1,2,1,0,1,0
0.72,2,105,2,1,2,1,0,1,0
0.72,2,336,2,1,2,1,0,1,0
0.72,2,75,2,1,2,1,0,1,0
0.72,2,166,2,1,2,1,0,1,0
0.72,2,414,2,1,2,1,0,1,0
0.72,2,421,2,1,2,1,0,1,0
0.72,2,159,2,1,2,1,0,1,0
0.72,2,429,2,1,2,1,0,1,0
0.72,2,49,2,1,2,1,0,1,0
0.72,2,301,2,1,2,1,0,1,0
0.72,2,95,2,1,2,1,0,1,0
0.72,2,263,2,1,2,1,0,1,0
0.72,2,156,2,1,2,1,0,1,0
0.72,2,453,2,1,2,1,0,1,0
0.72,2,481,2,1,2,1,0,1,0
0.72,2,210,2,1,2,1,0,1,0
0.72,2,317,2,1,2,1,0,1,0
0.72,2,255,2,1,2,1,0,1,0
0.72,2,150,2,1,2,1,0,1,0
0.72,2,65,2,1,2,1,0,1,0
0.72,2,60,2,1,2,1,0,1,0
0.72,2,28,2,1,2,1,0,1,0
0.72,2,404,2,1,2,1,0,1,0
0.72,2,127,2,1,2,1,0,1,0
0.72,2,450,2,1,2,1,0,1,0
0.72,2,278,2,1,2,1,0,1,0
0.72,2,276,2,1,2,1,0,1,0
0.72,2,109,2,1,2,1,0,1,0
0.72,2,42,2,1,2,1,0,1,0
0.72,2,155,2,1,2,1,0,1,0
0.72,2,228,2,1,2,1,0,1,0
0.72,2,244,2,1,2,1,0,1,0
0.72,2,249,2,1,2,1,0,1,0
0.72,2,372,2,1,2,1,0,1,0
0.72,2,1,2,1,2,1,0,1,0
0.72,2,71,2,1,2,1,0,1,0
0.72,2,170,2,1,2,1,0,1,0
0.72,2,33,2,1,2,1,0,1,0
0.72,2,395,2,1,2,1,0,1,0
0.72,2,246,2,2,2,2,0,2,0
0.72,2,329,2,1,2,1,0,1,0
0.72,2,455,2,1,2,1,0,1,0
0.72,2,332,2,2,2,2,0,2,0
0.72,2,241,2,1,2,1,0,1,0
0.72,2,475,2,1,2,1,0,1,0
0.72,2,488,2,1,2,1,0,1,0
0.72,2,134,2,1,2,1,0,1,0
0.72,2,177,2,1,2,1,0,1,0
0.72,2,357,2,1,2,1,0,1,0
0.72,2,120,2,1,2,1,0,1,0
0.72,2,245,2,1,2,1,0,1,0
0.72,2,27,2,1,2,1,0,1,0
0.72,2,98,2,1,2,1,0,1,0
0.72,2,285,2,1,2,1,0,1,0
0.72,2,292,2,1,2,1,0,1,0
0.72,2,213,2,1,2,1,0,1,0
0.72,2,41,2,1,2,1,0,1,0
0.72,2,43,2,1,2,1,0,1,0
0.72,2,389,2,1,2,1,0,1,0
0.72,2,160,2,1,2,1,0,1,0
0.72,2,115,2,1,2,1,0,1,0
0.72,2,56,2,1,2,1,0,1,0
0.72,2,360,2,1,2,1,0,1,0
0.72,2,324,2,1,2,1,0,1,0
0.72,2,314,2,1,2,1,0,1,0
0.72,2,231,2,1,4,4,1,5,2
0.72,2,303,2,1,2,1,0,1,0
0.72,2,36,2,1,2,1,0,1,0
0.72,2,40,2,1,4,4,1,5,2
0.72,2,322,2,1,2,1,0,1,0
0.72,2,425,2,2,2,2,0,2,0
0.72,2,293,2,1,2,1,0,1,0
0.72,2,110,2,1,2,1,0,1,0
0.72,2,334,2,1,2,1,0,1,0
0.72,2,270,2,1,2,1,0,1,0
0.72,2,47,2,1,2,1,0,1,0
0.72,2,470,2,1,2,1,0,1,0
0.72,2,214,2,1,2,1,0,1,0
0.72,2,221,2,1,2,1,0,1,0
0.72,2,79,2,1,2,1,0,1,0
0.72,2,198,2,1,2,1,0,1,0
0.72,2,375,2,1,2,1,0,1,0
0.72,2,45,2,1,2,1,0,1,0
0.72,2,230,2,1,2,1,0,1,0
0.72,2,168,2,1,2,1,0,1,0
0.72,2,465,2,1,4,4,1,5,2
0.72,2,443,2,1,2,1,0,1,0
0.72,2,359,2,1,2,1,0,1,0
0.72,2,352,2,1,2,1,0,1,0
0.72,2,204,2,1,2,1,0,1,0
0.72,2,219,2,1,2,1,0,1,0
0.72,2,306,2,1,2,1,0,1,0
0.72,2,54,2,1,2,1,0,1,0
0.72,2,63,2,1,2,1,0,1,0
0.72,2,86,2,1,2,1,0,1,0
0.72,2,497,2,1,2,1,0,1,0
0.72,2,412,2,1,2,1,0,1,0
0.72,2,197,2,1,2,1,0,1,0
0.72,2,59,2,1,2,1,0,1,0
0.72,2,66,2,1,2,1,0,1,0
0.72,2,248,2,1,2,1,0,1,0
0.72,2,29,2,1,2,1,0,1,0
0.72,2,72,2,2,2,2,0,2,0
0.72,2,76,2,1,2,1,0,1,0
0.72,2,331,2,1,2,1,0,1,0
0.72,2,479,2,1,2,1,0,1,0
0.72,2,158,2,1,2,1,0,1,0
0.72,2,191,2,1,2,1,0,1,0
0.72,2,495,2,1,2,1,0,1,0
0.72,2,200,2,1,2,1,0,1,0
0.72,2,473,2,1,2,1,0,1,0
0.72,2,101,2,1,2,1,0,1,0
0.72,2,9,2,1,2,1,0,1,0
0.72,2,235,2,1,2,1,0,1,0
0.72,2,21,2,1,2,1,0,1,0
0.72,2,374,2,1,2,1,0,1,0
0.72,2,161,2,1,2,1,0,1,0
0.72,2,114,2,1,2,1,0,1,0
0.72,2,438,2,1,2,1,0,1,0
0.72,2,93,2,1,2,1,0,1,0
0.72,2,348,2,1,2,1,0,1,0
0.72,2,24,2,1,2,1,0,1,0
0.72,2,142,2,1,2,1,0,1,0
0.72,2,469,2,1,2,1,0,1,0
0.72,2,137,2,1,2,1,0,1,0
0.72,2,256,2,1,2,1,0,1,0
0.72,2,379,2,1,2,1,0,1,0
0.72,2,135,2,1,2,1,0,1,0
0.72,2,39,2,1,2,1,0,1,0
0.72,2,356,2,1,2,1,0,1,0
0.72,2,467,2,1,2,1,0,1,0
0.72,2,257,2,1,2,1,0,1,0
0.72,2,192,2,1,2,1,0,1,0
0.72,2,326,2,1,2,1,0,1,0
0.72,2,220,2,1,2,1,0,1,0
0.72,2,139,2,1,2,1,0,1,0
0.72,2,74,2,1,2,1,0,1,0
0.72,2,253,2,1,2,1,0,1,0
0.72,2,153,2,1,2,1,0,1,0
0.72,2,15,2,1,2,1,0,1,0
0.72,2,378,2,1,2,1,0,1,0
0.72,2,387,2,1,2,1,0,1,0
0.72,2,466,2,1,2,1,0,1,0
0.72,2,424,2,1,2,1,0,1,0
0.72,2,84,2,1,2,1,0,1,0
0.72,2,297,2,1,2,1,0,1,0
0.72,2,459,2,1,2,1,0,1,0
0.72,2,436,2,1,2,1,0,1,0
0.72,2,50,2,1,2,1,0,1,0
0.72,2,96,2,1,2,1,0,1,0
0.72,2,216,2,1,2,1,0,1,0
0.72,2,295,2,1,2,1,0,1,0
0.72,2,362,2,1,2,1,0,1,0
0.72,2,386,2,1,2,1,0,1,0
0.72,2,116,2,1,2,1,0,1,0
0.72,2,277,2,1,2,1,0,1,0
0.72,2,447,2,1,2,1,0,1,0
0.72,2,337,2,1,2,1,0,1,0
0.72,2,119,2,1,2,1,0,1,0
0.72,2,266,2,1,2,1,0,1,0
0.72,2,211,2,1,2,1,0,1,0
0.72,2,124,2,1,2,1,0,1,0
0.72,2,461,2,1,2,1,0,1,0
0.72,2,51,2,1,2,1,0,1,0
0.72,2,269,2,1,2,1,0,1,0
0.72,2,393,2,1,2,1,0,1,0
0.72,2,169,2,1,2,1,0,1,0
0.72,2,390,2,1,2,1,0,1,0
0.72,2,288,2,1,2,1,0,1,0
0.72,2,423,2,1,2,1,0,1,0
0.72,2,80,2,1,2,1,0,1,0
0.72,2,215,2,1,2,1,0,1,0
0.72,2,411,2,1,2,1,0,1,0
0.72,2,354,2,1,2,1,0,1,0
0.72,2,112,2,1,2,1,0,1,0
0.72,2,445,2,1,2,1,0,1,0
0.72,2,416,2,1,2,1,0,1,0
0.72,2,340,2,1,2,1,0,1,0
0.72,2,275,2,1,2,1,0,1,0
0.72,2,399,2,1,2,1,0,1,0
0.72,2,273,2,2,2,2,0,2,0
0.72,2,209,2,1,2,1,0,1,0
0.72,2,194,2,1,2,1,0,1,0
0.72,2,458,2,1,2,1,0,1,0
0.72,2,448,2,1,2,1,0,1,0
0.72,2,126,2,1,2,1,0,1,0
0.72,2,446,2,1,2,1,0,1,0
0.72,2,163,2,1,2,1,0,1,0
0.72,2,174,2,1,2,1,0,1,0
0.72,2,176,2,1,2,1,0,1,0
0.72,2,131,2,1,2,1,0,1,0
0.72,2,406,2,1,2,1,0,1,0
0.72,2,433,2,1,2,1,0,1,0
0.72,2,434,2,1,2,1,0,1,0
0.72,2,151,2,1,2,1,0,1,0
0.72,2,164,2,1,2,1,0,1,0
0.72,2,451,2,1,2,1,0,1,0
0.72,2,37,2,2,2,2,0,2,0
0.72,2,4,2,1,2,1,0,1,0
0.72,2,330,2,1,2,1,0,1,0
0.72,2,355,2,1,2,1,0,1,0
0.72,2,496,2,1,2,1,0,1,0
0.72,2,268,2,1,2,1,0,1,0
0.72,2,238,2,1,2,1,0,1,0
0.72,2,259,2,1,2,1,0,1,0
0.72,2,426,2,1,2,1,0,1,0
0.72,2,400,2,1,2,1,0,1,0
0.72,2,289,2,1,2,1,0,1,0
0.72,2,397,2,1,2,1,0,1,0
0.72,2,380,2,2,2,2,0,2,0
0.72,2,35,2,1,2,1,0,1,0
0.72,2,442,2,1,2,1,0,1,0
0.72,2,14,2,1,2,1,0,1,0
0.72,2,281,2,1,2,1,0,1,0
0.72,2,388,2,1,2,1,0,1,0
0.72,2,226,2,1,2,1,0,1,0
0.72,2,365,2,1,2,1,0,1,0
0.72,2,296,2,1,2,1,0,1,0
0.72,2,20,2,1,2,1,0,1,0
0.72,2,431,2,1,2,1,0,1,0
0.72,2,111,2,1,2,1,0,1,0
0.72,2,88,2,1,2,1,0,1,0
0.72,2,398,2,1,2,1,0,1,0
0.72,2,171,2,1,2,1,0,1,0
0.72,2,267,2,1,2,1,0,1,0
0.72,2,377,2,1,2,1,0,1,0
0.72,2,472,2,1,2,1,0,1,0
0.72,2,391,2,1,2,1,0,1,0
0.72,2,493,2,1,2,1,0,1,0
0.72,2,396,2,1,2,1,0,1,0
0.72,2,46,2,1,2,1,0,1,0
0.72,2,208,2,1,2,1,0,1,0
0.72,2,476,2,1,2,1,0,1,0
0.72,2,422,2,1,2,1,0,1,0
0.72,2,260,2,1,2,1,0,1,0
0.72,2,363,2,1,2,1,0,1,0
0.72,2,185,2,1,2,1,0,1,0
0.72,2,265,2,1,2,1,0,1,0
0.72,2,175,2,1,2,1,0,1,0
0.72,2,123,2,1,2,1,0,1,0
0.72,2,315,2,1,2,1,0,1,0
0.72,2,435,2,1,2,1,0,1,0
0.72,2,410,2,1,2,1,0,1,0
0.72,2,463,2,1,2,1,0,1,0
0.72,2,366,2,1,2,1,0,1,0
0.72,2,460,2,1,2,1,0,1,0
0.72,2,319,2,1,2,1,0,1,0
0.72,2,237,2,1,2,1,0,1,0
0.72,2,100,2,2,2,2,0,2,0
0.72,2,499,2,1,2,1,0,1,0
0.72,2,189,2,1,2,1,0,1,0
0.72,2,121,2,1,2,1,0,1,0
0.72,2,201,2,1,2,1,0,1,0
0.72,2,342,2,1,2,1,0,1,0
0.72,2,392,2,1,2,1,0,1,0
0.72,2,217,2,1,2,1,0,1,0
0.72,2,212,2,1,2,1,0,1,0
0.72,2,233,2,1,2,1,0,1,0
0.72,2,454,2,1,2,1,0,1,0
0.72,2,0,2,1,2,1,0,1,0
0.72,2,347,2,1,2,1,0,1,0
0.72,2,477,2,1,2,1,0,1,0
0.72,2,11,2,1,2,1,0,1,0
0.72,2,55,2,1,2,1,0,1,0
0.72,2,144,2,1,2,1,0,1,0
0.72,2,369,2,1,2,1,0,1,0
0.72,2,487,2,1,2,1,0,1,0
0.72,2,106,2,1,2,1,0,1,0
0.72,2,441,2,1,2,1,0,1,0
0.72,2,408,2,1,2,1,0,1,0
0.72,2,353,2,1,2,1,0,1,0
0.72,2,413,2,1,2,1,0,1,0
0.72,2,97,2,1,2,1,0,1,0
0.72,2,311,2,1,2,1,0,1,0
0.72,2,327,2,1,2,1,0,1,0
0.72,2,12,2,1,2,1,0,1,0
0.72,2,64,2,1,2,1,0,1,0
0.72,2,188,2,1,2,1,0,1,0
0.72,2,376,2,2,2,2,0,2,0
0.72,2,349,2,1,2,1,0,1,0
0.72,2,272,2,1,2,1,0,1,0
0.72,2,371,2,1,2,1,0,1,0
0.72,2,129,2,1,2,1,0,1,0
0.72,2,462,2,1,2,1,0,1,0
0.72,2,494,2,1,2,1,0,1,0
0.72,2,328,2,1,2,1,0,1,0
0.72,2,358,2,1,2,1,0,1,0
0.72,2,321,2,1,2,1,0,1,0
0.72,2,193,2,2,2,2,0,2,0
0.72,2,234,2,1,2,1,0,1,0
0.72,2,308,2,1,2,1,0,1,0
0.72,2,341,2,1,2,1,0,1,0
0.72,2,148,2,1,2,1,0,1,0
0.72,2,415,2,1,2,1,0,1,0
0.72,2,205,2,1,2,1,0,1,0
0.72,2,57,2,1,2,1,0,1,0
0.72,2,5,2,1,2,1,0,1,0
0.72,2,90,2,1,2,1,0,1,0
0.72,2,407,2,1,2,1,0,1,0
0.72,2,2,2,1,2,1,0,1,0
0.72,2,368,2,1,2,1,0,1,0
0.72,2,405,2,1,2,1,0,1,0
0.72,2,402,2,1,2,1,0,1,0
0.72,2,367,2,1,2,1,0,1,0
0.72,2,103,2,1,2,1,0,1,0
0.72,2,52,2,1,2,1,0,1,0
0.72,2,146,2,1,2,1,0,1,0
0.72,2,195,2,1,2,1,0,1,0
0.72,2,184,2,1,2,1,0,1,0
0.72,2,489,2,1,2,1,0,1,0
0.72,2,252,2,1,2,1,0,1,0
0.72,2,87,2,1,2,1,0,1,0
0.72,2,180,2,1,2,1,0,1,0
0.72,2,300,2,1,2,1,0,1,0
0.72,2,117,2,1,2,1,0,1,0
0.72,2,25,2,1,2,1,0,1,0
0.72,2,343,2,1,2,1,0,1,0
0.72,2,7,2,1,2,1,0,1,0
0.72,2,430,2,1,2,1,0,1,0
0.72,2,48,2,1,2,1,0,1,0
0.72,2,427,2,1,2,1,0,1,0
0.72,2,104,2,1,2,1,0,1,0
0.72,2,310,2,1,2,1,0,1,0
0.72,2,242,2,1,2,1,0,1,0
0.72,2,298,2,1,2,1,0,1,0
0.72,2,345,2,1,2,1,0,1,0
0.72,2,16,2,1,2,1,0,1,0
0.72,2,318,2,1,2,1,0,1,0
0.72,2,437,2,1,2,1,0,1,0
0.72,2,282,2,1,2,1,0,1,0
0.72,2,107,2,1,4,4,1,5,2
0.72,2,309,2,1,2,1,0,1,0
0.72,2,236,2,1,2,1,0,1,0
0.72,2,299,2,1,2,1,0,1,0
0.72,2,491,2,1,2,1,0,1,0
0.72,2,474,2,1,2,1,0,1,0
0.72,2,264,2,1,2,1,0,1,0
0.72,2,132,2,1,2,1,0,1,0
0.72,2,498,2,1,2,1,0,1,0
0.72,2,8,2,1,2,1,0,1,0
0.72,2,222,2,1,2,1,0,1,0
0.72,2,83,2,1,2,1,0,1,0
0.72,4,223,2,1,2,1,0,1,0
0.72,4,122,2,1,2,1,0,1,0
0.72,4,373,2,1,2,1,0,1,0
0.72,4,10,2,1,2,1,0,1,0
0.72,4,227,2,1,2,1,0,1,0
0.72,4,6,2,1,2,1,0,1,0
0.72,4,190,2,1,2,1,0,1,0
0.72,4,294,2,1,2,1,0,1,0
0.72,4,206,2,1,2,1,0,1,0
0.72,4,344,2,1,2,1,0,1,0
0.72,4,81,2,1,2,1,0,1,0
0.72,4,34,2,1,2,1,0,1,0
0.72,4,478,2,1,2,1,0,1,0
0.72,4,225,2,1,2,1,0,1,0
0.72,4,452,2,1,2,1,0,1,0
0.72,4,67,2,1,2,1,0,1,0
0.72,4,286,2,1,2,1,0,1,0
0.72,4,251,2,1,2,1,0,1,0
0.72,4,335,2,1,2,1,0,1,0
0.72,4,439,2,1,2,1,0,1,0
0.72,4,409,2,1,2,1,0,1,0
0.72,4,125,2,1,2,1,0,1,0
0.72,4,70,2,1,2,1,0,1,0
0.72,4,145,2,1,2,1,0,1,0
0.72,4,73,2,1,2,1,0,1,0
0.72,4,284,2,1,2,1,0,1,0
0.72,4,186,2,1,2,1,0,1,0
0.72,4,58,2,1,2,1,0,1,0
0.72,4,381,2,1,2,1,0,1,0
0.72,4,305,2,1,2,1,0,1,0
0.72,4,149,2,1,2,1,0,1,0
0.72,4,140,2,1,2,1,0,1,0
0.72,4,364,2,1,4,1,1,2,2
0.72,4,361,2,1,2,1,0,1,0
0.72,4,23,2,1,2,1,0,1,0
0.72,4,254,2,1,2,1,0,1,0
0.72,4,173,2,1,2,1,0,1,0
0.72,4,456,2,1,2,1,0,1,0
0.72,4,403,2,1,2,1,0,1,0
0.72,4,382,2,1,2,1,0,1,0
0.72,4,320,2,1,2,1,0,1,0
0.72,4,167,2,1,2,1,0,1,0
0.72,4,419,2,1,4,1,1,2,2
0.72,4,262,2,1,2,1,0,1,0
0.72,4,91,2,1,2,1,0,1,0
0.72,4,19,2,1,2,1,0,1,0
0.72,4,78,2,1,2,1,0,1,0
0.72,4,440,2,1,2,1,0,1,0
0.72,4,350,2,1,2,1,0,1,0
0.72,4,113,2,1,2,1,0,1,0
0.72,4,291,2,1,2,1,0,1,0
0.72,4,370,2,1,2,1,0,1,0
0.72,4,152,2,1,2,1,0,1,0
0.72,4,99,2,1,2,1,0,1,0
0.72,4,32,2,1,2,1,0,1,0
0.72,4,77,2,1,2,1,0,1,0
0.72,4,183,2,1,2,1,0,1,0
0.72,4,383,2,1,2,1,0,1,0
0.72,4,179,2,1,2,1,0,1,0
0.72,4,68,2,1,2,1,0,1,0
0.72,4,385,2,1,2,1,0,1,0
0.72,4,464,2,1,2,1,0,1,0
0.72,4,482,2,1,2,1,0,1,0
0.72,4,351,2,1,2,1,0,1,0
0.72,4,287,2,1,2,1,0,1,0
0.72,4,302,2,1,2,1,0,1,0
0.72,4,457,2,1,2,1,0,1,0
0.72,4,94,2,1,2,1,0,1,0
0.72,4,102,2,1,2,1,0,1,0
0.72,4,490,2,1,2,1,0,1,0
0.72,4,449,2,1,2,1,0,1,0
0.72,4,172,2,1,2,1,0,1,0
0.72,4,323,2,1,2,1,0,1,0
0.72,4,484,2,1,2,1,0,1,0
0.72,4,312,2,1,2,1,0,1,0
0.72,4,69,2,1,2,1,0,1,0
0.72,4,157,2,1,2,1,0,1,0
0.72,4,280,2,1,2,1,0,1,0
0.72,4,187,2,1,2,1,0,1,0
0.72,4,232,2,1,2,1,0,1,0
0.72,4,133,2,2,2,2,0,2,0
0.72,4,128,2,1,2,1,0,1,0
0.72,4,250,2,1,2,1,0,1,0
0.72,4,483,2,1,2,1,0,1,0
0.72,4,218,2,1,2,1,0,1,0
0.72,4,338,2,1,2,1,0,1,0
0.72,4,486,2,1,2,1,0,1,0
0.72,4,420,2,1,2,1,0,1,0
0.72,4,333,2,1,2,1,0,1,0
0.72,4,401,2,1,2,1,0,1,0
0.72,4,61,2,1,2,1,0,1,0
0.72,4,432,2,1,2,1,0,1,0
0.72,4,428,2,1,2,1,0,1,0
0.72,4,38,2,1,2,1,0,1,0
0.72,4,480,2,1,2,1,0,1,0
0.72,4,199,2,1,2,1,0,1,0
0.72,4,17,2,1,2,1,0,1,0
0.72,4,162,2,1,2,1,0,1,0
0.72,4,62,2,1,2,1,0,1,0
0.72,4,181,2,1,2,1,0,1,0
0.72,4,307,2,1,2,1,0,1,0
0.72,4,271,2,1,2,1,0,1,0
0.72,4,418,2,1,2,1,0,1,0
0.72,4,130,2,1,2,1,0,1,0
0.72,4,44,2,1,2,1,0,1,0
0.72,4,138,2,1,2,1,0,1,0
0.72,4,165,2,1,2,1,0,1,0
0.72,4,203,2,1,2,1,0,1,0
0.72,4,22,2,1,2,1,0,1,0
0.72,4,85,2,1,2,1,0,1,0
0.72,4,316,2,1,2,1,0,1,0
0.72,4,279,2,1,2,1,0,1,0
0.72,4,108,2,1,2,1,0,1,0
0.72,4,325,2,1,2,1,0,1,0
0.72,4,384,2,1,2,1,0,1,0
0.72,4,274,2,1,2,1,0,1,0
0.72,4,261,2,1,2,1,0,1,0
0.72,4,207,2,1,2,1,0,1,0
0.72,4,339,2,1,2,1,0,1,0
0.72,4,224,2,1,2,1,0,1,0
0.72,4,196,2,1,2,1,0,1,0
0.72,4,283,2,1,2,1,0,1,0
0.72,4,243,2,1,2,1,0,1,0
0.72,4,258,2,1,2,1,0,1,0
0.72,4,229,2,1,2,1,0,1,0
0.72,4,247,2,1,2,1,0,1,0
0.72,4,89,2,1,2,1,0,1,0
0.72,4,394,2,1,2,1,0,1,0
0.72,4,82,2,1,2,1,0,1,0
0.72,4,444,2,1,2,1,0,1,0
0.72,4,147,2,1,2,1,0,1,0
0.72,4,178,2,1,2,1,0,1,0
0.72,4,239,2,1,2,1,0,1,0
