n_units,dimension,seeds,compute_seconds_mean,compute_seconds_std,communication_mib,lan_projected_seconds,wan_projected_seconds,max_fixed_point_error
1000,128,5,0.0011568000016268342,0.000518552754630563,1.955078125,0.016900384,0.18400384,0
1000,1024,5,0.008773719993769191,0.00017680764755742873,15.640625,0.131703072,1.3320307200000001,0
10000,128,5,0.007681479977327399,0.0007917281740227006,19.533203125,0.164356384,1.65856384,0
10000,1024,5,0.09400483999052085,0.002107198326064689,156.265625,1.311351072,13.12851072,0
100000,128,5,0.06929412006284111,0.0007909144040860066,195.314453125,1.6389163839999998,16.40416384,0
100000,1024,5,0.949425579974195,0.03896062735906403,1562.515625,13.107831072,131.09331072,0
